"unique.id","temp","nit","salt","block","carbon.added","mic","plate","well","rep","mu","peak.RFU","time","n.points"
"b1.t8.p2.w95",8,1000,0,1,TRUE,"none",2,95,1,0.287301811363237,1095,13.0006365740741,17
"b1.t8.p2.w97",8,1000,0,1,TRUE,"5",2,97,3,0.296216096940012,1458,13.0006365740741,17
"b1.t8.p2.w98",8,1000,0,1,TRUE,"6",2,98,1,0.280812896501068,1677,13.0006365740741,17
"b1.t8.p2.w99",8,1000,0,1,TRUE,"2",2,99,3,0.294692731445117,1128,13.0006365740741,17
"b2.t14.p1.w13",14,1000,0,2,FALSE,"9",1,13,3,0.577845672860244,790,5.73224537037037,9
"b2.t14.p1.w15",14,1000,0,2,FALSE,"3",1,15,3,0.501358166899829,1485,5.73224537037037,9
"b2.t14.p1.w17",14,1000,0,2,FALSE,"4",1,17,1,0.593082475089192,2164,6.93831018518518,10
"b2.t14.p1.w2",14,1000,0,2,FALSE,"6",1,2,1,0.727040435829261,1996,5.73224537037037,9
"b2.t14.p1.w27",14,1000,0,2,FALSE,"14",1,27,1,0.544873839655715,1248,5.73224537037037,9
"b2.t14.p1.w28",14,1000,0,2,FALSE,"none",1,28,1,0.597072570199114,995,5.73224537037037,9
"b2.t14.p1.w29",14,1000,0,2,FALSE,"8",1,29,1,0.700872003806217,1587,5.73224537037037,9
"b2.t14.p1.w3",14,1000,0,2,FALSE,"5",1,3,3,0.63331940652761,1209,5.73224537037037,9
"b2.t14.p1.w32",14,1000,0,2,FALSE,"10",1,32,2,0.537978524774766,1475,5.73224537037037,9
"b2.t14.p1.w33",14,1000,0,2,FALSE,"all",1,33,1,0.625287225738487,872,4.99091435185185,8
"b2.t14.p1.w35",14,1000,0,2,FALSE,"4",1,35,3,0.574749122214586,2175,6.93831018518518,10
"b2.t14.p1.w42",14,1000,0,2,FALSE,"11",1,42,2,0.62528542696828,1060,5.73224537037037,9
"b2.t14.p1.w44",14,1000,0,2,FALSE,"11",1,44,1,0.559390893604398,960,5.73224537037037,9
"b2.t14.p1.w45",14,1000,0,2,FALSE,"3",1,45,1,0.601930737190693,1159,5.73224537037037,9
"b2.t14.p1.w48",14,1000,0,2,FALSE,"2",1,48,3,0.558525355932152,1649,6.93831018518518,10
"b2.t14.p1.w49",14,1000,0,2,FALSE,"7",1,49,3,0.632916029219543,1566,5.73224537037037,9
"b2.t14.p1.w5",14,1000,0,2,FALSE,"12",1,5,1,0.70383699205551,2179,5.73224537037037,9
"b2.t14.p1.w51",14,1000,0,2,FALSE,"all",1,51,3,0.504179777778045,991,5.73224537037037,9
"b2.t14.p1.w53",14,1000,0,2,FALSE,"11",1,53,3,0.624102893587725,1106,5.73224537037037,9
"b2.t14.p1.w54",14,1000,0,2,FALSE,"2",1,54,2,0.628269622058072,1592,5.73224537037037,9
"b2.t14.p1.w56",14,1000,0,2,FALSE,"13",1,56,1,0.638867211149136,1373,5.73224537037037,9
"b2.t14.p1.w60",14,1000,0,2,FALSE,"1",1,60,3,0.674273608296749,2250,5.73224537037037,9
"b2.t14.p1.w8",14,1000,0,2,FALSE,"all",1,8,2,0.640949009302012,1263,5.73224537037037,9
"b2.t14.p2.w101",14,1000,0,2,FALSE,"none",2,101,3,0.545113906834595,1601,6.94056712962963,10
"b2.t14.p2.w102",14,1000,0,2,FALSE,"4",2,102,2,0.547933842832209,1329,5.73462962962963,9
"b2.t14.p2.w105",14,1000,0,2,FALSE,"1",2,105,1,0.600051064729247,1676,5.73462962962963,9
"b2.t14.p2.w106",14,1000,0,2,FALSE,"2",2,106,1,0.757518049396267,1775,4.99320601851852,8
"b2.t14.p2.w107",14,1000,0,2,FALSE,"15",2,107,1,0.626010857544792,1514,5.73462962962963,9
"b2.t14.p2.w108",14,1000,0,2,FALSE,"8",2,108,3,0.703422449632191,1415,4.99320601851852,8
"b2.t14.p2.w110",14,1000,0,2,FALSE,"6",2,110,2,0.706551118726225,1951,5.73462962962963,9
"b2.t14.p2.w113",14,1000,0,2,FALSE,"1",2,113,2,0.636513948951241,2117,5.73462962962963,9
"b2.t14.p2.w114",14,1000,0,2,FALSE,"9",2,114,1,0.625169265761088,2168,5.73462962962963,9
"b2.t14.p2.w117",14,1000,0,2,FALSE,"10",2,117,1,0.684662426489457,1602,5.73462962962963,9
"b2.t14.p2.w119",14,1000,0,2,FALSE,"7",2,119,2,0.649549301847916,1216,5.73462962962963,9
"b2.t14.p2.w61",14,1000,0,2,FALSE,"13",2,61,3,0.590493488647261,2293,5.73462962962963,9
"b2.t14.p2.w63",14,1000,0,2,FALSE,"9",2,63,2,0.67201580682621,1591,5.73462962962963,9
"b2.t14.p2.w64",14,1000,0,2,FALSE,"12",2,64,3,0.619265694798735,1195,5.73462962962963,9
"b2.t14.p2.w65",14,1000,0,2,FALSE,"6",2,65,3,0.62754962981537,1411,5.73462962962963,9
"b2.t14.p2.w68",14,1000,0,2,FALSE,"3",2,68,2,0.597888383857714,1972,5.73462962962963,9
"b2.t14.p2.w72",14,1000,0,2,FALSE,"5",2,72,2,0.60739158526228,1812,5.73462962962963,9
"b2.t14.p2.w76",14,1000,0,2,FALSE,"8",2,76,2,0.637096913298601,1802,5.73462962962963,9
"b2.t14.p2.w80",14,1000,0,2,FALSE,"13",2,80,2,0.624806542482391,1338,5.73462962962963,9
"b2.t14.p2.w83",14,1000,0,2,FALSE,"7",2,83,1,0.608571933860081,974,5.73462962962963,9
"b2.t14.p2.w84",14,1000,0,2,FALSE,"5",2,84,1,0.750808153278388,1670,4.99320601851852,8
"b2.t14.p2.w86",14,1000,0,2,FALSE,"15",2,86,2,0.070909862631483,1291,1.03976851851852,3
"b2.t14.p2.w90",14,1000,0,2,FALSE,"14",2,90,3,0.565024969192991,1301,5.73462962962963,9
"b2.t14.p2.w91",14,1000,0,2,FALSE,"15",2,91,3,0.649106641651263,1443,5.73462962962963,9
"b2.t14.p2.w93",14,1000,0,2,FALSE,"14",2,93,2,0.64262800555258,1549,5.73462962962963,9
"b2.t14.p2.w94",14,1000,0,2,FALSE,"10",2,94,3,0.572346752169938,1651,5.73462962962963,9
"b2.t14.p2.w98",14,1000,0,2,FALSE,"12",2,98,2,0.589116782759754,1452,5.73462962962963,9
"b2.t14.p2.w99",14,1000,0,2,FALSE,"none",2,99,2,0.618376398867079,1661,5.73462962962963,9
"b2.t20.p1.w11",20,1000,0,2,FALSE,"2",1,11,2,1.38801315729076,3062,2.97834490740741,6
"b2.t20.p1.w12",20,1000,0,2,FALSE,"1",1,12,3,1.31733474711804,2646,2.97834490740741,6
"b2.t20.p1.w13",20,1000,0,2,FALSE,"3",1,13,3,1.29574330146696,2843,2.97834490740741,6
"b2.t20.p1.w15",20,1000,0,2,FALSE,"5",1,15,3,1.39943376265385,2966,2.97834490740741,6
"b2.t20.p1.w16",20,1000,0,2,FALSE,"15",1,16,2,1.40147579787933,2601,2.97834490740741,6
"b2.t20.p1.w17",20,1000,0,2,FALSE,"5",1,17,2,1.39017292553959,2600,2.97834490740741,6
"b2.t20.p1.w18",20,1000,0,2,FALSE,"all",1,18,2,1.43302514857451,3325,2.97834490740741,6
"b2.t20.p1.w2",20,1000,0,2,FALSE,"none",1,2,1,1.15067910164507,2548,3.93702546296296,7
"b2.t20.p1.w20",20,1000,0,2,FALSE,"14",1,20,2,1.4464639558137,3270,2.97834490740741,6
"b2.t20.p1.w24",20,1000,0,2,FALSE,"11",1,24,1,1.29662231740851,2390,2.97834490740741,6
"b2.t20.p1.w25",20,1000,0,2,FALSE,"12",1,25,2,1.4841938405038,2936,2.97834490740741,6
"b2.t20.p1.w26",20,1000,0,2,FALSE,"7",1,26,1,1.45133959083855,2941,2.97834490740741,6
"b2.t20.p1.w27",20,1000,0,2,FALSE,"9",1,27,1,1.34028793167,2630,2.97834490740741,6
"b2.t20.p1.w32",20,1000,0,2,FALSE,"2",1,32,3,1.31168038722021,2682,2.97834490740741,6
"b2.t20.p1.w34",20,1000,0,2,FALSE,"15",1,34,3,1.48783891124339,2388,2.97834490740741,6
"b2.t20.p1.w35",20,1000,0,2,FALSE,"12",1,35,1,1.41792087267421,2886,2.97834490740741,6
"b2.t20.p1.w38",20,1000,0,2,FALSE,"10",1,38,1,1.33046011840193,2474,2.97834490740741,6
"b2.t20.p1.w39",20,1000,0,2,FALSE,"7",1,39,2,1.3556164068884,2371,2.97834490740741,6
"b2.t20.p1.w4",20,1000,0,2,FALSE,"all",1,4,1,1.46251729326196,3350,2.97834490740741,6
"b2.t20.p1.w40",20,1000,0,2,FALSE,"12",1,40,3,1.40685069812381,4194,2.97834490740741,6
"b2.t20.p1.w49",20,1000,0,2,FALSE,"13",1,49,2,1.30383102063295,2958,2.97834490740741,6
"b2.t20.p1.w5",20,1000,0,2,FALSE,"6",1,5,2,1.39086892265798,2967,2.97834490740741,6
"b2.t20.p1.w51",20,1000,0,2,FALSE,"8",1,51,1,1.51636962690686,2892,2.97834490740741,6
"b2.t20.p1.w56",20,1000,0,2,FALSE,"8",1,56,2,1.44124780285889,2747,2.97834490740741,6
"b2.t20.p1.w58",20,1000,0,2,FALSE,"10",1,58,3,1.46721010299754,2803,2.97834490740741,6
"b2.t20.p1.w6",20,1000,0,2,FALSE,"10",1,6,2,1.3343308702552,2617,2.97834490740741,6
"b2.t20.p1.w8",20,1000,0,2,FALSE,"7",1,8,3,1.3660006847884,3386,2.97834490740741,6
"b2.t20.p2.w100",20,1000,0,2,FALSE,"6",2,100,3,1.47117068457668,3036,2.98056712962963,6
"b2.t20.p2.w102",20,1000,0,2,FALSE,"13",2,102,1,1.46197198492648,2931,2.98056712962963,6
"b2.t20.p2.w103",20,1000,0,2,FALSE,"1",2,103,1,1.36844969061424,2994,2.98056712962963,6
"b2.t20.p2.w104",20,1000,0,2,FALSE,"4",2,104,1,1.3861251523659,2525,2.98056712962963,6
"b2.t20.p2.w106",20,1000,0,2,FALSE,"8",2,106,3,1.45761624182603,2793,2.98056712962963,6
"b2.t20.p2.w108",20,1000,0,2,FALSE,"none",2,108,2,1.21627603266858,2724,3.9391087962963,7
"b2.t20.p2.w110",20,1000,0,2,FALSE,"4",2,110,2,1.40610462146825,2982,2.98056712962963,6
"b2.t20.p2.w114",20,1000,0,2,FALSE,"14",2,114,3,1.40431667236238,3071,2.98056712962963,6
"b2.t20.p2.w115",20,1000,0,2,FALSE,"3",2,115,2,1.41331213728111,2926,2.98056712962963,6
"b2.t20.p2.w117",20,1000,0,2,FALSE,"9",2,117,3,1.3223637845402,2787,2.98056712962963,6
"b2.t20.p2.w119",20,1000,0,2,FALSE,"11",2,119,2,1.5015490351759,2699,2.98056712962963,6
"b2.t20.p2.w62",20,1000,0,2,FALSE,"14",2,62,1,1.40896233147033,2430,2.98056712962963,6
"b2.t20.p2.w66",20,1000,0,2,FALSE,"5",2,66,1,1.40657114379473,2564,2.98056712962963,6
"b2.t20.p2.w67",20,1000,0,2,FALSE,"all",2,67,3,1.46831466947646,3682,2.98056712962963,6
"b2.t20.p2.w69",20,1000,0,2,FALSE,"15",2,69,1,1.48582428049926,2641,2.98056712962963,6
"b2.t20.p2.w71",20,1000,0,2,FALSE,"13",2,71,3,1.45424323747371,3002,2.98056712962963,6
"b2.t20.p2.w74",20,1000,0,2,FALSE,"6",2,74,1,1.43284739728761,3054,2.98056712962963,6
"b2.t20.p2.w75",20,1000,0,2,FALSE,"none",2,75,3,1.32715028284626,2062,2.98056712962963,6
"b2.t20.p2.w79",20,1000,0,2,FALSE,"3",2,79,1,1.37467121252901,2777,2.98056712962963,6
"b2.t20.p2.w80",20,1000,0,2,FALSE,"4",2,80,3,1.42559669924985,2661,2.98056712962963,6
"b2.t20.p2.w82",20,1000,0,2,FALSE,"1",2,82,2,1.42295935628865,2869,2.98056712962963,6
"b2.t20.p2.w87",20,1000,0,2,FALSE,"9",2,87,2,1.30522185878697,2543,2.98056712962963,6
"b2.t20.p2.w91",20,1000,0,2,FALSE,"2",2,91,1,1.43154891697287,2746,2.98056712962963,6
"b2.t20.p2.w93",20,1000,0,2,FALSE,"11",2,93,3,1.41856554851011,3381,2.98056712962963,6
"b2.t25.p1.w10",25,1000,0,2,FALSE,"13",1,10,2,1.8222500698467,2493,2.0084375,5
"b2.t25.p1.w13",25,1000,0,2,FALSE,"10",1,13,3,1.79113344703142,2659,2.0084375,5
"b2.t25.p1.w14",25,1000,0,2,FALSE,"8",1,14,1,1.78265904521419,3394,2.0084375,5
"b2.t25.p1.w15",25,1000,0,2,FALSE,"7",1,15,3,1.85073703729388,3707,2.0084375,5
"b2.t25.p1.w19",25,1000,0,2,FALSE,"none",1,19,1,1.791031327433,2481,2.0084375,5
"b2.t25.p1.w2",25,1000,0,2,FALSE,"12",1,2,1,1.73474520815022,2414,2.0084375,5
"b2.t25.p1.w21",25,1000,0,2,FALSE,"14",1,21,3,1.72264737186976,3141,2.0084375,5
"b2.t25.p1.w25",25,1000,0,2,FALSE,"3",1,25,3,1.8921766813335,2969,2.0084375,5
"b2.t25.p1.w29",25,1000,0,2,FALSE,"7",1,29,1,1.88745971934405,2530,2.0084375,5
"b2.t25.p1.w30",25,1000,0,2,FALSE,"1",1,30,2,1.93351028995934,2986,2.0084375,5
"b2.t25.p1.w31",25,1000,0,2,FALSE,"7",1,31,2,1.60348389091778,2998,2.0084375,5
"b2.t25.p1.w32",25,1000,0,2,FALSE,"4",1,32,1,1.75702050578824,2879,2.0084375,5
"b2.t25.p1.w33",25,1000,0,2,FALSE,"5",1,33,1,1.87757370935626,2685,2.0084375,5
"b2.t25.p1.w34",25,1000,0,2,FALSE,"6",1,34,3,1.79546147147983,2768,2.0084375,5
"b2.t25.p1.w35",25,1000,0,2,FALSE,"1",1,35,3,1.88358918419906,2969,2.0084375,5
"b2.t25.p1.w37",25,1000,0,2,FALSE,"3",1,37,2,1.84627379856949,2692,2.0084375,5
"b2.t25.p1.w39",25,1000,0,2,FALSE,"6",1,39,2,1.95696008138727,2625,2.0084375,5
"b2.t25.p1.w4",25,1000,0,2,FALSE,"12",1,4,2,1.80812525806214,2976,2.0084375,5
"b2.t25.p1.w40",25,1000,0,2,FALSE,"12",1,40,3,1.7546809868305,2796,2.0084375,5
"b2.t25.p1.w42",25,1000,0,2,FALSE,"13",1,42,1,1.91993308042387,2992,2.0084375,5
"b2.t25.p1.w43",25,1000,0,2,FALSE,"15",1,43,3,1.77905243605912,2647,2.0084375,5
"b2.t25.p1.w44",25,1000,0,2,FALSE,"all",1,44,3,1.70528912613604,3763,2.0084375,5
"b2.t25.p1.w47",25,1000,0,2,FALSE,"2",1,47,3,1.94554190375446,2719,2.0084375,5
"b2.t25.p1.w48",25,1000,0,2,FALSE,"5",1,48,3,1.70196514412638,2519,2.0084375,5
"b2.t25.p1.w50",25,1000,0,2,FALSE,"3",1,50,1,1.83161965946176,2549,2.0084375,5
"b2.t25.p1.w52",25,1000,0,2,FALSE,"11",1,52,1,1.62347072168504,3276,2.0084375,5
"b2.t25.p1.w53",25,1000,0,2,FALSE,"15",1,53,1,1.57384783171376,2711,2.0084375,5
"b2.t25.p1.w57",25,1000,0,2,FALSE,"9",1,57,3,1.7656643886853,2317,2.0084375,5
"b2.t25.p1.w58",25,1000,0,2,FALSE,"10",1,58,2,1.72391297746013,2780,2.0084375,5
"b2.t25.p1.w60",25,1000,0,2,FALSE,"all",1,60,1,1.9088553019809,3381,2.0084375,5
"b2.t25.p1.w9",25,1000,0,2,FALSE,"none",1,9,2,1.85895056352042,2480,2.0084375,5
"b2.t25.p2.w100",25,1000,0,2,FALSE,"2",2,100,1,1.9614882602088,2502,2.01109953703704,5
"b2.t25.p2.w101",25,1000,0,2,FALSE,"14",2,101,2,1.58608275173761,2884,2.01109953703704,5
"b2.t25.p2.w106",25,1000,0,2,FALSE,"8",2,106,2,1.91822273792287,2436,2.01109953703704,5
"b2.t25.p2.w110",25,1000,0,2,FALSE,"9",2,110,1,1.90229291529921,2756,2.01109953703704,5
"b2.t25.p2.w112",25,1000,0,2,FALSE,"5",2,112,2,1.77764374258305,2969,2.01109953703704,5
"b2.t25.p2.w113",25,1000,0,2,FALSE,"11",2,113,2,1.8290348089116,3377,2.01109953703704,5
"b2.t25.p2.w114",25,1000,0,2,FALSE,"15",2,114,2,1.84758274046966,2839,2.01109953703704,5
"b2.t25.p2.w118",25,1000,0,2,FALSE,"4",2,118,3,2.04455747800307,2583,2.01109953703704,5
"b2.t25.p2.w119",25,1000,0,2,FALSE,"9",2,119,2,1.97074388121355,2378,2.01109953703704,5
"b2.t25.p2.w63",25,1000,0,2,FALSE,"8",2,63,3,1.92400291181898,3384,2.01109953703704,5
"b2.t25.p2.w64",25,1000,0,2,FALSE,"13",2,64,3,1.98657838848314,3175,2.01109953703704,5
"b2.t25.p2.w69",25,1000,0,2,FALSE,"none",2,69,3,1.80058622231834,2296,2.01109953703704,5
"b2.t25.p2.w70",25,1000,0,2,FALSE,"14",2,70,1,1.84333111573493,2234,2.01109953703704,5
"b2.t25.p2.w75",25,1000,0,2,FALSE,"4",2,75,2,1.91324074092994,2503,2.01109953703704,5
"b2.t25.p2.w81",25,1000,0,2,FALSE,"10",2,81,1,1.77149430044836,3094,2.01109953703704,5
"b2.t25.p2.w85",25,1000,0,2,FALSE,"11",2,85,3,1.8709039705945,3218,2.01109953703704,5
"b2.t25.p2.w89",25,1000,0,2,FALSE,"6",2,89,1,1.96077842270349,2437,2.01109953703704,5
"b2.t25.p2.w90",25,1000,0,2,FALSE,"1",2,90,1,1.90783918591711,2349,2.01109953703704,5
"b2.t25.p2.w95",25,1000,0,2,FALSE,"2",2,95,2,2.01664698933856,2427,2.01109953703704,5
"b2.t25.p2.w98",25,1000,0,2,FALSE,"all",2,98,2,2.01110748514703,3504,2.01109953703704,5
"b2.t30.p1.w1",30,1000,5.33,2,FALSE,"6",1,1,2,0.181735625176594,85,1.61767361111111,4
"b2.t30.p1.w10",30,1000,10.67,2,FALSE,"15",1,10,1,-0.0228255799977775,34,1.61767361111111,3
"b2.t30.p1.w12",30,1,0,2,FALSE,"4",1,12,1,-0.134837994571197,28,7.95484953703704,10
"b2.t30.p1.w13",30,1000,6.67,2,FALSE,"10",1,13,3,0.158765720150748,77,1.61767361111111,4
"b2.t30.p1.w14",30,1000,2.67,2,FALSE,"5",1,14,1,0.770220564996204,1355,2.74271990740741,6
"b2.t30.p1.w17",30,1000,9.33,2,FALSE,"all",1,17,3,0.10645932527627,43,1.61767361111111,3
"b2.t30.p1.w18",30,5,0,2,FALSE,"9",1,18,2,-0.0976713523567246,74,0.964351851851852,3
"b2.t30.p1.w19",30,0,0,2,FALSE,"13",1,19,2,-0.136401080628534,31,1.61767361111111,3
"b2.t30.p1.w2",30,5,0,2,FALSE,"15",1,2,1,0.166823395884819,116,0.964351851851852,3
"b2.t30.p1.w25",30,1000,8,2,FALSE,"1",1,25,3,0.206047422618758,52,1.61767361111111,3
"b2.t30.p1.w26",30,1000,5.33,2,FALSE,"6",1,26,3,0.330700307627926,104,1.61767361111111,4
"b2.t30.p1.w27",30,100,0,2,FALSE,"12",1,27,3,1.6674072941149,953,1.61767361111111,3
"b2.t30.p1.w3",30,5,0,2,FALSE,"11",1,3,3,-0.0977464564645207,46,0.964351851851852,3
"b2.t30.p1.w31",30,1000,0,2,FALSE,"none",1,31,2,1.66706567974989,3285,1.82262731481481,5
"b2.t30.p1.w33",30,1000,6.67,2,FALSE,"15",1,33,2,0.102980101646665,62,1.61767361111111,3
"b2.t30.p1.w34",30,400,0,2,FALSE,"9",1,34,2,1.56807007215787,3229,2.74271990740741,6
"b2.t30.p1.w39",30,10,0,2,FALSE,"8",1,39,1,0.615484325012116,102,0.964351851851852,3
"b2.t30.p1.w42",30,1000,5.33,2,FALSE,"3",1,42,3,0.676809280188085,107,0.964351851851852,3
"b2.t30.p1.w43",30,0,0,2,FALSE,"all",1,43,3,-0.17923218570419,29,7.95484953703704,10
"b2.t30.p1.w44",30,1000,8,2,FALSE,"2",1,44,1,0.269130570374511,54,1.61767361111111,3
"b2.t30.p1.w45",30,25,0,2,FALSE,"5",1,45,1,0.721521653688039,147,0.964351851851852,3
"b2.t30.p1.w46",30,400,0,2,FALSE,"13",1,46,2,1.59895875157247,3386,1.82262731481481,5
"b2.t30.p1.w48",30,5,0,2,FALSE,"7",1,48,3,-0.114273906525992,49,0.964351851851852,3
"b2.t30.p1.w49",30,1000,1.33,2,FALSE,"5",1,49,2,1.44217017291808,6967,2.74271990740741,6
"b2.t30.p1.w53",30,1000,4,2,FALSE,"1",1,53,3,0.400519013449392,232,2.74271990740741,6
"b2.t30.p1.w54",30,0,0,2,FALSE,"none",1,54,2,-0.0229875098752916,54,7.95484953703704,10
"b2.t30.p1.w55",30,10,0,2,FALSE,"4",1,55,2,-0.143612156004,57,0.964351851851852,3
"b2.t30.p1.w56",30,1000,5.33,2,FALSE,"1",1,56,3,0.349165424488046,104,0.964351851851852,3
"b2.t30.p1.w58",30,1000,6.67,2,FALSE,"3",1,58,3,0.252787003843408,71,1.61767361111111,3
"b2.t30.p1.w6",30,700,0,2,FALSE,"4",1,6,1,1.69860942300423,3972,1.82262731481481,5
"b2.t30.p1.w7",30,25,0,2,FALSE,"2",1,7,3,1.18460095120917,138,0.964351851851852,3
"b2.t30.p1.w8",30,1000,1.33,2,FALSE,"15",1,8,1,1.51206839536543,6591,1.82262731481481,5
"b2.t30.p10.w543",30,1000,5.33,2,FALSE,"5",10,543,2,0.22054215359825,64,1.64016203703704,3
"b2.t30.p10.w544",30,25,0,2,FALSE,"11",10,544,2,0.289754245763976,111,0.984039351851852,3
"b2.t30.p10.w545",30,1000,1.33,2,FALSE,"6",10,545,3,1.33603095202884,3052,1.84355324074074,5
"b2.t30.p10.w546",30,1000,8,2,FALSE,"none",10,546,3,0.086301579976131,37,1.64016203703704,3
"b2.t30.p10.w548",30,50,0,2,FALSE,"5",10,548,3,1.28072473195912,501,1.64016203703704,4
"b2.t30.p10.w549",30,10,0,2,FALSE,"7",10,549,1,-0.100682401602479,65,0.984039351851852,3
"b2.t30.p10.w550",30,700,0,2,FALSE,"9",10,550,3,1.82320518910188,3400,1.84355324074074,5
"b2.t30.p10.w551",30,1,0,2,FALSE,"13",10,551,3,-0.166899463349569,27,7.93444444444444,10
"b2.t30.p10.w553",30,1000,4,2,FALSE,"2",10,553,1,0.418990439861778,273,1.84355324074074,5
"b2.t30.p10.w554",30,400,0,2,FALSE,"1",10,554,3,1.94201304993787,3111,1.84355324074074,5
"b2.t30.p10.w555",30,0,0,2,FALSE,"9",10,555,2,-0.200908780034945,34,7.93444444444444,10
"b2.t30.p10.w556",30,1000,9.33,2,FALSE,"5",10,556,2,0.124121582852467,25,1.64016203703704,3
"b2.t30.p10.w557",30,1000,8,2,FALSE,"9",10,557,3,0.0985265505321548,41,1.64016203703704,3
"b2.t30.p10.w559",30,100,0,2,FALSE,"2",10,559,3,1.86351337155727,983,1.64016203703704,4
"b2.t30.p10.w560",30,1000,12,2,FALSE,"8",10,560,3,-0.140017120335082,26,7.93444444444444,10
"b2.t30.p10.w562",30,25,0,2,FALSE,"13",10,562,3,0.716415844969739,109,0.984039351851852,3
"b2.t30.p10.w563",30,1000,5.33,2,FALSE,"none",10,563,1,0.255998520207674,79,1.64016203703704,3
"b2.t30.p10.w565",30,1000,12,2,FALSE,"6",10,565,2,-0.111946268940904,20,4.90553240740741,7
"b2.t30.p10.w566",30,1000,6.67,2,FALSE,"7",10,566,1,0.174480956891542,71,1.64016203703704,3
"b2.t30.p10.w567",30,1000,5.33,2,FALSE,"3",10,567,2,0.338297582302724,89,1.64016203703704,3
"b2.t30.p10.w570",30,1000,1.33,2,FALSE,"7",10,570,2,1.31827407536184,3057,1.84355324074074,5
"b2.t30.p10.w572",30,1000,5.33,2,FALSE,"6",10,572,1,0.170271132605489,74,1.64016203703704,3
"b2.t30.p10.w577",30,1000,5.33,2,FALSE,"12",10,577,1,0.302031713876725,76,1.64016203703704,3
"b2.t30.p10.w578",30,1000,0,2,FALSE,"15",10,578,1,1.84114959484831,3127,1.84355324074074,5
"b2.t30.p10.w579",30,700,0,2,FALSE,"1",10,579,3,1.86514426454163,3285,1.84355324074074,5
"b2.t30.p10.w580",30,1000,10.67,2,FALSE,"9",10,580,2,0.0947983002083557,30,1.64016203703704,3
"b2.t30.p10.w582",30,0,0,2,FALSE,"11",10,582,2,-0.235058975539961,32,7.93444444444444,10
"b2.t30.p10.w583",30,400,0,2,FALSE,"2",10,583,1,1.98065567045793,2922,1.84355324074074,5
"b2.t30.p10.w587",30,1000,10.67,2,FALSE,"5",10,587,1,-0.0398724871223048,25,1.64016203703704,3
"b2.t30.p10.w591",30,1000,1.33,2,FALSE,"13",10,591,2,1.34350011581919,3494,1.84355324074074,4
"b2.t30.p10.w592",30,1000,0,2,FALSE,"all",10,592,2,2.10133054457673,3235,1.84355324074074,5
"b2.t30.p10.w596",30,50,0,2,FALSE,"11",10,596,2,1.08014949362922,303,1.64016203703704,4
"b2.t30.p10.w597",30,5,0,2,FALSE,"9",10,597,1,-0.120738933402123,60,1.64016203703704,3
"b2.t30.p10.w598",30,1000,9.33,2,FALSE,"7",10,598,3,0.0426857665043854,37,1.64016203703704,3
"b2.t30.p11.w601",30,700,0,2,FALSE,"all",11,601,3,1.93158726026986,3499,1.84577546296296,4
"b2.t30.p11.w602",30,50,0,2,FALSE,"7",11,602,2,1.38763612966355,458,1.64262731481481,4
"b2.t30.p11.w604",30,1000,8,2,FALSE,"8",11,604,1,0.0574885505024645,31,1.64262731481481,3
"b2.t30.p11.w605",30,25,0,2,FALSE,"all",11,605,3,0.475971102864146,102,0.986122685185185,3
"b2.t30.p11.w610",30,1000,5.33,2,FALSE,"13",11,610,3,0.117468614158315,67,1.64262731481481,3
"b2.t30.p11.w612",30,1000,9.33,2,FALSE,"13",11,612,3,0.125629775906775,35,1.64262731481481,3
"b2.t30.p11.w613",30,50,0,2,FALSE,"3",11,613,3,1.31438370766862,460,1.64262731481481,4
"b2.t30.p11.w615",30,1000,1.33,2,FALSE,"15",11,615,2,1.32163282632176,3991,2.76368055555556,6
"b2.t30.p11.w620",30,1000,5.33,2,FALSE,"5",11,620,3,0.177658880178932,64,1.84577546296296,4
"b2.t30.p11.w621",30,1000,12,2,FALSE,"10",11,621,2,-0.231347454709818,26,7.93221064814815,10
"b2.t30.p11.w623",30,1000,12,2,FALSE,"2",11,623,2,-0.00334566159734764,26,1.64262731481481,3
"b2.t30.p11.w624",30,1000,6.67,2,FALSE,"8",11,624,1,0.0914784372024097,42,2.76368055555556,5
"b2.t30.p11.w625",30,1000,1.33,2,FALSE,"3",11,625,1,1.40749332875928,3409,1.84577546296296,5
"b2.t30.p11.w626",30,1000,0,2,FALSE,"7",11,626,1,2.08275291438029,2863,1.84577546296296,5
"b2.t30.p11.w627",30,50,0,2,FALSE,"9",11,627,3,1.26985896508391,553,1.64262731481481,4
"b2.t30.p11.w629",30,1000,0,2,FALSE,"9",11,629,1,1.82349823232582,3364,1.84577546296296,5
"b2.t30.p11.w631",30,1000,9.33,2,FALSE,"15",11,631,1,-0.0814323352998134,25,1.64262731481481,3
"b2.t30.p11.w632",30,25,0,2,FALSE,"8",11,632,3,0.828799560454386,207,0.986122685185185,3
"b2.t30.p11.w634",30,1000,6.67,2,FALSE,"9",11,634,1,0.193787145771002,52,1.64262731481481,3
"b2.t30.p11.w639",30,1000,4,2,FALSE,"none",11,639,1,0.306645344771981,173,1.64262731481481,3
"b2.t30.p11.w640",30,1000,4,2,FALSE,"9",11,640,3,0.309508378777169,178,1.84577546296296,5
"b2.t30.p11.w642",30,5,0,2,FALSE,"6",11,642,2,0.120684669330472,67,0.986122685185185,3
"b2.t30.p11.w643",30,1000,12,2,FALSE,"11",11,643,3,0.0252726722295528,25,1.64262731481481,3
