"unique.id","temp","nit","salt","block","carbon.added","mic","plate","well","rep","mu","peak.RFU","time","n.points"
"b1.t14.p1.w53",14,1000,0,1,TRUE,"13",1,53,3,0.627910196839198,1444,5.93387731481481,10
"b1.t14.p1.w55",14,1000,0,1,TRUE,"10",1,55,2,0.598237015755542,1249,5.93387731481481,10
"b1.t14.p1.w58",14,1000,0,1,TRUE,"4",1,58,2,0.215266661954641,1428,1.06311342592593,3
"b1.t14.p2.w101",14,1000,0,1,TRUE,"15",2,101,2,0.414978426232348,1160,1.06538194444444,3
"b1.t14.p2.w102",14,1000,0,1,TRUE,"2",2,102,1,0.710705188772177,1376,5.93599537037037,10
"b1.t14.p2.w103",14,1000,0,1,TRUE,"5",2,103,3,0.635383388730387,1062,5.93599537037037,10
"b1.t14.p2.w105",14,1000,0,1,TRUE,"14",2,105,2,0.598849725486803,1165,5.93599537037037,10
"b1.t14.p2.w106",14,1000,0,1,TRUE,"15",2,106,1,0.686308167704611,1062,4.94009259259259,9
"b1.t14.p2.w110",14,1000,0,1,TRUE,"13",2,110,2,0.693541047413085,1347,4.94009259259259,9
"b1.t14.p2.w112",14,1000,0,1,TRUE,"all",2,112,1,0.60512565283484,1540,5.93599537037037,10
"b1.t14.p2.w113",14,1000,0,1,TRUE,"1",2,113,3,0.641461399663743,1300,5.93599537037037,10
"b1.t14.p2.w115",14,1000,0,1,TRUE,"1",2,115,2,0.641422268143107,1017,5.93599537037037,10
"b1.t14.p2.w116",14,1000,0,1,TRUE,"6",2,116,2,0.659270429671876,1074,5.93599537037037,10
"b1.t14.p2.w119",14,1000,0,1,TRUE,"5",2,119,1,0.608077253102513,1261,5.93599537037037,10
"b1.t14.p2.w120",14,1000,0,1,TRUE,"9",2,120,2,0.64163644015312,1558,5.93599537037037,10
"b1.t14.p2.w64",14,1000,0,1,TRUE,"8",2,64,3,0.797937414334251,1273,4.94009259259259,9
"b1.t14.p2.w65",14,1000,0,1,TRUE,"12",2,65,1,0.714862257207768,1442,4.94009259259259,9
"b1.t14.p2.w67",14,1000,0,1,TRUE,"11",2,67,2,0.462387456448703,392,4.94009259259259,9
"b1.t14.p2.w69",14,1000,0,1,TRUE,"15",2,69,3,0.702143604184876,1607,4.94009259259259,9
"b1.t14.p2.w71",14,1000,0,1,TRUE,"none",2,71,2,0.34658320940488,1370,1.06538194444444,3
"b1.t14.p2.w74",14,1000,0,1,TRUE,"2",2,74,2,0.672530993000839,1191,4.94009259259259,9
"b1.t14.p2.w76",14,1000,0,1,TRUE,"10",2,76,3,0.748179328817424,1484,4.94009259259259,9
"b1.t14.p2.w78",14,1000,0,1,TRUE,"none",2,78,1,0.625734145559543,1395,5.93599537037037,10
"b1.t14.p2.w85",14,1000,0,1,TRUE,"9",2,85,1,0.589941934638135,1062,5.93599537037037,10
"b1.t14.p2.w86",14,1000,0,1,TRUE,"3",2,86,1,0.663332403359938,1793,5.93599537037037,10
"b1.t14.p2.w90",14,1000,0,1,TRUE,"1",2,90,1,0.636792543318106,1511,5.93599537037037,10
"b1.t14.p2.w91",14,1000,0,1,TRUE,"none",2,91,3,0.612359577110971,1802,5.93599537037037,10
"b1.t14.p2.w92",14,1000,0,1,TRUE,"13",2,92,1,0.583467796844362,974,5.93599537037037,10
"b1.t14.p2.w93",14,1000,0,1,TRUE,"7",2,93,3,0.634793958092515,1028,5.93599537037037,10
"b1.t14.p2.w95",14,1000,0,1,TRUE,"11",2,95,1,0.421889540667605,345,4.08658564814815,8
"b1.t14.p2.w99",14,1000,0,1,TRUE,"9",2,99,3,0.605279602459209,1197,5.93599537037037,10
"b1.t20.p1.w1",20,1000,0,1,TRUE,"2",1,1,1,1.13537445161807,1639,2.93166666666667,7
"b1.t20.p1.w12",20,1000,0,1,TRUE,"15",1,12,2,0.996258324469946,1866,2.93166666666667,7
"b1.t20.p1.w13",20,1000,0,1,TRUE,"4",1,13,2,1.07689202516278,1737,2.93166666666667,7
"b1.t20.p1.w17",20,1000,0,1,TRUE,"6",1,17,2,1.15786810586964,1495,2.93166666666667,7
"b1.t20.p1.w18",20,1000,0,1,TRUE,"11",1,18,1,0.481411991829093,124,0.997453703703704,3
"b1.t20.p1.w19",20,1000,0,1,TRUE,"15",1,19,3,1.08936510604398,1948,2.93166666666667,7
"b1.t20.p1.w20",20,1000,0,1,TRUE,"9",1,20,2,1.00460644600433,1700,1.79569444444444,5
"b1.t20.p1.w3",20,1000,0,1,TRUE,"none",1,3,1,1.15117149543861,2420,2.93166666666667,7
"b1.t20.p1.w30",20,1000,0,1,TRUE,"1",1,30,2,0.892727766982363,1454,1.79569444444444,5
"b1.t20.p1.w31",20,1000,0,1,TRUE,"none",1,31,3,1.09879621171741,2266,2.93166666666667,7
"b1.t20.p1.w33",20,1000,0,1,TRUE,"10",1,33,1,1.15974828629796,1438,2.93166666666667,7
"b1.t20.p1.w36",20,1000,0,1,TRUE,"6",1,36,1,1.04061782653424,1290,2.93166666666667,7
"b1.t20.p1.w37",20,1000,0,1,TRUE,"11",1,37,3,0.598941201528133,115,2.12670138888889,6
"b1.t20.p1.w38",20,1000,0,1,TRUE,"2",1,38,3,1.10891934929789,1423,2.93166666666667,7
"b1.t20.p1.w39",20,1000,0,1,TRUE,"14",1,39,3,1.09268009837383,1726,1.79569444444444,5
"b1.t20.p1.w45",20,1000,0,1,TRUE,"8",1,45,1,1.12375195843145,1352,2.93166666666667,7
"b1.t20.p1.w47",20,1000,0,1,TRUE,"none",1,47,2,1.06008979432841,1496,1.79569444444444,5
"b1.t20.p1.w48",20,1000,0,1,TRUE,"4",1,48,3,1.14989410075254,1528,2.93166666666667,7
"b1.t20.p1.w49",20,1000,0,1,TRUE,"all",1,49,3,1.02201712323298,591,2.12670138888889,6
"b1.t20.p1.w50",20,1000,0,1,TRUE,"1",1,50,1,1.19751589277054,1761,2.93166666666667,7
"b1.t20.p1.w51",20,1000,0,1,TRUE,"7",1,51,1,1.15830836662803,1598,2.93166666666667,7
"b1.t20.p1.w54",20,1000,0,1,TRUE,"12",1,54,3,1.01739971954423,1964,4.03009259259259,8
"b1.t20.p1.w55",20,1000,0,1,TRUE,"1",1,55,3,1.15091632654374,1799,2.93166666666667,7
"b1.t20.p1.w57",20,1000,0,1,TRUE,"9",1,57,1,0.944422252818124,1528,1.79569444444444,5
"b1.t20.p1.w58",20,1000,0,1,TRUE,"5",1,58,2,1.05087617322983,1703,2.93166666666667,7
"b1.t20.p1.w8",20,1000,0,1,TRUE,"14",1,8,2,1.09945280459857,1863,2.93166666666667,7
"b1.t20.p1.w9",20,1000,0,1,TRUE,"6",1,9,3,1.05454026601832,1664,1.79569444444444,5
"b1.t20.p2.w102",20,1000,0,1,TRUE,"15",2,102,1,1.19727531301924,2239,2.93383101851852,7
"b1.t20.p2.w106",20,1000,0,1,TRUE,"13",2,106,1,1.17825145175914,1596,2.93383101851852,7
"b1.t20.p2.w113",20,1000,0,1,TRUE,"7",2,113,3,1.20929100140026,1841,2.93383101851852,7
"b1.t20.p2.w115",20,1000,0,1,TRUE,"14",2,115,1,0.624587633149334,1688,0.999965277777778,3
"b1.t20.p2.w116",20,1000,0,1,TRUE,"4",2,116,1,1.15246560890041,1458,2.93383101851852,7
"b1.t20.p2.w117",20,1000,0,1,TRUE,"12",2,117,1,1.11991139430486,1775,2.93383101851852,7
"b1.t20.p2.w120",20,1000,0,1,TRUE,"8",2,120,2,1.1926149829747,2177,2.93383101851852,7
"b1.t20.p2.w63",20,1000,0,1,TRUE,"all",2,63,2,0.901050274260073,632,2.1287962962963,6
"b1.t20.p2.w64",20,1000,0,1,TRUE,"2",2,64,2,1.22973009213951,1720,2.93383101851852,7
"b1.t20.p2.w65",20,1000,0,1,TRUE,"13",2,65,3,1.17109358995637,1421,2.93383101851852,7
"b1.t20.p2.w69",20,1000,0,1,TRUE,"7",2,69,2,1.07984733189315,1399,2.93383101851852,7
"b1.t20.p2.w70",20,1000,0,1,TRUE,"3",2,70,1,1.10727283865699,1803,2.93383101851852,7
"b1.t20.p2.w71",20,1000,0,1,TRUE,"3",2,71,2,1.02773677445494,2090,4.03222222222222,9
"b1.t20.p2.w76",20,1000,0,1,TRUE,"all",2,76,1,0.913307603737598,586,2.93383101851852,7
"b1.t20.p2.w77",20,1000,0,1,TRUE,"12",2,77,2,1.22253184217585,1891,2.93383101851852,7
"b1.t20.p2.w78",20,1000,0,1,TRUE,"8",2,78,3,1.11243435226508,1776,2.93383101851852,7
"b1.t20.p2.w80",20,1000,0,1,TRUE,"3",2,80,3,1.21373642751803,1935,2.93383101851852,7
"b1.t20.p2.w81",20,1000,0,1,TRUE,"13",2,81,2,1.1561525084309,1667,2.93383101851852,7
"b1.t20.p2.w88",20,1000,0,1,TRUE,"5",2,88,3,1.14300535080484,1754,2.93383101851852,7
"b1.t20.p2.w92",20,1000,0,1,TRUE,"9",2,92,3,1.16272998698404,1898,2.93383101851852,8
"b1.t20.p2.w93",20,1000,0,1,TRUE,"10",2,93,3,1.12387284110328,1799,2.93383101851852,7
"b1.t20.p2.w94",20,1000,0,1,TRUE,"10",2,94,2,1.20793432721947,1959,2.93383101851852,7
"b1.t20.p2.w96",20,1000,0,1,TRUE,"11",2,96,2,0.691351523969117,129,1.79825231481481,5
"b1.t20.p2.w99",20,1000,0,1,TRUE,"5",2,99,1,1.21538069966675,2088,2.93383101851852,7
"b1.t25.p1.w1",25,1000,0,1,TRUE,"all",1,1,3,1.25904923686829,1052,0.991921296296296,3
"b1.t25.p1.w13",25,1000,0,1,TRUE,"10",1,13,3,1.70595260007819,2730,2.11513888888889,6
"b1.t25.p1.w14",25,1000,0,1,TRUE,"11",1,14,2,1.05831510035106,262,1.78746527777778,5
"b1.t25.p1.w16",25,1000,0,1,TRUE,"12",1,16,2,1.65349524349468,2348,2.11513888888889,6
"b1.t25.p1.w18",25,1000,0,1,TRUE,"5",1,18,1,1.70070050072699,2366,2.11513888888889,6
"b1.t25.p1.w2",25,1000,0,1,TRUE,"11",1,2,3,1.22458284280017,389,1.78746527777778,5
"b1.t25.p1.w20",25,1000,0,1,TRUE,"all",1,20,2,1.58419317917516,1007,2.11513888888889,6
"b1.t25.p1.w22",25,1000,0,1,TRUE,"9",1,22,1,1.70055992237529,2398,2.11513888888889,6
"b1.t25.p1.w26",25,1000,0,1,TRUE,"11",1,26,1,0.972357705465758,257,0.991921296296296,3
"b1.t25.p1.w30",25,1000,0,1,TRUE,"13",1,30,2,1.66054827488242,1978,2.11513888888889,6
"b1.t25.p1.w31",25,1000,0,1,TRUE,"3",1,31,1,1.77036878207524,3113,2.11513888888889,6
"b1.t25.p1.w33",25,1000,0,1,TRUE,"4",1,33,2,1.85048332641614,2363,2.11513888888889,6
"b1.t25.p1.w34",25,1000,0,1,TRUE,"1",1,34,2,1.83497527912588,2186,2.11513888888889,6
"b1.t25.p1.w35",25,1000,0,1,TRUE,"14",1,35,2,1.91247151216169,2612,2.11513888888889,6
"b1.t25.p1.w42",25,1000,0,1,TRUE,"all",1,42,1,1.62915976083279,953,2.11513888888889,6
"b1.t25.p1.w46",25,1000,0,1,TRUE,"13",1,46,3,1.23958866285405,1147,0.991921296296296,3
"b1.t25.p1.w47",25,1000,0,1,TRUE,"7",1,47,2,1.74120387851223,2545,2.11513888888889,6
"b1.t25.p1.w48",25,1000,0,1,TRUE,"none",1,48,3,1.63808102407073,2478,2.11513888888889,6
"b1.t25.p1.w51",25,1000,0,1,TRUE,"8",1,51,2,1.81261306171675,2808,2.11513888888889,6
"b1.t25.p1.w53",25,1000,0,1,TRUE,"15",1,53,3,1.81783982551777,2763,2.11513888888889,6
"b1.t25.p1.w54",25,1000,0,1,TRUE,"none",1,54,2,1.81292444298997,2570,2.11513888888889,6
"b1.t25.p1.w55",25,1000,0,1,TRUE,"none",1,55,1,1.82483542315892,2578,2.11513888888889,6
"b1.t25.p1.w58",25,1000,0,1,TRUE,"1",1,58,1,1.81432746079927,2591,2.11513888888889,6
"b1.t25.p1.w60",25,1000,0,1,TRUE,"15",1,60,2,1.85828807108399,3058,2.11513888888889,6
"b1.t25.p1.w8",25,1000,0,1,TRUE,"9",1,8,2,1.74711787601185,2330,2.11513888888889,6
"b1.t25.p1.w9",25,1000,0,1,TRUE,"14",1,9,1,1.66792244755919,2717,2.11513888888889,6
"b1.t25.p2.w101",25,1000,0,1,TRUE,"7",2,101,1,1.68345597376269,2302,2.11729166666667,6
"b1.t25.p2.w103",25,1000,0,1,TRUE,"15",2,103,1,1.58065829353938,2113,2.11729166666667,6
"b1.t25.p2.w105",25,1000,0,1,TRUE,"2",2,105,1,1.77118589926084,2920,2.11729166666667,6
"b1.t25.p2.w106",25,1000,0,1,TRUE,"8",2,106,1,1.60397690332811,2892,2.11729166666667,6
"b1.t25.p2.w114",25,1000,0,1,TRUE,"10",2,114,2,1.75707687544334,2456,2.11729166666667,6
"b1.t25.p2.w118",25,1000,0,1,TRUE,"2",2,118,2,1.62376650915564,2131,2.11729166666667,6
"b1.t25.p2.w120",25,1000,0,1,TRUE,"5",2,120,3,1.5052718915294,2315,2.11729166666667,6
"b1.t25.p2.w61",25,1000,0,1,TRUE,"10",2,61,1,1.76677859738873,2601,2.11729166666667,6
"b1.t25.p2.w64",25,1000,0,1,TRUE,"1",2,64,3,1.87979503047173,2776,2.11729166666667,6
"b1.t25.p2.w67",25,1000,0,1,TRUE,"13",2,67,1,1.57033315723641,1656,2.11729166666667,6
"b1.t25.p2.w72",25,1000,0,1,TRUE,"4",2,72,3,1.85998354660127,2972,2.11729166666667,6
"b1.t25.p2.w74",25,1000,0,1,TRUE,"5",2,74,2,1.82306941971204,2667,2.11729166666667,6
"b1.t25.p2.w80",25,1000,0,1,TRUE,"2",2,80,3,1.77455726902155,2132,2.11729166666667,6
"b1.t25.p2.w81",25,1000,0,1,TRUE,"6",2,81,2,1.41011460750252,2074,0.994074074074074,3
"b1.t25.p2.w82",25,1000,0,1,TRUE,"3",2,82,2,1.74439169580278,2609,2.11729166666667,6
"b1.t25.p2.w84",25,1000,0,1,TRUE,"4",2,84,1,1.66596595143088,2249,2.11729166666667,6
"b1.t25.p2.w89",25,1000,0,1,TRUE,"12",2,89,1,1.71196839121164,2791,2.11729166666667,6
"b1.t25.p2.w90",25,1000,0,1,TRUE,"14",2,90,3,1.63647714124277,2662,2.11729166666667,6
"b1.t25.p2.w91",25,1000,0,1,TRUE,"6",2,91,1,1.77780648939771,2462,2.11729166666667,6
"b1.t25.p2.w92",25,1000,0,1,TRUE,"6",2,92,3,1.32201223530913,2203,0.994074074074074,3
"b1.t25.p2.w93",25,1000,0,1,TRUE,"9",2,93,3,1.52597400441424,2152,0.994074074074074,3
"b1.t25.p2.w94",25,1000,0,1,TRUE,"8",2,94,3,1.70035107018044,2460,2.11729166666667,6
"b1.t25.p2.w98",25,1000,0,1,TRUE,"3",2,98,3,1.59530939169399,2373,2.11729166666667,6
"b1.t25.p2.w99",25,1000,0,1,TRUE,"7",2,99,3,1.21545778113363,2503,0.994074074074074,3
"b1.t30.p1.w1",30,1,0,1,TRUE,"all",1,1,1,-0.142866686560503,40,7.70672453703704,9
"b1.t30.p1.w10",30,25,0,1,TRUE,"11",1,10,1,0.235188409824806,62,1.45543981481481,3
"b1.t30.p1.w11",30,10,0,1,TRUE,"2",1,11,1,0.772665500760879,129,1.45543981481481,3
"b1.t30.p1.w13",30,25,0,1,TRUE,"13",1,13,3,0.608775244476181,100,1.45543981481481,3
"b1.t30.p1.w16",30,1000,2.67,1,TRUE,"13",1,16,3,0.729497333047132,2223,2.4690625,5
"b1.t30.p1.w18",30,1000,0,1,TRUE,"2",1,18,3,1.72900876924861,3084,1.78086805555556,4
"b1.t30.p1.w19",30,1000,4,1,TRUE,"1",1,19,2,0.31853948941246,152,1.78086805555556,4
"b1.t30.p1.w20",30,100,0,1,TRUE,"12",1,20,2,1.49457225217479,858,1.78086805555556,4
"b1.t30.p1.w21",30,5,0,1,TRUE,"14",1,21,2,0.355096788332061,97,1.45543981481481,3
"b1.t30.p1.w23",30,50,0,1,TRUE,"all",1,23,1,0.11857181699654,60,1.45543981481481,3
"b1.t30.p1.w24",30,1000,2.67,1,TRUE,"8",1,24,3,0.623063749925343,840,2.4690625,5
"b1.t30.p1.w25",30,10,0,1,TRUE,"11",1,25,2,0.0873922071049934,68,1.45543981481481,3
"b1.t30.p1.w26",30,1000,0,1,TRUE,"10",1,26,3,1.76101163963388,5206,1.78086805555556,4
"b1.t30.p1.w28",30,25,0,1,TRUE,"7",1,28,3,0.945313115684755,180,1.45543981481481,3
"b1.t30.p1.w29",30,1000,12,1,TRUE,"9",1,29,3,-0.154795347787897,31,7.70672453703704,9
"b1.t30.p1.w30",30,1000,10.67,1,TRUE,"13",1,30,3,1.76433095716905,2917,1.78086805555556,4
"b1.t30.p1.w31",30,1000,9.33,1,TRUE,"14",1,31,2,0.0241925550010571,38,2.4690625,4
"b1.t30.p1.w32",30,5,0,1,TRUE,"3",1,32,3,0.199953818162412,67,1.45543981481481,3
"b1.t30.p1.w33",30,1000,6.67,1,TRUE,"6",1,33,3,0.249869603001991,59,1.78086805555556,3
"b1.t30.p1.w34",30,1000,5.33,1,TRUE,"5",1,34,2,0.278339776691694,99,1.78086805555556,4
"b1.t30.p1.w36",30,1000,9.33,1,TRUE,"4",1,36,3,0.190592285898974,55,1.78086805555556,3
"b1.t30.p1.w37",30,1000,1.33,1,TRUE,"15",1,37,3,1.08414478506867,4690,1.78086805555556,4
"b1.t30.p1.w39",30,1000,4,1,TRUE,"15",1,39,2,0.406422065990308,127,1.45543981481481,3
"b1.t30.p1.w4",30,50,0,1,TRUE,"4",1,4,3,0.857941913568222,209,1.78086805555556,4
"b1.t30.p1.w40",30,400,0,1,TRUE,"11",1,40,2,0.279623257339633,145,1.45543981481481,3
"b1.t30.p1.w43",30,1,0,1,TRUE,"2",1,43,3,-0.133847391779387,32,8.5265625,10
"b1.t30.p1.w44",30,50,0,1,TRUE,"none",1,44,3,1.12853585353775,452,1.78086805555556,4
"b1.t30.p1.w45",30,5,0,1,TRUE,"none",1,45,2,0.165942422576036,68,1.45543981481481,3
"b1.t30.p1.w46",30,25,0,1,TRUE,"3",1,46,2,0.942457287542299,167,1.45543981481481,3
"b1.t30.p1.w49",30,1000,6.67,1,TRUE,"1",1,49,2,0.198551389122807,77,2.4690625,5
"b1.t30.p1.w50",30,10,0,1,TRUE,"9",1,50,2,0.747941674356222,112,1.45543981481481,3
"b1.t30.p1.w51",30,1000,12,1,TRUE,"15",1,51,3,-0.158133128873772,33,8.5265625,10
"b1.t30.p1.w52",30,25,0,1,TRUE,"2",1,52,1,0.917416264064378,188,1.45543981481481,3
"b1.t30.p1.w55",30,1,0,1,TRUE,"10",1,55,1,-0.0791144445546251,40,1.45543981481481,3
"b1.t30.p1.w6",30,0,0,1,TRUE,"3",1,6,1,-0.076052839739217,28,8.5265625,10
"b1.t30.p1.w60",30,1000,2.67,1,TRUE,"2",1,60,1,0.892891049744567,1191,2.4690625,5
"b1.t30.p1.w9",30,25,0,1,TRUE,"15",1,9,2,1.03847448965087,200,1.45543981481481,3
"b1.t30.p10.w542",30,1000,5.33,1,TRUE,"3",10,542,2,0.344113002665675,62,1.4772337962963,3
"b1.t30.p10.w543",30,25,0,1,TRUE,"3",10,543,1,1.10404584821748,216,0.897013888888889,3
"b1.t30.p10.w544",30,1000,4,1,TRUE,"10",10,544,1,0.300676953587008,73,1.4772337962963,3
"b1.t30.p10.w545",30,0,0,1,TRUE,"2",10,545,2,-0.183474769162161,30,8.55515046296296,11
"b1.t30.p10.w546",30,1000,8,1,TRUE,"15",10,546,3,0.0598920283280802,29,1.4772337962963,3
"b1.t30.p10.w548",30,1000,5.33,1,TRUE,"8",10,548,2,0.282741287593319,73,1.4772337962963,3
"b1.t30.p10.w549",30,700,0,1,TRUE,"15",10,549,3,1.43748582590125,3040,1.4772337962963,3
"b1.t30.p10.w550",30,1000,10.67,1,TRUE,"9",10,550,3,-0.148363989841538,24,8.55515046296296,11
"b1.t30.p10.w558",30,400,0,1,TRUE,"2",10,558,3,1.76053702843528,1906,1.8003125,4
"b1.t30.p10.w559",30,1000,2.67,1,TRUE,"12",10,559,1,0.595367664548061,1396,1.8003125,5
"b1.t30.p10.w560",30,1000,1.33,1,TRUE,"7",10,560,1,1.20528400710076,4519,1.8003125,5
"b1.t30.p10.w563",30,1,0,1,TRUE,"13",10,563,3,-0.0925908040471962,38,1.4772337962963,3
"b1.t30.p10.w564",30,1000,9.33,1,TRUE,"9",10,564,3,0.125789962677641,25,1.4772337962963,3
"b1.t30.p10.w565",30,1000,6.67,1,TRUE,"12",10,565,3,0.0991111041446193,40,1.4772337962963,3
"b1.t30.p10.w566",30,50,0,1,TRUE,"4",10,566,2,0.76601273171245,277,0.897013888888889,3
"b1.t30.p10.w570",30,1000,0,1,TRUE,"8",10,570,3,1.5967810137497,3630,1.8003125,5
"b1.t30.p10.w572",30,1000,0,1,TRUE,"14",10,572,1,1.69932216081087,4438,2.488125,6
"b1.t30.p10.w574",30,1000,2.67,1,TRUE,"4",10,574,1,0.551403242297138,1141,1.8003125,5
"b1.t30.p10.w576",30,1000,2.67,1,TRUE,"2",10,576,3,0.583722610292077,1920,1.4772337962963,3
"b1.t30.p10.w578",30,5,0,1,TRUE,"12",10,578,3,0.391198852949869,80,0.897013888888889,3
"b1.t30.p10.w579",30,1000,2.67,1,TRUE,"none",10,579,3,0.525519670108846,1210,0.897013888888889,3
"b1.t30.p10.w580",30,1000,6.67,1,TRUE,"all",10,580,1,0.143317365566425,61,1.4772337962963,3
"b1.t30.p10.w582",30,25,0,1,TRUE,"2",10,582,3,0.68404554316019,250,0.897013888888889,3
"b1.t30.p10.w583",30,1000,2.67,1,TRUE,"11",10,583,3,0.254341255714317,89,1.4772337962963,3
"b1.t30.p10.w587",30,1000,5.33,1,TRUE,"1",10,587,3,0.386451860064032,136,1.4772337962963,3
"b1.t30.p10.w590",30,5,0,1,TRUE,"2",10,590,2,0.0134840838865061,55,0.897013888888889,3
"b1.t30.p10.w591",30,1000,1.33,1,TRUE,"14",10,591,3,1.08289787431334,4522,1.8003125,5
"b1.t30.p10.w592",30,700,0,1,TRUE,"2",10,592,3,1.67121387922742,1671,1.4772337962963,3
"b1.t30.p10.w594",30,10,0,1,TRUE,"12",10,594,1,0.606110223426676,74,0.897013888888889,3
"b1.t30.p10.w595",30,1000,0,1,TRUE,"13",10,595,1,1.58110483565469,2076,1.8003125,5
"b1.t30.p10.w596",30,1000,1.33,1,TRUE,"11",10,596,3,0.823541573493092,252,1.4772337962963,4
"b1.t30.p10.w600",30,50,0,1,TRUE,"3",10,600,1,0.796207895495012,401,0.897013888888889,3
"b1.t30.p11.w601",30,1000,1.33,1,TRUE,"6",11,601,3,1.143549002067,4435,1.47956018518519,4
"b1.t30.p11.w602",30,25,0,1,TRUE,"11",11,602,3,0.899717989870509,139,0.899189814814815,3
"b1.t30.p11.w603",30,1000,8,1,TRUE,"10",11,603,2,0.0460287961631187,33,1.47956018518519,3
"b1.t30.p11.w604",30,100,0,1,TRUE,"all",11,604,3,1.26722791904935,219,0.899189814814815,3
"b1.t30.p11.w605",30,10,0,1,TRUE,"3",11,605,1,0.842231437988712,80,0.899189814814815,3
"b1.t30.p11.w606",30,1000,9.33,1,TRUE,"2",11,606,1,0.0605653740853755,41,2.49032407407407,5
"b1.t30.p11.w607",30,100,0,1,TRUE,"all",11,607,2,1.06219669260564,230,0.899189814814815,3
"b1.t30.p11.w608",30,1000,9.33,1,TRUE,"7",11,608,2,0.141254509185214,38,1.47956018518519,3
"b1.t30.p11.w609",30,1000,0,1,TRUE,"14",11,609,2,1.6360558928401,4237,1.80246527777778,5
"b1.t30.p11.w615",30,100,0,1,TRUE,"2",11,615,1,1.53800686607746,487,1.47956018518519,4
"b1.t30.p11.w616",30,1000,0,1,TRUE,"10",11,616,2,1.68428902796148,4720,1.80246527777778,5
"b1.t30.p11.w617",30,10,0,1,TRUE,"8",11,617,1,0.684409638506924,87,0.899189814814815,3
"b1.t30.p11.w618",30,10,0,1,TRUE,"all",11,618,2,0.476768984325056,74,0.899189814814815,3
"b1.t30.p11.w619",30,1000,6.67,1,TRUE,"all",11,619,3,0.201653711833084,74,1.47956018518519,3
"b1.t30.p11.w620",30,1000,9.33,1,TRUE,"all",11,620,2,0.0677285814914402,44,3.59265046296296,6
"b1.t30.p11.w621",30,1000,4,1,TRUE,"13",11,621,1,0.421283900250952,110,1.47956018518519,3
"b1.t30.p11.w626",30,1000,5.33,1,TRUE,"10",11,626,3,0.3060463020932,80,1.47956018518519,3
"b1.t30.p11.w627",30,5,0,1,TRUE,"11",11,627,3,0.378191228272203,69,0.899189814814815,3
"b1.t30.p11.w628",30,25,0,1,TRUE,"12",11,628,2,1.32199170027615,222,0.899189814814815,3
"b1.t30.p11.w630",30,700,0,1,TRUE,"13",11,630,2,1.6579866997916,1681,1.80246527777778,5
"b1.t30.p11.w633",30,1000,6.67,1,TRUE,"3",11,633,2,0.338460462282839,62,1.47956018518519,3
"b1.t30.p11.w634",30,1000,5.33,1,TRUE,"9",11,634,1,0.29830840563996,57,1.47956018518519,3
"b1.t30.p11.w636",30,400,0,1,TRUE,"8",11,636,1,1.58677000598237,1914,1.47956018518519,4
"b1.t30.p11.w640",30,1000,10.67,1,TRUE,"10",11,640,3,-0.0720729028860259,27,1.47956018518519,3
