"unique.id","loglin_slope","mu","temp"
"b1.t14.p2.w120",0.719601384289306,0.64163644015312,14
"b1.t14.p2.w64",0.80688581730826,0.797937414334251,14
"b1.t14.p2.w65",0.764046648780581,0.714862257207768,14
"b1.t14.p2.w67",0.554878758626853,0.462387456448703,14
"b1.t14.p2.w69",0.748616190890722,0.702143604184876,14
"b1.t14.p2.w71",0.40549611005326,0.34658320940488,14
"b1.t14.p2.w74",0.795201074005627,0.672530993000839,14
"b1.t14.p2.w76",0.820355392990986,0.748179328817424,14
"b1.t14.p2.w78",0.765105082752754,0.625734145559543,14
"b1.t14.p2.w85",0.675489797364315,0.589941934638135,14
"b1.t14.p2.w86",0.745306543105452,0.663332403359938,14
"b1.t14.p2.w90",0.729509446794817,0.636792543318106,14
"b1.t14.p2.w91",0.70401261117528,0.612359577110971,14
"b1.t14.p2.w92",0.674272203656972,0.583467796844362,14
"b1.t14.p2.w93",0.712954149555832,0.634793958092515,14
"b1.t14.p2.w95",0.542129984447176,0.421889540667605,14
"b1.t14.p2.w99",0.743644092626874,0.605279602459209,14
"b1.t20.p1.w1",1.20810637524319,1.13537445161807,20
"b1.t20.p1.w12",1.140640707457,0.996258324469946,20
"b1.t20.p1.w13",1.16951726208649,1.07689202516278,20
"b1.t20.p1.w17",1.35121518913159,1.15786810586964,20
"b1.t20.p1.w18",0.623285698734304,0.481411991829093,20
"b1.t20.p1.w19",1.23309689418489,1.08936510604398,20
"b1.t20.p1.w20",1.32061335397601,1.00460644600433,20
"b1.t20.p1.w3",1.27843987263029,1.15117149543861,20
"b1.t20.p1.w30",1.19421882951147,0.892727766982363,20
"b1.t20.p1.w31",1.2627074018735,1.09879621171741,20
"b1.t20.p1.w33",1.29955848043164,1.15974828629796,20
"b1.t20.p1.w36",1.16525579004793,1.04061782653424,20
"b1.t20.p1.w37",0.755692056296532,0.598941201528133,20
"b1.t20.p1.w38",1.23588568071662,1.10891934929789,20
"b1.t20.p1.w39",1.34453512273604,1.09268009837383,20
"b1.t20.p1.w45",1.12437086099519,1.12375195843145,20
"b1.t20.p1.w47",1.30895922355754,1.06008979432841,20
"b1.t20.p1.w48",1.19393052620217,1.14989410075254,20
"b1.t20.p1.w49",1.2214177779186,1.02201712323298,20
"b1.t20.p1.w50",1.27803479842248,1.19751589277054,20
"b1.t20.p1.w51",1.24652406117639,1.15830836662803,20
"b1.t20.p1.w54",1.18483341211501,1.01739971954423,20
"b1.t20.p1.w55",1.27244527090161,1.15091632654374,20
"b1.t20.p1.w57",1.19813943878747,0.944422252818124,20
"b1.t20.p1.w58",1.18378892302007,1.05087617322983,20
"b1.t20.p1.w8",1.25725836626007,1.09945280459857,20
"b1.t20.p1.w9",1.31520120661069,1.05454026601832,20
"b1.t20.p2.w102",1.28468394107666,1.19727531301924,20
"b1.t20.p2.w106",1.28736959129656,1.17825145175914,20
"b1.t20.p2.w113",1.27802874774016,1.20929100140026,20
"b1.t20.p2.w115",0.821963630402305,0.624587633149334,20
"b1.t20.p2.w116",1.16303984873684,1.15246560890041,20
"b1.t20.p2.w117",1.30074019661515,1.11991139430486,20
"b1.t20.p2.w120",1.240980569802,1.1926149829747,20
"b1.t20.p2.w63",1.0566289800185,0.901050274260073,20
"b1.t20.p2.w64",1.34556167354702,1.22973009213951,20
"b1.t20.p2.w65",1.18840173997811,1.17109358995637,20
"b1.t20.p2.w69",1.12197774144673,1.07984733189315,20
"b1.t20.p2.w70",1.22973091614994,1.10727283865699,20
"b1.t20.p2.w71",1.12443614222671,1.02773677445494,20
"b1.t20.p2.w76",1.09694376371098,0.913307603737598,20
"b1.t20.p2.w77",1.4125353589166,1.22253184217585,20
"b1.t20.p2.w78",1.2235159599039,1.11243435226508,20
"b1.t20.p2.w80",1.32269918561825,1.21373642751803,20
"b1.t20.p2.w81",1.13605087383664,1.1561525084309,20
"b1.t20.p2.w88",1.26419227353782,1.14300535080484,20
"b1.t20.p2.w92",1.20947116098543,1.16272998698404,20
"b1.t20.p2.w93",1.16316454280568,1.12387284110328,20
"b1.t20.p2.w94",1.32068463968795,1.20793432721947,20
"b1.t20.p2.w96",0.86556070917582,0.691351523969117,20
"b1.t20.p2.w99",1.38885003299483,1.21538069966675,20
"b1.t25.p1.w1",1.64731848631809,1.25904923686829,25
"b1.t25.p1.w13",1.98965609955901,1.70595260007819,25
"b1.t25.p1.w14",1.33197259667515,1.05831510035106,25
"b1.t25.p1.w16",1.89295148523701,1.65349524349468,25
"b1.t25.p1.w18",1.95778072395715,1.70070050072699,25
"b1.t25.p1.w2",1.43795457182248,1.22458284280017,25
"b1.t25.p1.w20",1.91641473832953,1.58419317917516,25
"b1.t25.p1.w22",1.97181368741984,1.70055992237529,25
"b1.t25.p1.w26",1.25567089987087,0.972357705465758,25
"b1.t25.p1.w30",1.90443050561126,1.66054827488242,25
"b1.t25.p1.w31",2.03443127603878,1.77036878207524,25
"b1.t25.p1.w33",2.11837450371925,1.85048332641614,25
"b1.t25.p1.w34",2.18505103679307,1.83497527912588,25
"b1.t25.p1.w35",2.17018759375916,1.91247151216169,25
"b1.t25.p1.w42",1.90003845859815,1.62915976083279,25
"b1.t25.p1.w46",1.65345711980498,1.23958866285405,25
"b1.t25.p1.w47",2.00715560867987,1.74120387851223,25
"b1.t25.p1.w48",1.88700348040604,1.63808102407073,25
"b1.t25.p1.w51",2.08243514287851,1.81261306171675,25
"b1.t25.p1.w53",2.05876549622437,1.81783982551777,25
"b1.t25.p1.w54",2.09253770487723,1.81292444298997,25
"b1.t25.p1.w55",2.12105327817164,1.82483542315892,25
"b1.t25.p1.w58",2.06471064326081,1.81432746079927,25
"b1.t25.p1.w60",2.13276919513581,1.85828807108399,25
"b1.t25.p1.w8",1.98220616118207,1.74711787601185,25
"b1.t25.p1.w9",1.88577594911292,1.66792244755919,25
"b1.t25.p2.w101",1.91507701762704,1.68345597376269,25
"b1.t25.p2.w103",1.81498827467626,1.58065829353938,25
"b1.t25.p2.w105",2.04667922350667,1.77118589926084,25
"b1.t25.p2.w106",1.8245049381345,1.60397690332811,25
"b1.t25.p2.w114",2.03579608198471,1.75707687544334,25
"b1.t25.p2.w118",1.9194672603348,1.62376650915564,25
"b1.t25.p2.w120",1.74515505381974,1.5052718915294,25
"b1.t25.p2.w61",2.01960982782515,1.76677859738873,25
"b1.t25.p2.w64",2.21876093501694,1.87979503047173,25
"b1.t25.p2.w67",1.78274432917619,1.57033315723641,25
"b1.t25.p2.w72",2.16111959809603,1.85998354660127,25
"b1.t25.p2.w74",2.11003133345951,1.82306941971204,25
"b1.t25.p2.w80",2.13950186144557,1.77455726902155,25
"b1.t25.p2.w81",1.88575472146834,1.41011460750252,25
"b1.t25.p2.w82",2.01666613568661,1.74439169580278,25
"b1.t25.p2.w84",1.96298446490989,1.66596595143088,25
"b1.t25.p2.w89",1.97999972678983,1.71196839121164,25
"b1.t25.p2.w90",1.86643270946354,1.63647714124277,25
"b1.t25.p2.w91",2.01448829626985,1.77780648939771,25
"b1.t25.p2.w92",1.7578097469015,1.32201223530913,25
"b1.t25.p2.w93",2.05408469308433,1.52597400441424,25
"b1.t25.p2.w94",1.95186494031201,1.70035107018044,25
"b1.t25.p2.w98",1.85277924124565,1.59530939169399,25
"b1.t25.p2.w99",1.60222500013082,1.21545778113363,25
"b1.t30.p1.w1",-0.0870342582747358,-0.142866686560503,30
"b1.t30.p1.w10",0.235459708413646,0.235188409824806,30
"b1.t30.p1.w11",0.767979316082414,0.772665500760879,30
"b1.t30.p1.w13",0.565085435580201,0.608775244476181,30
"b1.t30.p1.w16",0.741456826445198,0.729497333047132,30
"b1.t30.p1.w18",1.78501070866644,1.72900876924861,30
"b1.t30.p1.w19",0.334592698027443,0.31853948941246,30
"b1.t30.p1.w20",1.50729970858573,1.49457225217479,30
"b1.t30.p1.w21",0.322441999874282,0.355096788332061,30
"b1.t30.p1.w23",0.0567519602692469,0.11857181699654,30
"b1.t30.p1.w24",0.648686365460227,0.623063749925343,30
"b1.t30.p1.w25",0.00399930837059033,0.0873922071049934,30
"b1.t30.p1.w26",1.76294072669344,1.76101163963388,30
"b1.t30.p1.w28",0.938261347922805,0.945313115684755,30
"b1.t30.p1.w29",-0.139260538422687,-0.154795347787897,30
"b1.t30.p1.w30",1.79398140363719,1.76433095716905,30
"b1.t30.p1.w31",0.104506433207101,0.0241925550010571,30
"b1.t30.p1.w32",0.147599196241712,0.199953818162412,30
"b1.t30.p1.w33",0.537578799608216,0.249869603001991,30
"b1.t30.p1.w34",0.298214694216503,0.278339776691694,30
"b1.t30.p1.w36",0.478358448156145,0.190592285898974,30
"b1.t30.p1.w37",1.11995079125979,1.08414478506867,30
"b1.t30.p1.w39",0.400071288719098,0.406422065990308,30
"b1.t30.p1.w4",0.873992082597213,0.857941913568222,30
"b1.t30.p1.w40",0.185854456726129,0.279623257339633,30
"b1.t30.p1.w43",-0.115513238619516,-0.133847391779387,30
"b1.t30.p1.w44",1.1824444400718,1.12853585353775,30
"b1.t30.p1.w45",0.129215075571355,0.165942422576036,30
"b1.t30.p1.w46",0.934126113290974,0.942457287542299,30
"b1.t30.p1.w49",0.226271396578855,0.198551389122807,30
"b1.t30.p1.w50",0.720556469617583,0.747941674356222,30
"b1.t30.p1.w51",-0.160257244256262,-0.158133128873772,30
"b1.t30.p1.w52",0.914310069551271,0.917416264064378,30
"b1.t30.p1.w55",-0.12379618919356,-0.0791144445546251,30
"b1.t30.p1.w6",-0.045169448360645,-0.076052839739217,30
"b1.t30.p1.w60",0.9103283004299,0.892891049744567,30
"b1.t30.p1.w9",1.03354007008754,1.03847448965087,30
"b1.t30.p10.w542",0.63822850747208,0.344113002665675,30
"b1.t30.p10.w543",1.46366324905249,1.10404584821748,30
"b1.t30.p10.w544",0.490544592936617,0.300676953587008,30
"b1.t30.p10.w545",-0.101789396119859,-0.183474769162161,30
"b1.t30.p10.w546",0.121655826435042,0.0598920283280802,30
"b1.t30.p10.w548",0.529918999534341,0.282741287593319,30
"b1.t30.p10.w549",2.40762550360681,1.43748582590125,30
"b1.t30.p10.w550",-0.114861052036669,-0.148363989841538,30
"b1.t30.p10.w558",2.85669228626086,1.76053702843528,30
"b1.t30.p10.w559",0.743516687987268,0.595367664548061,30
"b1.t30.p10.w560",1.45911112254215,1.20528400710076,30
"b1.t30.p10.w563",-0.235984637874467,-0.0925908040471962,30
"b1.t30.p10.w564",0.170326146683362,0.125789962677641,30
"b1.t30.p10.w565",0.271419508218417,0.0991111041446193,30
"b1.t30.p10.w566",1.14640229197524,0.76601273171245,30
"b1.t30.p10.w570",1.96396588800409,1.5967810137497,30
"b1.t30.p10.w572",2.01419509441256,1.69932216081087,30
"b1.t30.p10.w574",0.688153088541959,0.551403242297138,30
"b1.t30.p10.w576",0.995633230113463,0.583722610292077,30
"b1.t30.p10.w578",0.537729216363167,0.391198852949869,30
"b1.t30.p10.w579",0.815840001997648,0.525519670108846,30
"b1.t30.p10.w580",0.193871272276892,0.143317365566425,30
"b1.t30.p10.w582",0.859826399185026,0.68404554316019,30
"b1.t30.p10.w583",0.507046928746092,0.254341255714317,30
"b1.t30.p10.w587",0.673642902004753,0.386451860064032,30
"b1.t30.p10.w590",-0.02255041513911,0.0134840838865061,30
"b1.t30.p10.w591",1.3657661888148,1.08289787431334,30
"b1.t30.p10.w592",2.85687206623692,1.67121387922742,30
"b1.t30.p10.w594",0.814801107127018,0.606110223426676,30
"b1.t30.p10.w595",1.91507586660646,1.58110483565469,30
"b1.t30.p10.w596",1.06775014056429,0.823541573493092,30
"b1.t30.p10.w600",1.13633062900614,0.796207895495012,30
"b1.t30.p11.w601",1.46384341773198,1.143549002067,30
"b1.t30.p11.w602",1.18080132860728,0.899717989870509,30
"b1.t30.p11.w603",-0.0344369336889573,0.0460287961631187,30
"b1.t30.p11.w604",1.70508184049305,1.26722791904935,30
"b1.t30.p11.w605",1.08925817033624,0.842231437988712,30
"b1.t30.p11.w606",0.196735803316609,0.0605653740853755,30
"b1.t30.p11.w607",1.49335936459488,1.06219669260564,30
"b1.t30.p11.w608",0.292871604000099,0.141254509185214,30
"b1.t30.p11.w609",1.97460459524051,1.6360558928401,30
"b1.t30.p11.w615",1.83242326158241,1.53800686607746,30
"b1.t30.p11.w616",2.06639593032519,1.68428902796148,30
"b1.t30.p11.w617",0.96193808885569,0.684409638506924,30
"b1.t30.p11.w618",0.682972401502604,0.476768984325056,30
"b1.t30.p11.w619",0.353493969603593,0.201653711833084,30
"b1.t30.p11.w620",0.163418370208013,0.0677285814914402,30
"b1.t30.p11.w621",0.761970465347049,0.421283900250952,30
"b1.t30.p11.w626",0.550756784718842,0.3060463020932,30
"b1.t30.p11.w627",0.498714847925198,0.378191228272203,30
"b1.t30.p11.w628",1.7823499487397,1.32199170027615,30
"b1.t30.p11.w630",1.98144870505139,1.6579866997916,30
"b1.t30.p11.w633",0.580555223359906,0.338460462282839,30
"b1.t30.p11.w634",0.523999995456176,0.29830840563996,30
"b1.t30.p11.w636",1.99821118002091,1.58677000598237,30
"b1.t30.p11.w640",-0.123590423312769,-0.0720729028860259,30
"b1.t30.p11.w642",-0.0670170259821109,-0.104944950606233,30
"b1.t30.p11.w643",-0.43892883884797,-0.103576065545962,30
"b1.t30.p11.w644",-0.374710047449145,-0.0994320193186073,30
"b1.t30.p11.w645",0.240996009130113,0.145333081902804,30
"b1.t30.p11.w647",-0.470654952826172,-0.143290601450925,30
"b1.t30.p11.w648",0.65919448391534,0.385546786974827,30
"b1.t30.p11.w653",0.571960089283706,0.308703864759427,30
"b1.t30.p11.w654",-0.108413748361304,-0.150380227330411,30
"b1.t30.p11.w657",1.49990517764587,1.08233349574344,30
"b1.t30.p11.w658",2.66797302686331,1.59298824652758,30
"b1.t30.p11.w659",0.257589376637246,0.127710234506503,30
"b1.t30.p12.w664",-0.438237616172356,-0.133564155884207,30
"b1.t30.p12.w665",0.73306697506984,0.404801371365573,30
"b1.t30.p12.w672",0.136146191402977,0.111239192804231,30
"b1.t30.p12.w674",0.529896669818954,0.344608414876627,30
"b1.t30.p12.w675",0.985183073023754,0.575225382778847,30
"b1.t30.p12.w677",0.832013013562708,0.487552890432226,30
"b1.t30.p12.w684",0.780440305985452,0.482621652668397,30
"b1.t30.p12.w685",1.80935682912591,1.1884700228373,30
"b1.t30.p12.w690",-0.0899906888846107,-0.110540077822093,30
"b1.t30.p12.w691",0.410952029705445,0.204492408162662,30
"b1.t30.p12.w692",1.53863788522149,0.924943629560361,30
"b1.t30.p12.w696",-0.0300421734359276,-0.0218612333269171,30
"b1.t30.p12.w698",1.41954615907508,1.04138529107296,30
"b1.t30.p12.w699",0.263495841684873,0.152804263188319,30
"b1.t30.p12.w702",1.44798831855191,1.12135963826556,30
"b1.t30.p12.w703",1.52264337166393,1.26952215104434,30
"b1.t30.p12.w705",0.37748001609148,0.19297301236482,30
"b1.t30.p12.w709",-0.0934389817110292,-0.142450087624854,30
"b1.t30.p12.w713",0.736633879418908,0.424214839325205,30
"b1.t30.p12.w714",0.145970372386111,-0.00325159358215282,30
"b1.t30.p12.w716",0.293485544258208,0.182215146225801,30
"b1.t30.p12.w717",0.554982686527996,0.363191516632765,30
"b1.t30.p12.w720",-0.349654147241915,-0.118065515271808,30
"b1.t30.p13.w721",-0.176589360067699,-0.0506259260480992,30
"b1.t30.p13.w722",-0.157359978240134,-0.191090427671813,30
"b1.t30.p13.w723",1.40891584081927,0.821442161943807,30
"b1.t30.p13.w724",0.67879681281763,0.348433812043506,30
"b1.t30.p13.w727",0.501827969359348,0.418331710290658,30
"b1.t30.p13.w728",1.24638199293516,0.926741267706541,30
"b1.t30.p13.w729",1.7190991748768,1.37689880949187,30
"b1.t30.p13.w733",-0.433412555554029,-0.142409383817477,30
"b1.t30.p13.w738",2.3963951674296,1.39850292591578,30
"b1.t30.p13.w739",1.61241294473084,1.04351168268002,30
"b1.t30.p13.w741",-0.24508875500935,-0.0484301472267081,30
"b1.t30.p13.w742",-0.115389706795822,-0.190713261389335,30
"b1.t30.p13.w749",0.123703825031223,0.0619245920473889,30
"b1.t30.p13.w750",-0.0860181700791355,-0.0304314756834517,30
"b1.t30.p13.w751",-0.237932468970339,0.0059510055023945,30
"b1.t30.p13.w756",0.012657199098006,-0.0879378646278618,30
"b1.t30.p13.w757",-0.0322087142383646,-0.04202774917206,30
"b1.t30.p13.w761",0.190355727084555,0.10982323424046,30
"b1.t30.p13.w763",0.530094457439485,0.322318547063456,30
"b1.t30.p13.w766",0.136267933278288,0.0304806662684693,30
"b1.t30.p13.w771",0.647049740307022,0.342201869113827,30
"b1.t30.p13.w772",-0.140181288991964,-0.220152410670595,30
"b1.t30.p13.w775",2.02283914868998,1.19338986680353,30
"b1.t30.p13.w779",-0.149998702245172,-0.207412841392261,30
"b1.t30.p14.w783",0.192124604162754,0.156240023303233,30
"b1.t30.p14.w785",-0.128608875917127,-0.184742247348905,30
"b1.t30.p14.w787",2.4446974710666,1.60748571721244,30
"b1.t30.p14.w789",1.59824223615441,1.35544106555563,30
"b1.t30.p14.w790",1.83477526273087,1.55164411828406,30
"b1.t30.p14.w793",0.664001332914879,0.407864988605057,30
"b1.t30.p14.w794",0.707191237626689,0.502559193974179,30
"b1.t30.p14.w796",2.16963197342425,1.29475157749263,30
"b1.t30.p14.w799",1.50230524912591,0.907165321033864,30
"b1.t30.p14.w800",0.0533739000021817,-0.0145176137386494,30
"b1.t30.p14.w801",0.573220007243373,0.290796766525322,30
"b1.t30.p14.w802",-0.261728491469938,-0.0174307250078089,30
"b1.t30.p14.w806",1.80708247794974,1.5408857759803,30
"b1.t30.p14.w807",-0.0878562414441387,-0.0318567365787544,30
"b1.t30.p14.w808",0.43374118859139,0.218028248826722,30
"b1.t30.p14.w810",-0.315043513561467,-0.0998545492816495,30
"b1.t30.p14.w812",0.163549334343726,0.110330511175562,30
"b1.t30.p14.w813",1.95240431076582,1.1848134564615,30
"b1.t30.p14.w815",0.0852333021618077,0.00507940950836196,30
"b1.t30.p14.w816",0.0584897493822759,0.0165999775444299,30
"b1.t30.p14.w818",0.435147669502793,0.190419176628022,30
"b1.t30.p14.w819",-0.148770858918526,-0.0372941022028264,30
"b1.t30.p14.w822",0.73052242090879,0.403923858613806,30
"b1.t30.p14.w824",0.851593431591113,0.518905857056719,30
"b1.t30.p14.w827",0.825320442906447,0.493935747831524,30
"b1.t30.p14.w828",0.987894060451259,0.61207073857604,30
"b1.t30.p14.w829",-0.104701637589272,-0.11662769131446,30
"b1.t30.p14.w830",1.69771008384789,1.28304425358871,30
"b1.t30.p14.w831",0.419940155389796,0.235424689456505,30
"b1.t30.p14.w832",-0.446434527827001,-0.137345988195055,30
"b1.t30.p15.w841",0.246253287115728,0.187483428492138,30
"b1.t30.p15.w842",2.76527830532117,1.82542066999389,30
"b1.t30.p15.w844",0.514287586924639,0.292896634911531,30
"b1.t30.p15.w845",1.82405015685733,1.04505222361223,30
"b1.t30.p15.w846",1.34076360119755,0.666545564181205,30
"b1.t30.p15.w848",2.05186770486273,1.55301198194464,30
"b1.t30.p15.w849",1.13550573378765,0.594496210002712,30
"b1.t30.p15.w851",-0.589282414275765,-0.177223281256632,30
"b1.t30.p15.w852",0.42247968145691,0.19682243591384,30
"b1.t30.p15.w853",0.567733271267884,0.395910434882011,30
"b1.t30.p15.w854",1.81820747410335,1.50469485600958,30
"b1.t30.p15.w855",2.08736660526862,1.21509362478108,30
"b1.t30.p15.w859",0.046130903820709,-0.0027180573167872,30
"b1.t30.p15.w860",2.05493968012361,1.22294373137066,30
"b1.t30.p15.w862",1.62194631324037,0.943039532413221,30
"b1.t30.p15.w864",-0.302928416452866,-0.0336906018358236,30
"b1.t30.p15.w868",0.68727684379194,0.425650949111644,30
"b1.t30.p15.w869",0.0413779611035182,-0.0502145574238781,30
"b1.t30.p15.w870",1.74866130085048,1.02230219288741,30
"b1.t30.p15.w871",1.61968150658145,0.948853408138508,30
"b1.t30.p15.w872",-0.446494077714794,-0.136999632501843,30
"b1.t30.p15.w876",0.687205399812658,0.382641918761017,30
"b1.t30.p15.w877",1.00518194846503,0.634374997605743,30
"b1.t30.p15.w879",-0.302912948598011,-0.03369061930374,30
"b1.t30.p15.w881",-0.305701123548709,-0.103830709179756,30
"b1.t30.p15.w882",0.691448254034276,0.35827822292278,30
"b1.t30.p15.w884",1.00563849728937,0.601245536800848,30
"b1.t30.p15.w885",1.13913524963951,0.840226533191132,30
"b1.t30.p15.w889",0.449562709121243,0.288636488833016,30
"b1.t30.p15.w890",-0.0672977415352436,-0.0754911057919875,30
"b1.t30.p15.w894",0.527854851461862,0.25833134685472,30
"b1.t30.p15.w895",1.44464870353785,0.838552938775839,30
"b1.t30.p15.w896",0.0505065858872409,-0.0453059776117991,30
"b1.t30.p15.w898",0.784542475336646,0.40285724325273,30
"b1.t30.p15.w899",-0.153300651597388,-0.187918444234634,30
"b1.t30.p15.w900",0.302261888733413,0.205827162616165,30
"b1.t30.p16.w904",2.38558559366247,1.55967490875136,30
"b1.t30.p16.w906",0.955453942207293,0.534104874688961,30
"b1.t30.p16.w907",0.00821957263021913,-0.0454980293242624,30
"b1.t30.p16.w911",0.643349272985861,0.428652665363617,30
"b1.t30.p16.w913",2.42652279565809,1.60297355557144,30
"b1.t30.p16.w914",-0.108648869543116,-0.137153942520665,30
"b1.t30.p16.w915",-0.0795807427170247,-0.150244865436956,30
"b1.t30.p16.w916",0.204163527580588,0.0671039642342977,30
"b1.t30.p16.w917",2.15465045875363,1.6189381771623,30
"b1.t30.p16.w918",0.82886584470856,0.468950462912698,30
"b1.t30.p16.w919",-0.0575763092461502,-0.126749566018358,30
"b1.t30.p16.w924",0.200616109634126,0.0677678955717389,30
"b1.t30.p16.w925",2.07010798680354,1.5760596718671,30
"b1.t30.p16.w927",0.660481365697303,0.276690935601356,30
"b1.t30.p16.w928",0.690671558473837,0.329454194149919,30
"b1.t30.p16.w929",0.5001326682151,0.207887868443895,30
"b1.t30.p16.w930",1.8865477325849,1.43141727172733,30
"b1.t30.p16.w931",-0.129084287872556,-0.262137149868741,30
"b1.t30.p16.w933",1.62971275369277,0.929232944474333,30
"b1.t30.p16.w936",-0.112851004093385,-0.142741511039363,30
"b1.t30.p16.w937",-0.10557498087071,-0.163091191162208,30
"b1.t30.p16.w939",0.848798450433323,0.48460641599451,30
"b1.t30.p16.w940",1.57020258386866,1.01145068316455,30
"b1.t30.p16.w942",-0.357432268998531,-0.118216557029951,30
"b1.t30.p16.w943",-0.0181432660490987,0.0227008699901994,30
"b1.t30.p16.w944",0.572772872707436,0.254496724388607,30
"b1.t30.p16.w945",-0.312335843655932,-0.0155141928136431,30
"b1.t30.p16.w946",2.16969568319564,1.24933321809634,30
"b1.t30.p16.w948",1.83460152219509,1.06865996812447,30
"b1.t30.p16.w950",1.39543167264719,0.78556697461042,30
"b1.t30.p16.w957",2.23340510054055,1.47401211045187,30
"b1.t30.p16.w959",0.284161825675099,0.149957495141435,30
"b1.t30.p17.w1000",1.36243662686412,0.7861513057567,30
"b1.t30.p17.w1001",1.546196016971,1.27567994754703,30
"b1.t30.p17.w1008",0.695151831436797,0.480824867774453,30
"b1.t30.p17.w1010",0.255325984349073,0.166597370031372,30
"b1.t30.p17.w1011",0.85541764983741,0.474559133160693,30
"b1.t30.p17.w1014",-0.0468328731975875,-0.0740478890144967,30
"b1.t30.p17.w1020",0.431083942208206,0.254346449760527,30
"b1.t30.p17.w961",-0.332666051037154,-0.109472965192474,30
"b1.t30.p17.w962",1.07576872202334,0.596156628678171,30
"b1.t30.p17.w963",0.167634021950253,0.0667833321366864,30
"b1.t30.p17.w967",1.62967230294338,0.961812564597896,30
"b1.t30.p17.w970",0.138069413865508,0.0420265493527761,30
"b1.t30.p17.w971",0.140868666141289,0.0374461179192471,30
"b1.t30.p17.w974",1.36603966709928,0.775200438761736,30
"b1.t30.p17.w977",0.326374594049502,0.145274472388143,30
"b1.t30.p17.w979",0.539861290525258,0.25107663476296,30
"b1.t30.p17.w980",0.902135076536571,0.484041464132265,30
"b1.t30.p17.w981",0.0383897946244458,-0.0433163839766446,30
"b1.t30.p17.w983",0.0729029535575627,0.0757576767832801,30
"b1.t30.p17.w984",1.5703029543265,0.901894055359356,30
"b1.t30.p17.w985",2.10727380930184,1.2049097063818,30
"b1.t30.p17.w987",0.338788679148042,0.197573136867635,30
"b1.t30.p17.w988",1.61869397650904,0.913140090298338,30
"b1.t30.p17.w991",0.878900431217703,0.512021143827344,30
"b1.t30.p17.w992",1.64884731295248,0.941585786924167,30
"b1.t30.p17.w995",1.12533125491972,0.560357303745432,30
"b1.t30.p17.w996",0.445615978806095,0.333076044487192,30
"b1.t30.p17.w997",0.915522516940472,0.655150948372808,30
"b1.t30.p17.w998",0.28653879952339,0.165298568208219,30
"b1.t30.p18.w1024",0.759415874581438,0.422478049184255,30
"b1.t30.p18.w1026",1.53536085533803,0.858824007718699,30
"b1.t30.p18.w1027",2.1267312767247,1.1593579111815,30
"b1.t30.p18.w1028",-0.101886017595132,-0.172976780119749,30
"b1.t30.p18.w1030",1.05950938270373,0.590081072556134,30
"b1.t30.p18.w1031",0.586259758714035,0.303872908654463,30
"b1.t30.p18.w1032",-0.109315135693603,-0.107025023098256,30
"b1.t30.p18.w1034",-0.172247036346947,-0.185319489725265,30
"b1.t30.p18.w1037",1.84243958158083,1.169253454715,30
"b1.t30.p18.w1038",0.277317186149415,0.129845074811516,30
"b1.t30.p18.w1039",-0.038817440787925,-0.0881533413248198,30
"b1.t30.p18.w1041",-0.149288836952141,-0.153285897346163,30
"b1.t30.p18.w1042",-0.15246742655723,-0.22694872108079,30
