"","block","Chlamy","mic","temp","well.ID","r.exp"
"500",2,"y","5",14,"1.1.3",0.208164067496653
"501",2,"n","5",14,"1.1.6",-0.106686659350768
"502",2,"n","5",14,"1.2.2",-0.102226547308256
"503",2,"y","5",14,"2.2.2",-0.0438797141097717
"504",2,"n","5",14,"2.2.9",-0.0664517009866726
"505",2,"y","5",14,"2.3.4",0.306900293698116
"506",1,"y","5",20,"1.6.8",0.884127182863056
"507",1,"n","5",20,"1.6.9",-0.171562287088062
"508",1,"y","5",20,"2.3.8",0.758072411040595
"509",1,"y","5",20,"2.4.9",1.07859249275688
"510",1,"n","5",20,"2.4.10",-0.105655226186326
"511",1,"n","5",20,"2.6.8",-0.158229128795883
"512",2,"y","5",20,"1.2.5",1.19303280492523
"513",2,"y","5",20,"1.2.7",0.203108435857305
"514",2,"y","5",20,"2.1.6",1.16177841786241
"515",2,"n","5",20,"2.4.7",-0.0921446417392782
"516",2,"n","5",20,"2.5.5",-0.048480265392017
"517",2,"n","5",20,"2.6.2",-0.113788205393512
"518",1,"y","5",25,"1.2.8",1.70070050201443
"519",1,"n","5",25,"1.3.1",-0.109326391655192
"520",1,"n","5",25,"2.1.3",-0.172989704259117
"521",1,"y","5",25,"2.2.4",1.14416022543267
"522",1,"n","5",25,"2.5.9",-0.075462605316814
"523",1,"y","5",25,"2.6.10",1.50527189682907
"524",2,"n","5",25,"1.2.1",-0.0926783853551388
"525",2,"y","5",25,"1.4.3",0.826296280902475
"526",2,"y","5",25,"1.5.8",0.787345415577643
"527",2,"n","5",25,"1.6.6",-0.1180287518888
"528",2,"n","5",25,"1.6.9",-0.0973895777193702
"529",2,"y","5",25,"2.6.2",1.06548377329465
"530",1,"y","5",30,"2.3.3",1.75191194558825
"531",1,"n","5",30,"3.5.8",-0.152437045643741
"532",1,"y","5",30,"3.6.1",1.68544061541311
"533",1,"y","5",30,"6.2.9",1.91326778781075
"534",1,"n","5",30,"8.6.5",-0.132973468334441
"535",1,"n","5",30,"30.3.4",-0.149172022830356
"536",2,"n","5",30,"3.5.5",-0.0501781396766357
"537",2,"y","5",30,"14.4.4",0.596415985296785
"538",2,"n","5",30,"21.2.8",-0.102978438115343
"539",2,"y","5",30,"21.4.9",1.57394994704923
"540",2,"n","5",30,"22.4.2",-0.0760222788298552
"541",2,"y","5",30,"30.1.5",1.77860727655791
"542",1,"y","5",33,"1.1.3",2.00607957574807
"543",1,"y","5",33,"1.2.10",1.88808329239364
"544",1,"n","5",33,"1.6.4",2.75205634046728
"545",1,"y","5",33,"1.6.8",2.09634757454379
"546",1,"n","5",33,"2.3.7",-0.200384412720051
"547",1,"n","5",33,"2.4.6",-0.0957540709487706
"548",2,"y","5",33,"1.1.5",2.00800545640909
"549",2,"y","5",33,"1.1.7",2.04844647842297
"550",2,"n","5",33,"1.4.1",-0.127452823556927
"551",2,"y","5",33,"1.4.9",2.0697842393789
"552",2,"n","5",33,"2.1.5",-0.0797533141585548
"553",2,"n","5",33,"2.3.8",-0.119314304565868
"554",1,"n","5",35,"1.1.5",-0.105958438200833
"555",1,"y","5",35,"1.2.4",2.00824424546505
"556",1,"n","5",35,"1.3.6",-0.122944041940172
"557",1,"y","5",35,"2.2.9",1.8022296962009
"558",1,"n","5",35,"2.5.3",0.00957706732970218
"559",1,"y","5",35,"2.6.6",1.04462937488841
"560",2,"y","5",35,"1.3.1",1.9548363859929
"561",2,"n","5",35,"1.3.9",-0.129276488705391
"562",2,"n","5",35,"1.6.8",-0.101524152059816
"563",2,"y","5",35,"2.1.2",1.78458308427341
"564",2,"y","5",35,"2.6.8",2.47704768301907
"565",1,"n","5",39,"1.2.3",-0.1365440255656
"566",1,"n","5",39,"1.2.5",-0.168174624553334
"567",1,"y","5",39,"1.5.5",1.31903640814986
"568",1,"y","5",39,"1.5.7",0.229847096575223
"569",1,"y","5",39,"1.5.9",0.311361577798529
"570",1,"n","5",39,"2.6.4",-0.144805629607767
"571",2,"y","5",39,"1.3.9",1.27951005138178
"572",2,"n","5",39,"2.1.6",-0.0942662243395243
"573",2,"n","5",39,"2.2.8",-0.0827301489620036
"574",2,"y","5",39,"2.4.4",1.13135046993812
"575",2,"y","5",39,"2.5.4",0.894343272139124
"576",2,"n","5",39,"2.5.8",-0.0604385495984751
"577",1,"y","5",43,"1.6.5",-0.217881056404753
"578",1,"n","5",43,"2.1.10",0.358896535934025
"579",1,"n","5",43,"2.2.2",-0.157857023748942
"580",1,"n","5",43,"2.2.4",-0.0808519174874075
"581",1,"y","5",43,"2.4.10",-0.407532183958635
"582",1,"y","5",43,"2.5.7",-0.299595969620655
"583",2,"n","5",43,"1.2.4",-0.139388936833301
"584",2,"n","5",43,"2.1.5",-0.0953674867587267
"585",2,"n","5",43,"2.2.9",-0.0706927082713373
"586",2,"y","5",43,"2.3.3",-0.138884344846235
"587",2,"y","5",43,"2.3.5",-0.244238038548612
"588",2,"y","5",43,"2.5.9",-0.273454401091929
"589",1,"n","6",8,"1.6.9",-0.129589133999595
"590",1,"y","6",8,"1.6.10",-0.0305361207112729
"591",1,"y","6",8,"2.2.6",0.0588194454186641
"592",1,"n","6",8,"2.3.3",-0.101042376667752
"593",2,"n","6",8,"2.4.8",-0.109570761625976
"594",1,"n","6",8,"2.4.10",-0.16480880354712
"595",2,"y","6",8,"1.1.7",-0.0855745682672565
"596",2,"y","6",8,"1.5.1",0.218270830836698
"597",2,"y","6",8,"2.2.3",0.18794065031027
"598",2,"n","6",8,"2.3.9",-0.0635427778651884
"599",2,"n","6",8,"2.6.3",-0.224965504676581
"600",1,"y","6",14,"1.1.1",0.750624882981827
"601",1,"n","6",14,"1.1.2",0.25030593578462
"602",1,"n","6",14,"1.2.5",0.0676834028546474
"603",1,"y","6",14,"1.5.6",0.642983292892905
"604",1,"n","6",14,"2.1.6",-0.118426718896704
"605",1,"y","6",14,"2.6.6",0.659270429423834
"606",2,"n","6",14,"1.2.1",-0.0915933580291532
"607",2,"y","6",14,"2.1.5",0.111775947422203
"608",2,"n","6",14,"2.2.3",-0.0751145413049189
"609",2,"y","6",14,"2.5.10",0.0632865089158662
"610",2,"n","6",14,"2.6.1",-0.101093326418506
"611",1,"y","6",20,"1.1.9",1.05454026588727
"612",1,"n","6",20,"1.2.5",-0.185662500238917
"613",1,"y","6",20,"1.2.7",1.15786810546167
"614",1,"y","6",20,"1.4.6",0.85436706037907
"615",1,"n","6",20,"2.2.2",-0.214277460273499
"616",1,"n","6",20,"2.6.4",-0.220674612669518
"617",2,"y","6",20,"1.1.5",0.814384019718419
"618",2,"n","6",20,"1.2.4",-0.0538265239131419
"619",2,"y","6",20,"2.2.4",0.759953789011322
"620",2,"n","6",20,"2.2.8",-0.100535160308253
"621",2,"y","6",20,"2.4.10",0.693388114434811
"622",2,"n","6",20,"2.5.7",-0.0805532543668766
"623",1,"n","6",25,"1.4.7",-0.0804660627061078
"624",1,"n","6",25,"2.1.2",-0.113544536388194
"625",1,"y","6",25,"2.3.1",1.70624732917163
"626",1,"y","6",25,"2.4.1",1.77780649024436
"627",1,"y","6",25,"2.4.2",1.36569098237971
"628",1,"n","6",25,"2.4.5",-0.217322982982787
"629",2,"n","6",25,"1.2.10",-0.0862054016803569
"630",2,"n","6",25,"1.3.4",-0.0735814551640857
"631",2,"y","6",25,"1.4.4",1.14071750376798
"632",2,"y","6",25,"1.4.9",1.44661870195711
"633",2,"y","6",25,"2.3.9",1.15483762036171
"634",2,"n","6",25,"2.5.5",0.156575951790924
"635",1,"y","6",30,"4.3.2",1.5512220898393
"636",1,"y","6",30,"5.6.5",1.73266934191456
"637",1,"n","6",30,"18.1.9",-0.302083383565537
"638",1,"y","6",30,"18.6.10",1.69584933158383
"639",1,"n","6",30,"22.6.6",-0.267424912590971
"640",1,"n","6",30,"25.1.10",-0.0913920502225834
"641",2,"n","6",30,"2.4.1",-0.109754310534544
"642",2,"y","6",30,"6.1.2",1.8759592669229
"643",2,"n","6",30,"9.1.10",-0.0584094350966037
"644",2,"y","6",30,"14.5.2",0.743242233978742
"645",2,"n","6",30,"23.5.5",0.615721304659585
"646",2,"y","6",30,"24.1.1",1.41472058955388
"647",1,"n","6",33,"1.5.1",2.45573524349123
"648",1,"n","6",33,"2.1.4",2.03102811773382
"649",1,"n","6",33,"2.2.8",0.413501187921229
"650",1,"y","6",33,"2.5.4",1.81978608161828
"651",1,"y","6",33,"2.5.10",1.90696358400181
"652",1,"y","6",33,"2.6.8",1.8185593504969
"653",2,"n","6",33,"1.5.6",-0.167446907684073
"654",2,"y","6",33,"2.1.7",2.34616638228665
"655",2,"n","6",33,"2.2.5",-0.0989687830827425
"656",2,"n","6",33,"2.6.6",-0.171302907746283
"657",2,"y","6",33,"2.6.10",2.26235930516037
"658",1,"n","6",35,"1.5.1",-0.143866027462703
"659",1,"n","6",35,"2.1.5",-0.162006347072082
"660",1,"y","6",35,"2.2.3",1.88850436988153
"661",1,"y","6",35,"2.3.10",1.8849512999029
"662",1,"y","6",35,"2.4.2",1.809013482481
"663",1,"n","6",35,"2.5.7",-0.0672341273130319
"664",2,"y","6",35,"1.2.7",2.50645814522672
"665",2,"n","6",35,"1.4.9",-0.108224201617568
"666",2,"n","6",35,"1.5.6",-0.069751774101171
"667",2,"y","6",35,"2.3.5",2.25517120981291
"668",2,"y","6",35,"2.5.9",2.14642983032412
"669",2,"n","6",35,"2.5.10",-0.140359421473057
"670",1,"n","6",39,"1.1.9",-0.0629410625938905
"671",1,"y","6",39,"1.5.3",1.2836076112575
"672",1,"y","6",39,"1.6.9",1.25695107314365
"673",1,"n","6",39,"2.1.4",-0.182755068883551
"674",1,"y","6",39,"2.3.2",1.31144073920309
"675",1,"n","6",39,"2.3.10",-0.0756453053066676
"676",2,"y","6",39,"1.4.9",0.971240542217506
"677",2,"y","6",39,"1.6.10",0.990390327028062
"678",2,"y","6",39,"2.1.3",1.03277467457796
"679",2,"n","6",39,"2.3.7",-0.134852102652697
"680",2,"n","6",39,"2.5.9",-0.163963277653326
"681",2,"n","6",39,"2.6.9",-0.107874049785817
"682",1,"n","6",43,"1.1.2",-0.181120956740667
"683",1,"n","6",43,"1.2.3",-0.0735116802795378
"684",1,"n","6",43,"1.2.5",0.0451308313825044
"685",1,"y","6",43,"2.2.1",-0.326219671977202
"686",1,"y","6",43,"2.5.1",-0.243677324742969
"687",1,"y","6",43,"2.6.7",-0.142801581277735
"688",2,"n","6",43,"1.1.8",-0.071100127076327
"689",2,"y","6",43,"1.3.6",-0.227310208619301
"690",2,"n","6",43,"1.4.1",-0.0786408432458771
"691",2,"y","6",43,"2.3.1",-0.191536405902354
"692",2,"n","6",43,"2.5.8",-0.104752641829053
"693",2,"y","6",43,"2.6.1",-0.1997457675229
"694",1,"y","7",8,"1.1.6",0.00786723646095788
"695",1,"n","7",8,"1.2.1",-0.0810566446951125
"696",1,"y","7",8,"1.2.7",0.103158172289168
"697",1,"y","7",8,"1.2.8",0.0585254348900821
"698",1,"n","7",8,"1.5.2",-0.177858456076484
"699",1,"n","7",8,"1.6.5",0.245410578430644
"700",2,"n","7",8,"1.1.5",-0.0801352782420946
"701",2,"y","7",8,"1.2.6",0.156906043770294
"702",2,"y","7",8,"1.6.6",-0.0611372458636082
"703",2,"y","7",8,"2.2.8",0.163901823615447
"704",2,"n","7",8,"2.2.9",-0.29412802699917
"705",2,"n","7",8,"2.4.5",-0.0830246289619128
"706",1,"y","7",14,"1.2.8",0.587238449385471
"707",1,"y","7",14,"1.3.10",0.318501408414457
"708",1,"n","7",14,"1.5.7",-0.182184633753574
"709",1,"n","7",14,"2.3.2",-0.125880623654578
"710",1,"y","7",14,"2.4.3",0.389873386822697
"711",1,"n","7",14,"2.5.8",-0.151753516657344
"712",2,"n","7",14,"1.3.4",-0.0768114412366694
"713",2,"n","7",14,"1.4.6",-0.0769744153787711
"714",2,"y","7",14,"1.5.9",0.632916029073462
"715",2,"y","7",14,"2.3.3",0.53708860666356
"716",2,"n","7",14,"2.3.7",-0.0444436481069326
"717",2,"y","7",14,"2.6.9",0.64954930208834
"718",1,"n","7",20,"1.1.6",-0.113860005980491
"719",1,"n","7",20,"1.1.7",-0.22775044871735
"720",1,"y","7",20,"1.6.1",0.812521695300137
"721",1,"y","7",20,"2.1.9",0.633729309805815
"722",1,"n","7",20,"2.3.10",-0.197395042808069
"723",1,"y","7",20,"2.6.3",0.936886561184033
"724",2,"y","7",20,"1.1.8",1.19046775821951
"725",2,"n","7",20,"1.2.9",-0.0700751664658093
"726",2,"y","7",20,"1.3.6",0.597214420762031
"727",2,"y","7",20,"1.4.9",1.09366360985702
"728",2,"n","7",20,"1.6.9",-0.144543061565399
"729",2,"n","7",20,"2.2.3",-0.0786295331737045
"730",1,"y","7",25,"1.5.7",1.12675123382618
"731",1,"n","7",25,"1.6.6",-0.112883104302106
"732",1,"n","7",25,"2.2.1",-0.164145894076991
"733",1,"n","7",25,"2.2.6",-0.247172357058934
"734",1,"y","7",25,"2.4.9",1.33606984677309
"735",1,"y","7",25,"2.5.1",1.68345597366883
"736",2,"y","7",25,"1.2.5",1.85073703607802
"737",2,"y","7",25,"1.3.9",0.894203415169921
"738",2,"y","7",25,"1.4.1",0.513718301899065
"739",2,"n","7",25,"1.5.5",-0.0562081567268926
"740",2,"n","7",25,"1.5.9",-0.0601267805261865
"741",2,"n","7",25,"2.1.1",-0.102627162727811
"742",1,"y","7",30,"6.3.7",1.91090632509652
"743",1,"n","7",30,"11.2.1",-0.190273974638973
"744",1,"y","7",30,"16.2.7",0.586743312368722
"745",1,"n","7",30,"21.3.6",-0.276512283991825
"746",1,"y","7",30,"31.5.5",0.659610363236022
"747",1,"n","7",30,"32.5.8",-0.125877218480201
"748",2,"y","7",30,"6.4.5",0.4834173673644
"749",2,"y","7",30,"8.2.6",0.681271320462426
"750",2,"n","7",30,"8.3.2",-0.0713681844942926
"751",2,"y","7",30,"11.3.6",0.485398610657942
"752",2,"n","7",30,"22.1.3",0.267620536464366
"753",2,"n","7",30,"24.1.5",-0.126049763911752
"754",1,"y","7",33,"1.5.2",1.95465607820714
"755",1,"n","7",33,"2.1.7",-0.0856333126852223
"756",1,"n","7",33,"2.5.1",-0.177413396909369
"757",1,"y","7",33,"2.5.6",1.79762037245443
"758",1,"y","7",33,"2.6.2",1.89039841150195
"759",1,"n","7",33,"2.6.5",-0.103583131977034
"760",2,"y","7",33,"1.2.2",2.03349710931054
"761",2,"n","7",33,"1.3.2",-0.114102259233176
"762",2,"y","7",33,"1.4.2",1.96628286057727
"763",2,"y","7",33,"1.4.6",2.04127102282194
"764",2,"n","7",33,"2.2.6",-0.175699765523938
"765",2,"n","7",33,"2.5.7",-0.14741739799597
"766",1,"n","7",35,"1.2.7",-0.110281710880127
"767",1,"y","7",35,"1.5.6",2.07053104943088
"768",1,"n","7",35,"1.6.8",-0.0659089012247802
"769",1,"y","7",35,"2.1.10",1.90916294725093
"770",1,"n","7",35,"2.3.1",-0.112329167517612
"771",1,"y","7",35,"2.5.4",1.88458517209972
"772",2,"y","7",35,"1.3.6",1.97480170187791
"773",2,"n","7",35,"1.6.6",-0.140566338598181
"774",2,"n","7",35,"2.1.6",-0.155192968726803
"775",2,"y","7",35,"2.2.10",1.95019901283182
"776",2,"n","7",35,"2.5.1",-0.138988128066681
"777",2,"y","7",35,"2.6.10",2.54733803318339
"778",1,"y","7",39,"1.1.6",0.200806048561614
"779",1,"n","7",39,"1.2.9",-0.156282350276353
"780",1,"y","7",39,"2.1.3",1.23049112526938
"781",1,"n","7",39,"2.1.6",0.319361077664189
"782",1,"n","7",39,"2.4.9",-0.118644491386223
"783",1,"y","7",39,"2.5.9",1.34204741387905
"784",2,"n","7",39,"1.2.1",-0.1442992541253
"785",2,"n","7",39,"1.2.6",-0.141008071378007
"786",2,"y","7",39,"1.5.2",0.861703219304452
"787",2,"n","7",39,"2.1.9",-0.149211995327718
"788",2,"y","7",39,"2.3.2",0.842218288945482
"789",2,"y","7",39,"2.4.6",0.88520880566012
"790",1,"n","7",43,"1.1.3",-0.108275837109578
"791",1,"n","7",43,"1.2.9",0.362104366672158
"792",1,"y","7",43,"1.3.2",-0.181263518645873
"793",1,"y","7",43,"1.6.9",-0.249916241870647
"794",1,"n","7",43,"1.6.10",-0.156839958524366
"795",1,"y","7",43,"2.4.5",-0.387367165456567
"796",2,"n","7",43,"1.2.6",-0.162400360456607
"797",2,"n","7",43,"1.3.5",-0.0694233335598692
"798",2,"y","7",43,"1.5.6",-0.1994901766011
"799",2,"y","7",43,"2.3.2",-0.249663008934758
"800",2,"n","7",43,"2.4.3",0.195324648955295
"801",2,"y","7",43,"2.6.4",-0.221879721628779
"802",1,"y","8",8,"1.2.3",0.0653845839854105
"803",1,"n","8",8,"1.5.6",-0.135517787985814
"804",1,"n","8",8,"1.5.8",-0.0975489331272572
"805",1,"y","8",8,"2.2.5",0.0522277236927924
"806",1,"n","8",8,"2.3.7",-0.138183046524983
"807",1,"y","8",8,"2.5.6",0.0492389793023016
"808",2,"y","8",8,"1.4.1",0.298098580116068
"809",2,"y","8",8,"1.4.4",0.329653400617191
"810",2,"y","8",8,"1.5.2",0.190060347090906
"811",2,"n","8",8,"1.6.7",-0.134817855869892
"812",2,"n","8",8,"2.1.2",-0.14663870563803
"813",2,"n","8",8,"2.3.5",-0.0946913807530222
"814",1,"y","8",14,"1.1.5",0.631188656261346
"815",1,"n","8",14,"1.2.2",-0.144097509601404
"816",1,"y","8",14,"1.6.2",0.408429722189532
"817",1,"y","8",14,"2.1.4",0.361921049450353
"818",1,"n","8",14,"2.6.1",-0.0845787237431131
"819",1,"n","8",14,"2.6.4",-0.0606057200097896
"820",2,"y","8",14,"1.3.9",0.0619684491183893
"821",2,"n","8",14,"1.4.7",-0.0905167910241521
"822",2,"y","8",14,"2.2.6",0.119697181260248
"823",2,"n","8",14,"2.3.2",-0.113506036041836
"824",2,"n","8",14,"2.5.3",-0.0592566884782254
"825",2,"y","8",14,"2.5.8",0.536241631338316
"826",1,"y","8",20,"1.5.5",0.43038127064566
"827",1,"n","8",20,"2.2.4",-0.108627637833589
"828",1,"y","8",20,"2.2.8",0.909380707680586
"829",1,"n","8",20,"2.3.5",-0.230419476153715
"830",1,"n","8",20,"2.6.1",-0.167566338179647
"831",1,"y","8",20,"2.6.10",0.711519287822653
"832",2,"n","8",20,"1.1.10",-0.0893232689995608
"833",2,"n","8",20,"1.3.8",-0.100136449293596
"834",2,"y","8",20,"1.6.1",0.589860388701905
"835",2,"y","8",20,"1.6.6",0.651605761806829
"836",2,"n","8",20,"1.6.10",-0.150806855194017
"837",2,"y","8",20,"2.5.6",0.535599333410919
"838",1,"n","8",25,"1.4.9",-0.166667890161773
"839",1,"y","8",25,"1.6.1",1.81261306186032
"840",1,"n","8",25,"2.1.6",-0.120319199450042
"841",1,"n","8",25,"2.3.8",-0.168570392107092
"842",1,"y","8",25,"2.4.4",1.12276040933531
"843",1,"y","8",25,"2.5.6",0.679966773657292
"844",2,"y","8",25,"1.2.4",0.697127215336027
"845",2,"n","8",25,"2.1.2",-0.0945626507314857
"846",2,"y","8",25,"2.1.3",1.08238963732615
"847",2,"n","8",25,"2.1.8",-0.103486477305101
"848",2,"n","8",25,"2.2.4",-0.131879342872577
"849",1,"y","8",30,"8.5.4",1.62804794373856
"850",1,"y","8",30,"10.3.10",1.62512125185025
"851",1,"n","8",30,"11.2.3",-0.179433077199391
"852",1,"n","8",30,"17.5.6",-0.198532568131798
"853",1,"n","8",30,"19.2.1",-0.183901401083124
"854",1,"y","8",30,"24.3.7",1.44556091462424
"855",2,"y","8",30,"13.3.7",0.417633903231177
"856",2,"n","8",30,"13.5.9",-0.0634097314331709
"857",2,"n","8",30,"15.3.8",-0.0993002455523883
"858",2,"n","8",30,"17.1.2",-0.0620732121179876
"859",2,"y","8",30,"24.4.4",1.58926605106684
"860",2,"y","8",30,"26.4.2",1.8598695819547
"861",1,"y","8",33,"1.4.6",1.82611754622341
"862",1,"n","8",33,"1.4.9",-0.06410583910213
"863",1,"y","8",33,"1.5.3",1.5057260187686
"864",1,"n","8",33,"1.5.6",-0.119318708853097
"865",1,"y","8",33,"2.1.9",2.03691161785318
"866",1,"n","8",33,"2.5.3",-0.0790034733071663
"867",2,"y","8",33,"1.1.6",1.80598113544533
"868",2,"y","8",33,"1.1.9",2.04517929263188
"869",2,"n","8",33,"1.2.1",-0.105260274456857
"870",2,"n","8",33,"1.4.8",-0.105787768232394
"871",2,"y","8",33,"2.3.3",2.0097088941551
"872",2,"n","8",33,"2.6.9",-0.0848781508673693
"873",1,"y","8",35,"1.5.5",0.380390198642683
"874",1,"y","8",35,"2.1.6",1.93475602250214
"875",1,"n","8",35,"2.3.3",-0.11531257728577
"876",1,"n","8",35,"2.4.1",0.0990648547754226
"877",1,"y","8",35,"2.4.5",1.69341542707122
"878",1,"n","8",35,"2.6.1",1.87855554198193
"879",2,"n","8",35,"1.2.1",-0.0742603297701746
"880",2,"n","8",35,"1.6.1",-0.262085754553456
"881",2,"y","8",35,"2.1.3",2.18276045866672
"882",2,"n","8",35,"2.4.2",-0.160688719660149
"883",2,"y","8",35,"2.6.5",2.49825815756898
"884",1,"n","8",39,"1.2.2",-0.170836323173998
"885",1,"n","8",39,"1.2.10",-0.109194852443464
"886",1,"y","8",39,"1.4.5",0.377683223967992
"887",1,"y","8",39,"1.6.2",1.24678058861807
"888",1,"n","8",39,"2.3.5",-0.692904655263579
"889",1,"y","8",39,"2.6.9",1.41890104708322
"890",2,"y","8",39,"1.2.3",0.972360528883382
"891",2,"y","8",39,"1.3.2",1.04946640228022
"892",2,"y","8",39,"1.5.3",1.35767053091534
"893",2,"n","8",39,"1.6.8",-0.0761194842025908
"894",2,"n","8",39,"2.1.10",-0.132420802642004
"895",1,"n","8",43,"1.1.8",-0.0656091345131315
"896",1,"y","8",43,"1.3.4",-0.441329813387407
"897",1,"y","8",43,"1.3.7",-0.317715984920658
"898",1,"y","8",43,"1.5.10",-0.30609803289339
"899",1,"n","8",43,"2.4.6",-0.198760365782677
"900",1,"n","8",43,"2.5.3",-0.0858052112214515
"901",2,"n","8",43,"1.1.4",-0.0868193431667224
"902",2,"y","8",43,"1.4.9",-0.349642084245768
"903",2,"n","8",43,"2.4.9",-0.0731762781572884
"904",2,"n","8",43,"2.6.2",0.346517708711381
"905",2,"y","8",43,"2.6.6",-0.330339426740078
"906",2,"y","8",43,"2.6.7",-0.164961805845041
"907",1,"y","9",8,"1.4.3",0.00653640027946337
"908",1,"y","9",8,"1.6.1",0.0321317833770342
"909",1,"n","9",8,"1.6.8",-0.157169457020869
"910",1,"y","9",8,"2.4.1",0.112470534540111
"911",1,"n","9",8,"2.5.7",-0.154784087010627
"912",1,"n","9",8,"2.6.4",-0.137074074138057
"913",2,"y","9",8,"1.4.2",0.182994646423888
"914",2,"y","9",8,"1.4.6",0.269536136266903
"915",2,"n","9",8,"1.4.8",-0.0939175916676814
"916",2,"y","9",8,"1.4.10",0.30193765722173
"917",2,"n","9",8,"2.2.5",-0.103005191730525
"918",2,"n","9",8,"2.6.10",-0.113070940640666
"919",1,"n","9",14,"1.5.2",-0.197486177956263
"920",1,"n","9",14,"1.6.6",-0.111622974464117
"921",1,"n","9",14,"2.3.3",-0.0788407549321025
"922",1,"y","9",14,"2.3.5",0.589941935549261
"923",1,"y","9",14,"2.4.9",0.605279603236769
"924",1,"y","9",14,"2.6.10",0.254348512212271
"925",2,"n","9",14,"1.1.4",-0.0842616244409389
"926",2,"y","9",14,"1.2.3",0.507962720925065
"927",2,"y","9",14,"2.1.3",0.313281824161323
"928",2,"n","9",14,"2.1.10",-0.0801374734226809
"929",2,"n","9",14,"2.2.7",-0.0549404309589393
"930",2,"y","9",14,"2.6.4",0.52565700407211
"931",1,"n","9",20,"1.1.4",-0.179481940991794
"932",1,"y","9",20,"1.2.10",1.00460656355741
"933",1,"n","9",20,"1.5.4",-0.153871111683373
"934",1,"y","9",20,"1.6.7",0.256601486129481
"935",1,"n","9",20,"2.1.7",-0.106290080167232
"936",1,"y","9",20,"2.4.2",1.01659063871775
"937",2,"y","9",20,"1.3.7",0.387395167000834
"938",2,"n","9",20,"1.3.9",-0.0722968633107652
"939",2,"n","9",20,"1.5.7",-0.102831221038292
"940",2,"y","9",20,"2.3.7",0.0451832907757077
"941",2,"n","9",20,"2.4.4",-0.0530349532914398
"942",2,"y","9",20,"2.6.7",1.11982691427316
"943",1,"y","9",25,"1.1.8",1.41792451405588
"944",1,"y","9",25,"1.3.2",1.70055992213582
"945",1,"n","9",25,"2.1.8",-0.215054293923984
"946",1,"n","9",25,"2.2.5",-0.220823667831437
"947",1,"y","9",25,"2.4.3",1.75608746817274
"948",1,"n","9",25,"2.5.4",-0.153826068053897
"949",2,"n","9",25,"1.2.6",-0.0616475071542314
"950",2,"y","9",25,"1.6.7",1.04497034660898
"951",2,"n","9",25,"2.2.3",-0.13703926186154
"952",2,"n","9",25,"2.3.3",-0.115913184323593
"953",2,"y","9",25,"2.5.10",1.04958420150022
"954",2,"y","9",25,"2.6.9",1.16191559727678
"955",1,"y","9",30,"8.1.6",1.66797705553386
"956",1,"n","9",30,"9.2.10",-0.0596159733390645
"957",1,"y","9",30,"16.3.10",0.478309444283089
"958",1,"n","9",30,"23.5.1",-0.249798830520271
"959",1,"y","9",30,"24.1.8",1.40258473845476
"960",1,"n","9",30,"24.4.4",-0.0634589256702874
"961",2,"y","9",30,"3.6.3",2.08630884281233
"962",2,"y","9",30,"8.5.6",1.85723736350222
"963",2,"y","9",30,"11.3.9",1.82349823350826
"964",2,"n","9",30,"13.6.7",-0.119338566463427
"965",2,"n","9",30,"25.3.2",-0.138393994815897
"966",2,"n","9",30,"28.6.10",-0.142881461133224
"967",1,"y","9",33,"1.2.4",1.86589039843984
"968",1,"y","9",33,"1.6.5",1.90877542175833
"969",1,"y","9",33,"1.6.6",1.85598487503842
"970",1,"n","9",33,"2.2.1",-0.152503387571078
"971",1,"n","9",33,"2.2.3",1.99787288277919
"972",1,"n","9",33,"2.3.2",-0.156916890989053
"973",2,"y","9",33,"1.1.4",2.03130207267465
"974",2,"y","9",33,"1.3.5",2.07458206704247
"975",2,"n","9",33,"2.4.2",-0.0949909438915459
"976",2,"n","9",33,"2.4.6",-0.145308384272498
"977",2,"n","9",33,"2.4.9",-0.126920381656194
"978",1,"n","9",35,"1.2.5",-0.172067496736076
"979",1,"y","9",35,"1.2.8",1.85033867440758
"980",1,"y","9",35,"1.4.5",1.79483771238517
"981",1,"y","9",35,"2.1.1",2.10259637374453
"982",1,"n","9",35,"2.4.8",-0.121784427917623
"983",1,"n","9",35,"2.6.2",-0.144798084300471
"984",2,"n","9",35,"1.1.3",-0.109889878199337
"985",2,"y","9",35,"1.1.4",1.8140524978544
"986",2,"y","9",35,"1.3.2",1.99581847711494
"987",2,"n","9",35,"1.4.7",-0.165905934970678
"988",2,"y","9",35,"1.6.5",2.00994056678884
"989",2,"n","9",35,"2.3.6",-0.102223316586691
"990",1,"y","9",39,"1.2.1",0.504828756858378
"991",1,"y","9",39,"1.3.6",1.36056687476212
"992",1,"n","9",39,"1.4.10",-0.148956068343371
"993",1,"y","9",39,"1.5.1",1.33064702685606
"994",1,"n","9",39,"1.5.2",0.08509121054113
"995",1,"n","9",39,"2.6.5",0.91575929916876
"996",2,"y","9",39,"1.2.7",0.865716106609786
"997",2,"n","9",39,"1.3.5",-0.0893281349259163
"998",2,"y","9",39,"1.4.2",0.990390328392302
"999",2,"n","9",39,"1.4.4",-0.272439182398448
"1000",2,"n","9",39,"2.3.4",-0.126809087955013
"1001",1,"y","9",43,"1.1.5",-0.339149836259491
"1002",1,"y","9",43,"1.2.8",-0.234402419197526
"1003",1,"n","9",43,"1.5.1",-0.153854541967912
