"","block","mic","rep","id","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"21",1,"all",3,"b1.mall.r3",4.49573162766956,-10.9588366991908,11.0453609886,0,42.5635412979158,41.6769074923476,43.7494376973246,0,33.6951026370154,31.8473218956157,35.6521494671623,1.94158529775509,1.62886563085347,2.28777097424347,19.3631939075289,14.9942165514581,22.8528749633277,0,40.5391003830052,39.4929557201683,41.637081172215,0,0.0424055260961667,-1.19529940472168,44.0926894181125,5.57560035835395,0.0420683173031987,-1.20133919034511,44.1589689752289,5.58735828790163
"22",1,"14",2,"b1.m14.r2",4.55938704717644,-1.06490327087247,9.1174274477633,0,42.2437956472766,41.687332468647,42.8209335378815,0,32.2634837485473,31.4196622133636,32.9510839938962,2.05976551734714,1.85213268236279,2.2537349598723,17.9486113035143,15.7555679872385,20.2680411471405,0,39.8758818497219,39.3159191761328,40.4379015115504,0,0.0541998571320102,-1.20165256066639,44.0536317652916,8,0.0544073185081426,-1.20858622443587,44.0511616712197,8
"23",1,"3",3,"b1.m3.r3",6.55845464118008,2.41078483436598,10.0737154637437,0,42.8051959423786,42.2171733168181,43.2433427471124,0,32.7994990322964,32.11008440572,33.4932121115584,1.82903817521021,1.65026465132738,1.99237384400379,18.8119818478911,16.8814365501311,20.5757783177549,0,40.4267059434175,39.8482548931798,40.8552298023615,0,0.0506985878496063,-1.3153042842299,44.9663841721983,8,0.0507016305065507,-1.307924969228,44.9243649193433,8
"24",1,"3",1,"b1.m3.r1",3.24088500736238,0.499530973682473,5.94083161288664,0,42.484557792622,42.1940979764273,42.8627567456041,0,32.2080595518752,31.7646956532904,32.604312806583,1.89601947834724,1.80454788113741,1.98916801088842,17.296218644736,15.9969265712953,18.4517574696585,0,40.0565460342836,39.7638197202225,40.4267053591391,0,0.0502364285509782,-1.12257799997441,44.3694325778871,8,0.0502846168974185,-1.12061633163494,44.3897147149947,8
"25",1,"10",3,"b1.m10.r3",2.70867182919847,-3.64498044453725,9.75894063662901,0,42.5621021108594,41.5387059664676,43.1223979689453,0,32.0393642602099,30.9652043351761,33.0869028059672,1.73690284557927,1.50477364047346,1.93542787477655,16.858235230719,14.00340495054,20.219922160727,0,40.1067518815568,39.1899320429114,40.6317842391694,0,0.0473587945671854,-1.09332373182563,44.5831437353494,8,0.0475791844569229,-1.11248007362718,44.5010405794907,8
"26",1,"9",3,"b1.m9.r3",1.40507043423332,-3.96558018444451,6.9405719463369,0,42.7049520305972,42.2565727404204,42.9644219284317,0,33.5020048922773,32.2569831319962,34.7591692288134,1.8641871123267,1.727046360856,1.96676659046706,18.0709571575279,16.3988911261419,19.7759982980754,0,40.6364928667616,40.0622431814342,41.0917975000892,0,0.039293396697599,-1.052268114637,44.2795267385934,5.54516286349916,0.0394512928314652,-1.06915158934225,44.2737019810904,5.5710348294141
"27",1,"6",3,"b1.m6.r3",2.12360071031361,-1.67689268941769,5.60173436259179,0,42.9730598311301,42.685501593673,43.2212730996696,0,33.3478301966383,32.4635174527861,34.3333107719107,1.77240142520466,1.68621776573192,1.85168730651127,17.9471777406644,16.6390829341545,19.1090275990871,0,40.7681996592767,40.3942999506536,41.1181459405053,0,0.0397564610532804,-1.08010568045716,44.6899920572618,6.08964984669715,0.0398117043187676,-1.08743807613938,44.7110748908624,6.08790090750907
"28",1,"13",2,"b1.m13.r2",4.07138448128039,-1.90150728495178,8.77145887544309,0,42.6732292912374,41.8494984708224,43.1379433824664,0,32.2396703285776,31.3223182897279,33.0550623774551,1.75375130001281,1.56187919049886,1.93596720753666,17.4373942165793,14.8515797323159,19.8316299967653,0,40.2193867733706,39.4438973110718,40.6823792085981,0,0.0482359203302306,-1.16202655769943,44.7091955925415,8,0.0480973135073218,-1.16076837462914,44.660052329222,8
"29",1,"5",2,"b1.m5.r2",1.7750514790752,-3.91487290717208,8.65559325468497,0,42.1959967182256,41.398601925643,42.6617610229799,0,31.7425388411127,30.7957026356201,32.7383857281013,1.85460281798051,1.63273510784402,2.03416488759754,16.4581674868099,14.007636281865,19.700048876164,0,39.7575440977955,39.0001319323543,40.2454550235717,0,0.0495323203397605,-1.04607181266458,44.0614411732994,8,0.0495523574077799,-1.07139050057898,44.0261973749996,8
"30",1,"3",2,"b1.m3.r2",1.37941118990444,-6.7024283665753,7.10039829654534,0,42.9710861299144,42.3950042985048,43.4516514423908,0,33.2854752359031,32.1010475312896,34.9165726464826,1.91190645177673,1.74754997618838,2.04114086123377,17.8258464978769,15.6127853795691,20.2305694035294,0,40.7887710401775,40.2010420929246,41.3795929983652,0,0.0420901609653531,-1.04928537091477,44.6143745529316,6.205440096033,0.042414667140087,-1.07362373570141,44.6487781520159,6.39235651823808
