"","block","mic","rep","id","Parameter","est","se","p"
"99",1,"10",3,"b1.m10.r3","tmax",44.5010405794907,1.02098060241532,1.19975978182517e-07
"100",1,"10",3,"b1.m10.r3","delta_t",8,7.30428232957639,0.323338722653587
"101",1,"9",3,"b1.m9.r3","a",0.0394512928314652,0.00688869132817219,0.00227162021970288
"102",1,"9",3,"b1.m9.r3","b",-1.06915158934225,0.186297459514594,0.0022506741000099
"103",1,"9",3,"b1.m9.r3","tmax",44.2737019810904,0.549233277241001,5.56727996450751e-09
"104",1,"9",3,"b1.m9.r3","delta_t",5.5710348294141,1.7675103046314,0.0253244418909858
"105",1,"6",3,"b1.m6.r3","a",0.0398117043187676,0.00542080192722879,0.000734428799420855
"106",1,"6",3,"b1.m6.r3","b",-1.08743807613938,0.122011628282128,0.00029608944340264
"107",1,"6",3,"b1.m6.r3","tmax",44.7110748908624,0.445230484581597,1.85648511226458e-09
"108",1,"6",3,"b1.m6.r3","delta_t",6.08790090750907,1.43524880656133,0.0081562845649222
"109",1,"13",2,"b1.m13.r2","a",0.0480973135073218,0.0307461338465895,0.178507832063558
"110",1,"13",2,"b1.m13.r2","b",-1.16076837462914,0.215966886989597,0.00300310453849065
"111",1,"13",2,"b1.m13.r2","tmax",44.660052329222,0.893602896908032,6.06135094175049e-08
"112",1,"13",2,"b1.m13.r2","delta_t",8,6.21244872724027,0.254215314164789
"113",1,"5",2,"b1.m5.r2","a",0.0495523574077799,0.0336781642897253,0.201166673587134
"114",1,"5",2,"b1.m5.r2","b",-1.07139050057898,0.226843183312785,0.00522841124231065
"115",1,"5",2,"b1.m5.r2","tmax",44.0261973749996,0.724442741846255,2.28301750551682e-08
"116",1,"5",2,"b1.m5.r2","delta_t",8,6.27154197672462,0.258143909006556
"117",1,"3",2,"b1.m3.r2","a",0.042414667140087,0.0112337764432881,0.0129477346736384
"118",1,"3",2,"b1.m3.r2","b",-1.07362373570141,0.227205890024622,0.0052177540648184
"119",1,"3",2,"b1.m3.r2","tmax",44.6487781520159,0.78136727979053,3.10533208316192e-08
"120",1,"3",2,"b1.m3.r2","delta_t",6.39235651823808,2.8036589779702,0.0715376341765736
"121",1,"12",3,"b1.m12.r3","a",0.0486785392815828,0.0154716278072409,0.0346367180647201
"122",1,"12",3,"b1.m12.r3","b",-1.54281344841877,0.234178298231671,0.00274889621770842
"123",1,"12",3,"b1.m12.r3","tmax",44.8087157854089,0.788913145165136,5.75335378880707e-07
"124",1,"12",3,"b1.m12.r3","delta_t",6.76223470800855,3.45948430855403,0.122296585646656
"125",1,"4",1,"b1.m4.r1","a",0.038371572972206,0.0071001119461292,0.00293190440979552
"126",1,"4",1,"b1.m4.r1","b",-1.03346807168473,0.217157410809778,0.00506359006091461
"127",1,"4",1,"b1.m4.r1","tmax",44.3865237261566,0.663959870179062,1.41813223408343e-08
"128",1,"4",1,"b1.m4.r1","delta_t",5.15073637724025,1.90525941205188,0.0426090816605397
"129",1,"none",3,"b1.mnone.r3","a",0.0501991491907898,0.0385386668924011,0.249488612847998
"130",1,"none",3,"b1.mnone.r3","b",-1.12097095899878,0.25479663827331,0.00702533010405928
"131",1,"none",3,"b1.mnone.r3","tmax",44.0358711386865,0.800899348685717,3.76376631787301e-08
"132",1,"none",3,"b1.mnone.r3","delta_t",8,7.07570300184063,0.309509486227208
"133",1,"8",3,"b1.m8.r3","a",0.0480054831437608,0.0331455733779061,0.207192977208202
"134",1,"8",3,"b1.m8.r3","b",-1.00948102483721,0.233433992943363,0.00753858225805254
"135",1,"8",3,"b1.m8.r3","tmax",44.0144911142951,0.774625176210988,3.19406173359807e-08
"136",1,"8",3,"b1.m8.r3","delta_t",8,6.38594722104919,0.265694012384521
"137",1,"6",2,"b1.m6.r2","a",0.0411885567762029,0.0046221202800755,0.000296309474065394
"138",1,"6",2,"b1.m6.r2","b",-1.08834052813076,0.112195702486323,0.000197760623160184
"139",1,"6",2,"b1.m6.r2","tmax",44.2697909593626,0.327212178289781,4.18465467233355e-10
"140",1,"6",2,"b1.m6.r2","delta_t",5.92371887935798,1.14522261862521,0.00354732070926403
"141",1,"1",2,"b1.m1.r2","a",0.0247519867448211,0.00636459913926745,0.0115364548718438
"142",1,"1",2,"b1.m1.r2","b",-0.711288340924283,0.337494891067189,0.0888973457953842
"143",1,"1",2,"b1.m1.r2","tmax",43.1694318396131,0.59040912083986,9.06395033277434e-09
"144",1,"1",2,"b1.m1.r2","delta_t",1.02170396746044,3.07560160765496,0.753214807869781
"145",1,"15",2,"b1.m15.r2","a",0.0452943168320749,0.0514044333595926,0.428006570575503
"146",1,"15",2,"b1.m15.r2","b",-1.09184156181525,0.318166263048546,0.0264950632360843
"147",1,"15",2,"b1.m15.r2","tmax",45.1391899883191,1.7907320432462,1.470671416107e-05
"148",1,"15",2,"b1.m15.r2","delta_t",8,11.766898934476,0.533896212607416
"149",1,"all",1,"b1.mall.r1","a",0.042379319431127,0.0064967296686968,0.00126599989620744
"150",1,"all",1,"b1.mall.r1","b",-1.21231788212893,0.232216010206444,0.0034080627718163
"151",1,"all",1,"b1.mall.r1","tmax",43.9054493257227,0.490334233872902,3.29300680281648e-09
"152",1,"all",1,"b1.mall.r1","delta_t",4.87227211701783,1.56779574292058,0.0266193663924478
"153",1,"9",1,"b1.m9.r1","a",0.0532207794224523,0.0352268667969159,0.191231868145695
"154",1,"9",1,"b1.m9.r1","b",-1.34907412992968,0.214850317440296,0.00150480395644197
"155",1,"9",1,"b1.m9.r1","tmax",44.4946243482849,0.716327000486219,2.04699829079031e-08
"156",1,"9",1,"b1.m9.r1","delta_t",8,6.21980512729396,0.254705419951815
"157",1,"all",2,"b1.mall.r2","a",0.0396654616235581,0.00452600777003474,0.000320675519982349
"158",1,"all",2,"b1.mall.r2","b",-1.16216677962182,0.191802808334005,0.00176673210959208
"159",1,"all",2,"b1.mall.r2","tmax",43.9693601802809,0.418918104133513,1.48859477173559e-09
"160",1,"all",2,"b1.mall.r2","delta_t",4.15191642395084,1.16130630155671,0.0159554394629737
"161",1,"none",1,"b1.mnone.r1","a",0.0485808938846776,0.0527148151822012,0.399033727884
"162",1,"none",1,"b1.mnone.r1","b",-1.05019544144795,0.365167957642799,0.0347531371870599
"163",1,"none",1,"b1.mnone.r1","tmax",44.0877387365246,1.22304246271704,3.0927737349056e-07
"164",1,"none",1,"b1.mnone.r1","delta_t",8,10.08263438696,0.463492014413053
"165",1,"5",3,"b1.m5.r3","a",0.0486655905356396,0.00801695960248757,0.00175221757861644
"166",1,"5",3,"b1.m5.r3","b",-1.18901238506639,0.104767690818822,9.29060782765922e-05
"167",1,"5",3,"b1.m5.r3","tmax",44.4349248476362,0.327588455309207,4.13115682697613e-10
"168",1,"5",3,"b1.m5.r3","delta_t",7.1723200417728,1.68087442522401,0.00796138081310278
"169",1,"6",1,"b1.m6.r1","a",0.0462967328620823,0.0139433235171246,0.0210001604349327
"170",1,"6",1,"b1.m6.r1","b",-1.09109054441837,0.172839228819766,0.00146893962562688
"171",1,"6",1,"b1.m6.r1","tmax",44.3553153520523,0.571664815973578,6.7376772929502e-09
"172",1,"6",1,"b1.m6.r1","delta_t",7.29308087936834,3.00801023129911,0.0597807335862759
"173",1,"2",3,"b1.m2.r3","a",0.0419221415060631,0.0164928158892944,0.0517775107125474
"174",1,"2",3,"b1.m2.r3","b",-1.26913735512835,0.524632262486534,0.0601842795585906
"175",1,"2",3,"b1.m2.r3","tmax",44.3301512119319,1.40632925251184,6.03352660962409e-07
"176",1,"2",3,"b1.m2.r3","delta_t",5.19839418355584,4.21620073334756,0.272395031710563
"177",1,"8",2,"b1.m8.r2","a",0.0528576705638085,0.0316558772698003,0.155835456028528
"178",1,"8",2,"b1.m8.r2","b",-1.29170128331092,0.194761116971685,0.00117392073285347
"179",1,"8",2,"b1.m8.r2","tmax",44.3759338416211,0.630282141218389,1.09472014704513e-08
"180",1,"8",2,"b1.m8.r2","delta_t",8,5.59194821449117,0.211940507507553
"181",1,"5",1,"b1.m5.r1","a",0.0532702060608403,0.0164871040456606,0.0231794447939477
"182",1,"5",1,"b1.m5.r1","b",-1.18687006282968,0.100439469731181,7.63925494632454e-05
"183",1,"5",1,"b1.m5.r1","tmax",44.2422560557121,0.304192933095352,2.91503108658166e-10
"184",1,"5",1,"b1.m5.r1","delta_t",8,2.85528243691874,0.0379119312563722
"185",1,"10",2,"b1.m10.r2","a",0.0437108766917542,0.0408005619585707,0.332985897005152
"186",1,"10",2,"b1.m10.r2","b",-0.926820788399559,0.322538951571378,0.0348510875978189
"187",1,"10",2,"b1.m10.r2","tmax",44.0352361462285,1.19470475392751,2.76812821133954e-07
"188",1,"10",2,"b1.m10.r2","delta_t",8,8.63357245716816,0.396651466990809
"189",1,"4",3,"b1.m4.r3","a",0.0489009928621677,0.037323004931286,0.247083593108979
"190",1,"4",3,"b1.m4.r3","b",-1.19606068169799,0.256168547640056,0.00548732165740814
"191",1,"4",3,"b1.m4.r3","tmax",44.570870396314,1.00702841045023,1.11143603969168e-07
"192",1,"4",3,"b1.m4.r3","delta_t",8,7.35259545398678,0.326216000476777
"193",1,"13",1,"b1.m13.r1","a",0.052957633935419,0.0489873636334214,0.32903741719644
"194",1,"13",1,"b1.m13.r1","b",-1.28125068983479,0.300658328364277,0.00800351983058997
"195",1,"13",1,"b1.m13.r1","tmax",44.249343020584,0.924948486434485,7.53922069131743e-08
"196",1,"13",1,"b1.m13.r1","delta_t",8,8.55380730269786,0.39259022626588
"197",1,"13",3,"b1.m13.r3","a",0.0462639582886105,0.0328651009714595,0.218248612033078
"198",1,"13",3,"b1.m13.r3","b",-1.08419791513337,0.243053775374422,0.00663595787206279
"199",1,"13",3,"b1.m13.r3","tmax",44.3259429265515,0.934191036234975,7.85466783135185e-08
"200",1,"13",3,"b1.m13.r3","delta_t",8,6.74156227569126,0.288663350500336
"201",1,"11",2,"b1.m11.r2","a",0.0380285986302403,0.00571028828022385,0.00115202095811817
"202",1,"11",2,"b1.m11.r2","b",-1.29721404287503,0.27329808274533,0.00512033510048417
"203",1,"11",2,"b1.m11.r2","tmax",43.7532363578476,0.521613990962072,4.56391968691226e-09
"204",1,"11",2,"b1.m11.r2","delta_t",3.5880039044359,1.44277829044868,0.0553728659064442
"205",2,"15",1,"b2.m15.r1","a",0.0551267525290836,0.036179129504036,0.188083606729773
"206",2,"15",1,"b2.m15.r1","b",-1.17263155334677,0.212493420718759,0.00267548017053777
"207",2,"15",1,"b2.m15.r1","tmax",44.0467986911995,0.54718592889976,5.60646196528835e-09
"208",2,"15",1,"b2.m15.r1","delta_t",8,5.8982184280154,0.233020720520335
"209",2,"none",1,"b2.mnone.r1","a",0.0530261182610509,0.0419280509787408,0.261723712933629
"210",2,"none",1,"b2.mnone.r1","b",-1.23111503720788,0.256906718305988,0.00491792705007913
"211",2,"none",1,"b2.mnone.r1","tmax",44.4335538293189,0.843748359792735,4.66806549010846e-08
"212",2,"none",1,"b2.mnone.r1","delta_t",8,7.40637752451389,0.329400100312788
"213",2,"6",3,"b2.m6.r3","a",0.0543219764416198,0.0258260002874817,0.0893687857598581
"214",2,"6",3,"b2.m6.r3","b",-1.12405943150566,0.153826435133794,0.000751783089333146
"215",2,"6",3,"b2.m6.r3","tmax",44.1461467901108,0.428464367679957,1.6329586192408e-09
"216",2,"6",3,"b2.m6.r3","delta_t",8,4.32708076673351,0.123736058136187
"217",2,"13",3,"b2.m13.r3","a",0.0527068137521698,0.0259125600668187,0.0976090229633776
"218",2,"13",3,"b2.m13.r3","b",-1.08222580022783,0.160021590501113,0.00107373887414939
"219",2,"13",3,"b2.m13.r3","tmax",44.1539084741848,0.480479545041838,2.89255591557265e-09
"220",2,"13",3,"b2.m13.r3","delta_t",8,4.52129902839854,0.137052970556902
"221",2,"14",3,"b2.m14.r3","a",0.0489472247766295,0.0192627163016751,0.0518284843474097
"222",2,"14",3,"b2.m14.r3","b",-1.16860359535201,0.245647124068695,0.00507180684135575
"223",2,"14",3,"b2.m14.r3","tmax",44.4148354531093,0.763304080087085,2.83646976795152e-08
"224",2,"14",3,"b2.m14.r3","delta_t",7.20318889662437,4.0006409302313,0.131671319248086
"225",2,"1",2,"b2.m1.r2","a",0.0518829815240456,0.0246588699244795,0.0892955833841159
"226",2,"1",2,"b2.m1.r2","b",-1.10143742293747,0.15556129262171,0.000869766331908784
"227",2,"1",2,"b2.m1.r2","tmax",44.2650170301775,0.501392914368132,3.53423007906156e-09
"228",2,"1",2,"b2.m1.r2","delta_t",8,4.42501214034987,0.130423674685
"229",2,"11",3,"b2.m11.r3","a",0.055602795558672,0.0307349961563083,0.130222537729711
"230",2,"11",3,"b2.m11.r3","b",-1.18037607668668,0.179316015182782,0.00121476233272574
"231",2,"11",3,"b2.m11.r3","tmax",44.2087656066186,0.476044496251571,2.74448125578681e-09
"232",2,"11",3,"b2.m11.r3","delta_t",8,5.00599437829236,0.170916550380873
"233",2,"7",3,"b2.m7.r3","a",0.0540047434929174,0.02816403163601,0.113290162984751
"234",2,"7",3,"b2.m7.r3","b",-1.13696296696003,0.168820315614161,0.0010944954765398
"235",2,"7",3,"b2.m7.r3","tmax",44.1242384190391,0.473860684707307,2.70791253562765e-09
"236",2,"7",3,"b2.m7.r3","delta_t",8,4.74910496625324,0.15289630784046
"237",2,"12",3,"b2.m12.r3","a",0.0497574802431609,0.0271990698108675,0.126868538055236
"238",2,"12",3,"b2.m12.r3","b",-1.06713913789005,0.182121900201311,0.00205215449134423
"239",2,"12",3,"b2.m12.r3","tmax",44.2090065089152,0.615558172388576,9.91274413155133e-09
"240",2,"12",3,"b2.m12.r3","delta_t",8,5.11105912432496,0.178301988422729
"241",2,"15",2,"b2.m15.r2","a",0.0580049180326038,0.0519393043920809,0.314859351091385
"242",2,"15",2,"b2.m15.r2","b",-1.37459118759525,0.299893016486822,0.00592798876620483
"243",2,"15",2,"b2.m15.r2","tmax",44.2650408586653,0.681283168616801,1.63506940354975e-08
"244",2,"15",2,"b2.m15.r2","delta_t",8,7.96803036559084,0.36145818720932
"245",2,"10",1,"b2.m10.r1","a",0.0518189609275447,0.0358648734644045,0.208119618284689
"246",2,"10",1,"b2.m10.r1","b",-1.14635862594081,0.266512143114855,0.00770566458587212
"247",2,"10",1,"b2.m10.r1","tmax",44.1129586940167,0.805507438546588,3.83946262201695e-08
"248",2,"10",1,"b2.m10.r1","delta_t",7.8014819430501,6.5017460853921,0.283924578264579
"249",2,"8",3,"b2.m8.r3","a",0.0502961101247771,0.0343795117452441,0.203340615499205
"250",2,"8",3,"b2.m8.r3","b",-1.00179737684815,0.226669048330558,0.00689424203228257
"251",2,"8",3,"b2.m8.r3","tmax",44.1603384193892,0.741417966338484,2.5243333070057e-08
"252",2,"8",3,"b2.m8.r3","delta_t",8,6.35673773086234,0.263773471188687
"253",2,"9",1,"b2.m9.r1","a",0.0523794284295225,0.0219186355134662,0.0624092324910582
"254",2,"9",1,"b2.m9.r1","b",-1.10191297084509,0.136484747190496,0.000472199098764739
"255",2,"9",1,"b2.m9.r1","tmax",44.2745991721242,0.433494771448548,1.70609818060356e-09
"256",2,"9",1,"b2.m9.r1","delta_t",8,3.88893231583399,0.0947799451512427
"257",2,"3",2,"b2.m3.r2","a",0.0527745898384843,0.0247935866122346,0.0865620417299263
"258",2,"3",2,"b2.m3.r2","b",-1.11220385235082,0.152853914769854,0.000766763202272956
"259",2,"3",2,"b2.m3.r2","tmax",44.1768106773743,0.461478680311609,2.35821092312483e-09
"260",2,"3",2,"b2.m3.r2","delta_t",8,4.32605635704066,0.123666431325221
"261",2,"8",1,"b2.m8.r1","a",0.0537255810228897,0.0360934590561833,0.196784829041049
"262",2,"8",1,"b2.m8.r1","b",-1.07058965460715,0.217635537710438,0.00440060500632854
"263",2,"8",1,"b2.m8.r1","tmax",43.9606241942207,0.584598666273106,7.87863870388021e-09
"264",2,"8",1,"b2.m8.r1","delta_t",8,6.05760285451809,0.24383253980477
"265",2,"9",3,"b2.m9.r3","a",0.0546422208233354,0.0219603860969166,0.0552816226524048
"266",2,"9",3,"b2.m9.r3","b",-1.17343793411572,0.130025143986762,0.000279023041019542
"267",2,"9",3,"b2.m9.r3","tmax",44.0150084159108,0.340049349574953,5.22073877818864e-10
"268",2,"9",3,"b2.m9.r3","delta_t",8,3.61627702381684,0.0778866361836579
"269",2,"12",1,"b2.m12.r1","a",0.0523165096751704,0.0395622233468036,0.243297524733993
"270",2,"12",1,"b2.m12.r1","b",-1.06968962274738,0.246749241755241,0.00746313368603256
"271",2,"12",1,"b2.m12.r1","tmax",44.0865949639822,0.734577589740981,2.43034805334216e-08
"272",2,"12",1,"b2.m12.r1","delta_t",8,6.93471151066689,0.300803378714574
"273",2,"1",1,"b2.m1.r1","a",0.0563341643896686,0.0269004421397422,0.0904195772184928
"274",2,"1",1,"b2.m1.r1","b",-1.20289703137571,0.155761345678075,0.000581355190400495
"275",2,"1",1,"b2.m1.r1","tmax",44.136704710673,0.38412202872613,9.4688672767018e-10
"276",2,"1",1,"b2.m1.r1","delta_t",8,4.277544374588,0.120377648019666
"277",2,"9",2,"b2.m9.r2","a",0.0508881735286219,0.0244529635758935,0.0919375779046861
"278",2,"9",2,"b2.m9.r2","b",-1.03165061315746,0.158537603861782,0.00128011188360798
"279",2,"9",2,"b2.m9.r2","tmax",44.1207332810182,0.502111549847368,3.61816903379268e-09
"280",2,"9",2,"b2.m9.r2","delta_t",8,4.4458918666654,0.131857024817231
"281",2,"6",1,"b2.m6.r1","a",0.052025919467953,0.0478673270998928,0.326687321671704
"282",2,"6",1,"b2.m6.r1","b",-1.07958606494652,0.300826913617643,0.015729162246738
"283",2,"6",1,"b2.m6.r1","tmax",44.3054986811211,0.978919127268885,9.94216345670713e-08
"284",2,"6",1,"b2.m6.r1","delta_t",8,8.58545875984181,0.394206784684546
"285",2,"8",2,"b2.m8.r2","a",0.0547561203773324,0.0220399020816254,0.055540190166554
"286",2,"8",2,"b2.m8.r2","b",-1.16025127600552,0.130235081637337,0.000296669943603223
"287",2,"8",2,"b2.m8.r2","tmax",44.1279608371479,0.352346491327655,6.15584544434156e-10
"288",2,"8",2,"b2.m8.r2","delta_t",8,3.64779392706943,0.0797837370429149
"289",2,"10",3,"b2.m10.r3","a",0.0529715978250431,0.0417627665721636,0.260504710724848
