"","mic","temp","well.ID","r.exp"
"281","10",25,"2.1.1",1.76677859784787
"282","10",25,"2.6.4",1.75707687365607
"283","10",30,"1.3.6",1.67954986773955
"284","10",30,"11.2.6",1.28327042938317
"285","10",30,"30.3.8",1.28998935144147
"286","10",33,"1.1.5",1.82863371342046
"287","10",33,"1.3.4",1.45916800139726
"288","10",33,"2.5.5",1.84975072073564
"289","10",35,"1.1.10",1.89853415832996
"290","10",35,"1.5.7",1.02598950259648
"291","10",35,"2.1.4",1.923884349748
"292","10",39,"1.1.10",1.35352426288986
"293","10",39,"2.3.8",1.27949960809229
"294","10",39,"2.5.1",0.574689700308656
"295","10",43,"1.1.1",-0.223214697652523
"296","10",43,"1.4.8",-0.318826282907853
"297","10",43,"2.2.6",-0.373500879202625
"298","11",8,"1.3.10",-0.0384146835622929
"299","11",8,"1.4.7",0.0457874859808372
"300","11",8,"2.6.10",-0.0175091686761245
"301","11",14,"1.6.1",0.355511629303671
"302","11",14,"2.1.7",0.450860803661431
"303","11",14,"2.4.5",0.397692417459506
"304","11",20,"1.2.8",0.589244282488708
"305","11",20,"1.4.7",0.448569534176441
"306","11",20,"2.4.6",0.408524309704398
"307","11",25,"1.1.2",0.831231491148554
"308","11",25,"1.2.4",1.05831510119034
"309","11",25,"1.3.6",1.14760143647698
"310","11",30,"2.3.4",1.49676032064472
"311","11",30,"26.1.4",1.33781177843743
"312","11",30,"26.3.6",1.2831979453061
"313","11",33,"1.4.8",2.0565998658195
"314","11",33,"1.5.5",2.0689917518093
"315","11",33,"2.3.6",2.49762278856129
"316","11",35,"1.2.1",2.51566850637024
"317","11",35,"2.5.5",2.59990766455743
"318","11",35,"2.6.3",2.46874682389583
"319","11",39,"1.5.10",1.41322200496893
"320","11",39,"1.6.3",1.43210686061454
"321","11",39,"2.4.5",1.44277195143412
"322","11",43,"2.4.2",-0.454275665694696
"323","11",43,"2.4.4",-0.365551972728125
"324","11",43,"2.5.9",-0.307202895585753
"325","12",8,"1.3.6",0.0834749524584318
"326","12",8,"1.4.8",0.0947317972853891
"327","12",8,"2.1.6",0.076781634571428
"328","12",14,"1.2.3",0.420737026918928
"329","12",14,"1.4.1",0.322485214429254
"330","12",14,"2.1.5",0.275583112184143
"331","12",20,"1.6.4",0.816946591832934
"332","12",20,"2.2.7",1.08235911303156
"333","12",20,"2.6.7",1.11991139398629
"334","12",25,"1.2.6",1.65349523135764
"335","12",25,"1.2.9",1.14903339063364
"336","12",25,"2.3.9",1.05474882564318
"337","12",30,"2.3.1",1.6538359141735
"338","12",30,"6.1.3",1.73975501378115
"339","12",30,"14.3.6",1.54088577584319
"340","12",33,"1.6.10",1.53904450993114
"341","12",33,"2.1.3",1.79240732011678
"342","12",33,"2.4.4",1.85307866626219
"343","12",35,"1.2.6",1.95367017037275
"344","12",35,"2.5.10",1.97890853064001
"345","12",35,"2.6.10",1.8866782683703
"346","12",39,"1.1.5",0.377683225925362
"347","12",39,"2.2.9",1.33987140164842
"348","12",39,"2.4.4",1.36008626715288
"349","12",43,"1.4.4",-0.409383870058024
"350","12",43,"1.6.8",-0.376599910827447
"351","12",43,"2.1.3",-0.25375405821761
"352","13",8,"2.1.2",0.115184439270283
"353","13",8,"2.6.6",0.048585145567038
"354","13",8,"2.6.8",-0.0381974050051072
"355","13",14,"1.6.3",0.181853195286535
"356","13",14,"2.4.2",0.583467796777391
"357","13",14,"2.5.10",0.324814647785273
"358","13",20,"2.1.5",0.664148254068564
"359","13",20,"2.3.1",0.28772179382808
"360","13",20,"2.5.6",0.573881155624015
"361","13",25,"1.3.10",1.21770797668567
"362","13",25,"1.5.6",1.20859036610744
"363","13",25,"2.1.7",1.24178430045059
"364","13",30,"10.6.5",1.29864087780863
"365","13",30,"18.4.3",1.52863463936969
"366","13",30,"19.2.5",1.56028122719628
"367","13",33,"1.3.9",1.70996015795183
"368","13",33,"2.1.1",2.52597050407839
"369","13",33,"2.4.10",1.76912347810584
"370","13",35,"1.3.8",1.92408136530478
"371","13",35,"2.3.7",1.83059817350472
"372","13",35,"2.4.4",1.82037337197383
"373","13",39,"1.1.4",0.323406753166101
"374","13",39,"1.3.7",0.364570830735511
"375","13",39,"2.5.2",0.311890741394235
"376","13",43,"1.3.8",-0.329922971918745
"377","13",43,"2.3.7",-0.252958725235465
"378","13",43,"2.6.4",-0.260593117340306
"379","14",8,"1.1.9",0.298084189908162
"380","14",8,"1.3.3",0.0700143524402502
"381","14",8,"1.5.1",0.138822497073074
"382","14",14,"1.3.5",0.621006100587671
"383","14",14,"1.3.6",0.0422625494108729
"384","14",14,"2.5.5",0.386366323598372
"385","14",20,"1.1.8",0.922516321379364
"386","14",20,"1.4.9",1.09268009886524
"387","14",20,"2.6.5",0.74509277670257
"388","14",25,"1.1.9",1.66792244938529
"389","14",25,"1.4.5",1.33617603276601
"390","14",25,"2.3.10",1.16117068977992
"391","14",30,"10.4.2",1.70251840047484
"392","14",30,"11.1.9",1.66460332588342
"393","14",30,"25.3.7",1.41083927903594
"394","14",33,"1.6.2",1.49247273555564
"395","14",33,"2.1.6",2.42430380398197
"396","14",33,"2.2.5",1.86574562027752
"397","14",35,"1.6.4",1.56156924376234
"398","14",35,"2.2.4",1.80841894341612
"399","14",35,"2.4.9",1.81172671979024
"400","14",39,"1.1.2",1.16956239250687
"401","14",39,"1.3.9",1.4142211257337
"402","14",39,"2.1.8",0.290171909657745
"403","14",43,"1.1.4",-0.234013169188877
"404","14",43,"1.4.10",-0.449045300881705
"405","14",43,"1.5.6",-0.287541971221883
"406","15",8,"1.1.3",0.3897720491653
"407","15",8,"1.3.7",0.0876666330873932
"408","15",8,"2.3.2",0.00287392787489915
"409","15",14,"2.1.9",0.616881824721611
"410","15",14,"2.5.1",0.448987315137112
"411","15",14,"2.5.6",0.61691115515937
"412","15",20,"1.2.2",0.727026854500886
"413","15",20,"1.2.9",0.323176752195649
"414","15",20,"2.5.2",0.63278661878442
"415","15",25,"1.6.3",1.30007771399554
"416","15",25,"1.6.10",1.85828807141483
"417","15",25,"2.5.3",1.58065829371351
"418","15",30,"14.1.7",1.60748571717774
"419","15",30,"26.4.4",1.28071893779062
"420","15",30,"30.2.7",1.28348430133004
"421","15",33,"1.5.10",1.9061830710632
"422","15",33,"2.3.8",1.85023724426775
"423","15",33,"2.6.9",1.86800104631549
"424","15",35,"1.4.10",2.13332191362155
"425","15",35,"2.4.7",1.7941789901492
"426","15",35,"2.6.9",1.83590504148851
"427","15",39,"1.1.3",0.298650065222688
"428","15",39,"1.6.1",0.417387026835218
"429","15",39,"2.5.5",1.30563485659425
"430","15",43,"1.2.2",-0.333133973240406
"431","15",43,"1.5.8",-0.316185030934903
"432","15",43,"2.3.5",-0.285864753791524
"433","all",8,"1.4.10",-0.0131715106291791
"434","all",8,"2.3.8",0.00245370115495862
"435","all",8,"2.4.4",0.0560763319639199
"436","all",14,"1.2.10",0.30895977605898
"437","all",14,"1.4.4",0.6292941747283
"438","all",14,"2.6.2",0.0179613460925408
"439","all",20,"1.5.9",0.933651116150218
"440","all",20,"2.1.3",0.222017274682963
"441","all",20,"2.2.6",0.913307602697551
"442","all",25,"1.1.1",1.42818245263214
"443","all",25,"1.2.10",0.831231489538553
"444","all",25,"1.5.2",1.32497043173004
"445","all",30,"2.4.2",1.69786794603386
"446","all",30,"15.1.2",1.34524200554784
"447","all",30,"32.5.1",1.42059095359097
"448","all",33,"1.1.10",2.11591346987408
"449","all",33,"1.6.3",2.0621729902142
"450","all",33,"2.6.4",2.00988331248634
"451","all",35,"2.1.2",2.1772143101578
"452","all",35,"2.3.5",0.57772182832489
"453","all",35,"2.5.1",2.56373914358949
"454","all",39,"1.6.6",0.490155384087108
"455","all",39,"2.5.4",1.39007632085191
"456","all",39,"2.5.10",1.51198504697048
"457","all",43,"1.3.6",-0.382891943696015
"458","all",43,"1.6.1",-0.248898604488348
"459","all",43,"2.6.10",-0.319222762478863
