"","mic","nit","well.ID","r.exp"
"1","none",1,"5.6.4",-0.00484185045703654
"2","none",1,"11.5.2",0.792327592487138
"3","none",1,"16.4.6",-0.113061961474947
"4","none",50,"1.5.4",1.12853585565977
"5","none",50,"2.2.6",1.37388072242403
"6","none",50,"20.6.5",1.11376798359047
"7","none",0,"2.2.2",0.200970621019861
"8","none",0,"9.2.2",-0.146646930039249
"9","none",0,"21.2.1",0.567596823863069
"10","none",25,"2.6.8",1.44699834418152
"11","none",25,"22.1.6",0.273409230878951
"12","none",25,"25.6.3",0.431601335977751
"13","none",10,"17.4.5",0.560357299548795
"14","none",10,"23.3.7",0.333471544999328
"15","none",10,"26.2.2",0.470194888722914
"16","none",1000,"3.3.2",1.96385632000746
"17","none",1000,"13.2.8",1.3985029255179
"18","none",1000,"19.2.4",1.52246813486649
"19","none",100,"3.2.10",1.42504399336784
"20","none",100,"16.5.6",1.0464082656334
"21","none",100,"27.3.5",0.947974205471388
"22","none",5,"1.5.5",0.328132794622158
"23","none",5,"16.5.5",0.720736604055988
"24","none",5,"24.4.3",-0.131574759022227
"25","none",400,"3.4.10",1.64257847750139
"26","none",400,"14.5.10",1.35590571724636
"27","none",400,"20.4.4",1.64985956905678
"28","none",700,"8.4.5",1.35034999266886
"29","none",700,"13.6.5",0.67415337491493
"30","none",700,"21.3.4",1.54651184089212
"31","1",1,"12.6.10",-0.20218531667659
"32","1",1,"13.3.10",-0.197286065969885
"33","1",1,"14.3.10",-0.0673009944194381
"34","1",50,"2.3.7",0.715525092730637
"35","1",50,"7.6.9",1.05737042690304
"36","1",50,"26.6.7",0.785989812290952
"37","1",50,"27.3.7",0.696877376690778
"38","1",0,"11.5.7",0.24205381436586
"39","1",0,"12.4.6",-0.135005301505867
"40","1",0,"16.4.1",1.09040378362748
"41","1",25,"5.1.3",0.912671420089962
"42","1",25,"15.4.7",0.578073837389829
"43","1",25,"17.1.7",0.664544744123
"44","1",10,"15.1.1",0.225177160655823
"45","1",10,"18.1.10",0.349397491586528
"46","1",1000,"14.1.10",1.5516441158203
"47","1",1000,"27.3.1",1.39869624819445
"48","1",1000,"27.4.8",1.15042979694793
"49","1",100,"18.6.2",1.24889600407957
"50","1",100,"19.6.7",1.18884797014587
"51","1",100,"28.4.4",0.612297664667359
"52","1",5,"4.6.9",0.266932349223985
"53","1",5,"20.1.5",0.165985152241499
"54","1",5,"20.2.10",0.237493366074154
"55","1",400,"16.2.3",1.24675878854285
"56","1",400,"16.2.9",0.0605095931174265
"57","1",400,"27.3.2",1.32767120333173
"58","1",700,"2.5.3",1.53364591830927
"59","1",700,"19.1.4",1.60719716801132
"60","1",700,"26.2.4",1.31254644222672
"61","2",1,"1.5.3",-0.151497415394007
"62","2",1,"8.5.1",0.220967789068593
"63","2",1,"14.6.2",-0.231461798898151
"64","2",50,"2.1.9",1.07639471707521
"65","2",50,"8.3.6",0.893103636340369
"66","2",50,"32.1.6",0.761741162670811
"67","2",0,"10.1.5",-0.219829063983942
"68","2",0,"19.2.7",-0.252847230988742
"69","2",0,"26.6.9",-0.199527472635303
"70","2",25,"1.6.2",0.856718626511803
"71","2",25,"7.1.9",1.11226012670035
"72","2",25,"10.5.2",0.773873190469524
"73","2",10,"1.2.1",0.84911559275322
"74","2",10,"17.2.10",0.607695486621235
"75","2",10,"29.5.2",0.124914201162616
"76","2",1000,"1.2.8",1.54769913567028
"77","2",1000,"21.3.3",1.71731816062463
"78","2",1000,"24.6.8",1.42530238005122
"79","2",100,"2.5.1",1.32617119290671
"80","2",100,"11.2.5",1.04211854498631
"81","2",100,"24.1.5",0.960879419792903
"82","2",5,"10.5.10",-0.199883531116637
"83","2",5,"14.6.1",0.235424690177486
"84","2",5,"18.6.9",0.316312678671124
"85","2",400,"10.2.8",1.54676421567812
"86","2",400,"13.1.9",1.35624752507161
"87","2",400,"31.1.8",1.45798922932419
"88","2",700,"10.6.2",1.67121387843908
"89","2",700,"25.3.1",1.31185185400909
"90","2",700,"32.2.3",1.47141475873878
"91","3",1,"6.6.8",-0.21091842240154
"92","3",1,"15.4.2",-0.14990358370115
"93","3",1,"27.4.4",-0.148966243679896
"94","3",50,"10.6.10",0.887274509371435
"95","3",50,"18.2.7",1.16925345358571
"96","3",50,"28.6.9",0.562990634394442
"97","3",0,"1.1.6",-0.101528753015329
"98","3",0,"6.4.5",-0.149203182884006
"99","3",0,"13.4.6",-0.0879378654424224
"100","3",25,"1.5.6",1.13483063056012
"101","3",25,"10.1.3",1.1040458481499
"102","3",25,"15.1.9",0.59449626549791
"103","3",10,"11.1.5",0.891567933082207
"104","3",10,"20.6.4",0.302712475154537
"105","3",10,"31.3.7",0.156441005038578
"106","3",1000,"15.2.4",1.51806651362654
"107","3",1000,"16.6.7",1.26352829686463
"108","3",1000,"22.2.8",1.70098972904208
"109","3",100,"6.5.6",1.3288615992106
"110","3",100,"7.5.9",1.50769228779604
"111","3",100,"24.2.1",1.08364523373131
"112","3",5,"1.4.2",0.428927453282838
"113","3",5,"2.4.9",0.782910011557338
"114","3",5,"4.3.6",0.429185663935855
"115","3",400,"3.1.6",1.82361010327723
"116","3",400,"29.1.3",1.34523074170727
"117","3",400,"32.6.2",1.34729147437081
"118","3",700,"8.1.4",1.53892772318911
"119","3",700,"15.3.2",0.543830571312723
"120","3",700,"27.6.4",1.45534969112178
"121","4",1,"2.1.10",-0.245451309880547
"122","4",1,"8.2.8",0.115157255138658
"123","4",1,"21.1.9",-0.18384056371611
"124","4",50,"1.1.4",0.85794191368475
"125","4",50,"10.3.6",0.766012872157894
"126","4",50,"21.5.2",1.18638427151431
"127","4",0,"5.5.5",-0.20393006221527
"128","4",0,"25.5.2",0.164930559203812
"129","4",0,"32.5.10",-0.042696179022865
"130","4",25,"20.2.2",0.454067672131984
"131","4",25,"29.4.7",0.49671735290292
"132","4",25,"29.6.5",0.513562833468164
"133","4",10,"6.3.8",0.516552037028177
"134","4",10,"18.3.10",0.762636039268423
"135","4",10,"21.3.1",0.310306540870758
"136","4",1000,"12.5.3",1.26952215136271
"137","4",1000,"25.2.5",1.40714228451598
"138","4",1000,"31.6.4",0.684580538630712
"139","4",100,"15.5.5",0.742294539607763
"140","4",100,"28.5.3",0.620502642318946
"141","4",100,"31.4.5",0.798695254285526
"142","4",5,"19.6.6",0.185579160362906
"143","4",5,"20.3.2",0.0994982598029939
"144","4",5,"22.2.5",0.127698374455748
"145","4",400,"15.2.5",1.50160153936944
"146","4",400,"26.2.5",1.36458769091146
"147","4",400,"27.6.5",1.40960434876162
"148","4",700,"17.1.2",0.3396777144735
"149","4",700,"19.6.4",1.61588886056831
"150","4",700,"29.4.6",1.2808893645212
"151","5",1,"3.6.8",-0.172524583742535
"152","5",1,"11.5.4",-0.261370057368024
"153","5",1,"32.6.7",-0.0938721038976098
"154","5",50,"18.1.7",1.33541890587393
"155","5",50,"18.6.1",1.11833969074577
"156","5",50,"19.5.7",0.530772622461197
"157","5",0,"7.2.4",-0.192189656522391
"158","5",0,"12.5.9",-0.199658657848494
"159","5",0,"29.6.3",0.0388662402785886
"160","5",25,"7.2.6",1.23820836841588
"161","5",25,"29.6.4",0.464750891724968
"162","5",25,"30.4.2",0.478599379982895
"163","5",10,"21.4.8",0.454707032030456
"164","5",10,"26.4.7",0.132241555292173
"165","5",10,"29.3.9",0.299345724181045
"166","5",1000,"2.3.3",1.7519119455903
"167","5",1000,"3.6.1",1.68544061624955
"168","5",1000,"6.2.9",1.91326778918786
"169","5",100,"21.3.9",1.36081232286308
"170","5",100,"28.1.3",0.686182890271303
"171","5",100,"28.1.6",1.01823021678189
"172","5",5,"6.4.7",0.37841813263453
"173","5",5,"12.2.4",-0.154407316591621
"174","5",5,"18.5.6",0.234064275295213
"175","5",400,"5.3.8",2.04511130076016
"176","5",400,"14.4.3",0.848833872603956
"177","5",400,"16.3.5",1.17234817545974
"178","5",700,"26.4.5",1.28416610345103
"179","5",700,"29.5.9",1.26587170136357
"180","5",700,"30.5.1",0.982462835377365
"181","6",1,"7.1.10",-0.079728546875703
"182","6",1,"13.6.2",-0.273548416632488
"183","6",1,"18.6.4",-0.184755701967057
"184","6",50,"28.3.7",0.599305259765587
"185","6",50,"29.5.3",0.721655302171326
"186","6",50,"31.4.1",0.817142219518088
"187","6",0,"8.4.1",0.432485265975695
"188","6",0,"9.6.4",-0.262046393237299
"189","6",0,"25.1.8",-0.165268596509626
"190","6",25,"5.6.7",1.53383732178708
"191","6",25,"18.3.5",0.724061640824889
"192","6",25,"24.4.5",0.353985757925109
"193","6",10,"13.1.7",0.585557586937339
"194","6",10,"23.5.7",0.341506363279058
"195","6",10,"24.1.9",0.22922544535631
"196","6",1000,"4.3.2",1.55122208939866
"197","6",1000,"5.6.5",1.73266934191129
"198","6",1000,"18.6.10",1.69584933151958
"199","6",100,"9.2.1",1.32041695966504
"200","6",100,"12.4.8",1.02214532090913
"201","6",100,"27.2.6",0.957837250747338
"202","6",5,"4.2.10",0.621651408403549
"203","6",5,"9.1.10",0.240534558737157
"204","6",5,"27.6.7",0.158613104002142
"205","6",400,"12.3.5",1.35378342423768
"206","6",400,"17.4.10",0.506561589857726
"207","6",400,"26.1.8",1.27526675982894
"208","6",700,"5.5.2",1.53156869293024
"209","6",700,"17.4.2",0.526975172198745
"210","6",700,"32.2.9",1.33289198362012
"211","7",1,"6.4.10",-0.212762115730292
"212","7",1,"15.5.1",-0.222220063222668
"213","7",1,"27.6.8",-0.136482050786899
"214","7",50,"5.5.10",1.38866367324253
"215","7",50,"9.3.8",0.982370487430827
"216","7",50,"23.5.6",1.08902242000732
"217","7",0,"8.3.1",0.144757815935745
"218","7",0,"13.3.2",-0.245631119731514
"219","7",0,"28.2.3",-0.104708311213831
"220","7",25,"1.3.8",1.11570521215026
"221","7",25,"9.1.4",0.993531085695346
"222","7",25,"22.1.8",0.518406315951839
"223","7",10,"9.1.8",0.463782923307715
"224","7",10,"15.6.8",0.402857245650021
"225","7",10,"16.2.1",0.459688689287107
"226","7",1000,"6.3.7",1.91090632513238
"227","7",1000,"16.2.7",0.586743314519943
"228","7",1000,"31.5.5",0.659610363694371
"229","7",100,"26.3.4",0.786203373331428
"230","7",100,"28.1.10",0.6512409305969
"231","7",100,"31.3.4",-0.135246449812757
"232","7",5,"6.5.5",0.511215433199288
"233","7",5,"19.1.2",0.312891541803126
"234","7",5,"28.2.7",-0.170755717616213
"235","7",400,"3.1.2",1.6985277015166
"236","7",400,"20.4.8",1.80801472136269
"237","7",400,"26.5.5",1.29757990656395
"238","7",700,"2.5.2",1.47904885361024
"239","7",700,"7.5.6",1.09070445671803
"240","7",700,"16.1.4",1.24099924209859
"241","8",1,"7.3.6",0.397074532022012
"242","8",1,"14.3.7",-0.0974564132103986
"243","8",1,"16.5.2",-0.162023187458331
"244","8",50,"2.5.6",1.10462590480245
"245","8",50,"25.6.4",0.857719283599967
"246","8",50,"32.3.3",0.800263021007258
"247","8",0,"6.5.8",-0.156582414397029
"248","8",0,"24.5.9",-0.13551895896823
"249","8",0,"26.3.7",0.563543671665375
"250","8",25,"6.4.1",1.22008348321225
"251","8",25,"15.1.6",0.666545733922757
"252","8",25,"28.6.4",0.464946198620304
"253","8",10,"11.2.7",0.684409637131065
"254","8",10,"24.2.2",0.422782326536142
"255","8",10,"28.2.8",0.302962916868542
"256","8",1000,"8.5.4",1.62804794366573
"257","8",1000,"10.3.10",1.62512125171189
"258","8",1000,"24.3.7",1.44556091453365
"259","8",100,"12.5.2",1.12135963918886
"260","8",100,"23.5.5",1.17251234621629
"261","8",100,"32.6.5",1.08861032035859
"262","8",5,"12.5.5",0.192973012491298
"263","8",5,"16.5.4",0.254496725461052
"264","8",5,"27.5.7",0.349066626295683
"265","8",400,"4.1.2",1.98518684558388
"266","8",400,"8.5.7",1.76302872329902
"267","8",400,"11.4.6",1.58677000589423
"268","8",700,"6.6.10",0.891220832338533
"269","8",700,"15.1.8",1.56193121515361
"270","8",700,"16.5.8",0.619896949226648
"271","9",1,"13.2.3",-0.218570694474798
"272","9",1,"28.4.3",-0.196686189257553
"273","9",1,"31.2.9",0.044810768103733
"274","9",50,"25.1.5",0.841547562984846
"275","9",50,"31.1.10",0.850974577703215
"276","9",0,"3.5.9",-0.125259612986861
"277","9",0,"18.6.7",-0.149248289182148
"278","9",0,"23.1.1",-0.0978689860671764
"279","9",25,"19.3.7",0.498578112368258
"280","9",25,"23.6.7",0.766061980982514
"281","9",25,"28.4.8",0.543878740897145
"282","9",10,"1.5.10",1.06170044650837
"283","9",10,"7.3.10",0.803475814457452
"284","9",10,"15.5.2",0.358278225536133
"285","9",1000,"8.1.6",1.66797705546496
"286","9",1000,"16.3.10",0.478309447814002
"287","9",1000,"24.1.8",1.40258473858746
"288","9",100,"25.3.3",0.960423257293163
"289","9",100,"26.1.7",1.05698484707411
"290","9",100,"27.6.6",0.863743078025345
"291","9",5,"19.1.8",-0.127023767623165
"292","9",5,"22.5.3",-0.160763136248686
"293","9",5,"32.6.1",-0.155540988204141
"294","9",400,"22.5.6",1.53349197811966
"295","9",400,"24.2.10",1.36356669672597
"296","9",400,"25.2.8",1.34543270597629
"297","9",700,"28.4.7",1.09499883651048
"298","9",700,"28.6.3",1.197955328431
"299","9",700,"31.1.2",1.11465462842288
"300","10",1,"1.6.5",-0.0868920444145606
"301","10",1,"14.1.5",-0.222543511450652
"302","10",1,"28.1.1",0.0578259369179789
"303","10",50,"7.5.7",1.36173777811423
"304","10",50,"9.6.10",1.10927346620568
"305","10",50,"28.1.5",0.734768531794254
"306","10",0,"9.2.9",-0.146688461941445
"307","10",0,"27.5.2",-0.0887001521232855
"308","10",0,"31.1.4",0.175428693508357
"309","10",25,"4.3.7",1.50997888588114
"310","10",25,"4.6.7",1.4311127978362
"311","10",25,"21.2.8",0.566644454603163
