"","block","mic","rep","id","Parameter","mean","Rhat","n.eff"
"47",1,"8",3,"b1.m8","deviance",-0.637794009355075,1.00120276257922,5000
"48",1,"8",3,"b1.m8","r_max",1.62779239683935,1.00124258665515,4700
"49",1,"6",1,"b1.m6","K_s",29.0121213421846,1.00155771089184,3300
"50",1,"6",1,"b1.m6","deviance",9.37481633298372,1.00061402195073,6000
"51",1,"6",1,"b1.m6","r_max",1.39177777563422,1.00148654881897,3500
"52",3,"8",2,"b3.m8","K_s",54.4912267246656,1.00126963709316,4500
"53",3,"8",2,"b3.m8","deviance",-12.7387646193376,1.00121697280544,4900
"54",3,"8",2,"b3.m8","r_max",1.53328720774924,1.0016697342503,3000
"55",3,"6",2,"b3.m6","K_s",56.6529252678063,1.00071332104812,6000
"56",3,"6",2,"b3.m6","deviance",-17.0260406626322,1.00054988758273,6000
"57",3,"6",2,"b3.m6","r_max",1.4957718999893,1.00079680170219,6000
"58",3,"11",2,"b3.m11","K_s",55.2701591642922,1.00100015779134,6000
"59",3,"11",2,"b3.m11","deviance",15.9726923207271,1.00089603773771,6000
"60",3,"11",2,"b3.m11","r_max",1.52167890328489,1.0014259504804,3800
"61",3,"none",2,"b3.mnone","K_s",55.1881219479076,1.00148616872626,3500
"62",3,"none",2,"b3.mnone","deviance",-16.2587626990201,1.00113091969438,5500
"63",3,"none",2,"b3.mnone","r_max",1.52196010056355,1.00108211280495,6000
"64",3,"all",1,"b3.mall","K_s",54.943249034386,1.00124525817213,6000
"65",3,"all",1,"b3.mall","deviance",24.0239673406524,1.00168253976777,3000
"66",3,"all",1,"b3.mall","r_max",1.7229140673829,1.00064080599102,6000
"67",3,"2",3,"b3.m2","K_s",55.989985449075,1.0010402166723,6000
"68",3,"2",3,"b3.m2","deviance",-14.9609756276538,1.00087806387391,6000
"69",3,"2",3,"b3.m2","r_max",1.58810372634217,1.00100486210033,6000
"70",3,"9",2,"b3.m9","K_s",55.9671739438054,1.00117617099476,5200
"71",3,"9",2,"b3.m9","deviance",-14.9723956981702,1.00103990278276,6000
"72",3,"9",2,"b3.m9","r_max",1.53576868947371,1.00104686385381,6000
"73",3,"12",1,"b3.m12","K_s",55.5897468717474,1.00119154596534,5100
"74",3,"12",1,"b3.m12","deviance",-12.8390979583341,1.00108671256937,6000
"75",3,"12",1,"b3.m12","r_max",1.50987940794473,1.00108565642979,6000
"76",3,"5",1,"b3.m5","K_s",54.4896255279996,1.00086293793569,6000
"77",3,"5",1,"b3.m5","deviance",-5.25585398551564,1.00090769367895,6000
"78",3,"5",1,"b3.m5","r_max",1.50179385641922,1.00084483908224,6000
"79",3,"14",1,"b3.m14","K_s",54.2692486055409,1.00063042067272,6000
"80",3,"14",1,"b3.m14","deviance",-28.3577892031747,1.0007221000699,6000
"81",3,"14",1,"b3.m14","r_max",1.56629341702397,1.0008369907264,6000
"82",3,"15",1,"b3.m15","K_s",53.4156369865012,1.00087949480788,6000
"83",3,"15",1,"b3.m15","deviance",-9.93617962499111,1.00066224008898,6000
"84",3,"15",1,"b3.m15","r_max",1.37581272769805,1.00065366484093,6000
"85",3,"7",2,"b3.m7","K_s",55.2784220576946,1.00083830982944,6000
"86",3,"7",2,"b3.m7","deviance",-5.46262248195491,1.0005327525919,6000
"87",3,"7",2,"b3.m7","r_max",1.46133378756751,1.00079433495078,6000
"88",3,"1",3,"b3.m1","K_s",54.3163932814106,1.00183618132514,2600
"89",3,"1",3,"b3.m1","deviance",0.362347653008309,1.00192952211791,2500
"90",3,"1",3,"b3.m1","r_max",1.47102055597863,1.00106435362892,6000
"91",3,"13",3,"b3.m13","K_s",54.9855642476135,1.0009767425714,6000
"92",3,"13",3,"b3.m13","deviance",4.17794886918904,1.0011459840904,5400
"93",3,"13",3,"b3.m13","r_max",1.36941700767741,1.00105697558189,6000
"94",3,"4",1,"b3.m4","K_s",56.1484301767728,1.0010392171277,6000
"95",3,"4",1,"b3.m4","deviance",-18.5281987952901,1.00068500992505,6000
"96",3,"4",1,"b3.m4","r_max",1.48259059315487,1.00075343378455,6000
"97",3,"3",3,"b3.m3","K_s",55.9093782383288,1.00087681385164,6000
"98",3,"3",3,"b3.m3","deviance",-14.5828965770596,1.00114564894668,5400
"99",3,"3",3,"b3.m3","r_max",1.60623105232751,1.00062580303704,6000
"100",3,"10",3,"b3.m10","K_s",55.5326229276831,1.00107847712129,6000
"101",3,"10",3,"b3.m10","deviance",-21.0608699378114,1.00110929325662,5700
"102",3,"10",3,"b3.m10","r_max",1.5181426406094,1.00116171091699,5300
"103",4,"7",2,"b4.m7","K_s",50.8261106886301,1.0016652885475,5400
"104",4,"7",2,"b4.m7","deviance",-10.5763860669734,1.00233448513011,2400
"105",4,"7",2,"b4.m7","r_max",1.54290122463644,1.00057077320541,6000
"106",4,"14",1,"b4.m14","K_s",42.9172950977994,1.00150134928278,3500
"107",4,"14",1,"b4.m14","deviance",-2.87920944287742,1.00092161260603,6000
"108",4,"14",1,"b4.m14","r_max",1.49514618413368,1.00100716426384,6000
"109",4,"2",1,"b4.m2","K_s",45.3183744841519,1.00086461697002,6000
"110",4,"2",1,"b4.m2","deviance",-10.3735626028827,1.00091648659033,6000
"111",4,"2",1,"b4.m2","r_max",1.57863220857014,1.00061117086147,6000
"112",4,"10",1,"b4.m10","K_s",39.2803098686496,1.00064465126301,6000
"113",4,"10",1,"b4.m10","deviance",-6.45991520936161,1.001020263458,6000
"114",4,"10",1,"b4.m10","r_max",1.68837117886396,1.00070498672873,6000
"115",4,"13",2,"b4.m13","K_s",51.2870721055154,1.0010778984341,6000
"116",4,"13",2,"b4.m13","deviance",-2.3015098477145,1.00083822569274,6000
"117",4,"13",2,"b4.m13","r_max",1.57637654733866,1.0011114663294,5700
"118",4,"3",1,"b4.m3","K_s",48.6576025843464,1.00081628806489,6000
"119",4,"3",1,"b4.m3","deviance",2.70511977925623,1.00126026120138,6000
"120",4,"3",1,"b4.m3","r_max",1.58913549598339,1.00074787694144,6000
"121",4,"4",3,"b4.m4","K_s",43.4581733111407,1.0012054475618,5000
"122",4,"4",3,"b4.m4","deviance",6.54877720292396,1.00113132258061,5500
"123",4,"4",3,"b4.m4","r_max",1.59632410402106,1.00146074673461,3600
"124",4,"5",1,"b4.m5","K_s",46.6080044479682,1.00087950924195,6000
"125",4,"5",1,"b4.m5","deviance",-18.5775640421422,1.0007622446374,6000
"126",4,"5",1,"b4.m5","r_max",1.52437653038257,1.0010189241134,6000
"127",4,"11",2,"b4.m11","K_s",47.4737308922443,1.0015308316124,3700
"128",4,"11",2,"b4.m11","deviance",22.0401296724778,1.00120080557143,5000
"129",4,"11",2,"b4.m11","r_max",1.38868155637327,1.00108604895919,6000
"130",4,"8",3,"b4.m8","K_s",44.0378940809603,1.00098025845046,6000
"131",4,"8",3,"b4.m8","deviance",1.62154995603458,1.00113077192529,5500
"132",4,"8",3,"b4.m8","r_max",1.52439130767318,1.00128298846377,4500
"133",4,"15",2,"b4.m15","K_s",41.4389340392803,1.00081761117224,6000
"134",4,"15",2,"b4.m15","deviance",-1.66347230916505,1.00100392998707,6000
"135",4,"15",2,"b4.m15","r_max",1.61939304479693,1.00091977019174,6000
"136",4,"none",2,"b4.mnone","K_s",48.7601519677253,1.00090761059137,6000
"137",4,"none",2,"b4.mnone","deviance",-18.6238948539085,1.00068406753364,6000
"138",4,"none",2,"b4.mnone","r_max",1.45784069474931,1.00098116686583,6000
"139",4,"1",2,"b4.m1","K_s",53.4121391311368,1.00105433235794,6000
"140",4,"1",2,"b4.m1","deviance",9.94185321215416,1.00082609115269,6000
"141",4,"1",2,"b4.m1","r_max",1.61710286756366,1.00123520048354,4800
"142",4,"12",2,"b4.m12","K_s",42.3099379204752,1.00103922272448,6000
"143",4,"12",2,"b4.m12","deviance",-8.97218490835362,1.001207133117,4900
"144",4,"12",2,"b4.m12","r_max",1.4714787449661,1.00180180565215,2700
"145",4,"all",3,"b4.mall","K_s",53.6555969289903,1.00134389395504,6000
"146",4,"all",3,"b4.mall","deviance",-1.39535136518753,1.00075063995047,6000
"147",4,"all",3,"b4.mall","r_max",1.55821343137739,1.00134195066524,4200
"148",4,"6",1,"b4.m6","K_s",45.6461903683506,1.00065323513308,6000
"149",4,"6",1,"b4.m6","deviance",-2.0325820203694,1.0008150642299,6000
"150",4,"6",1,"b4.m6","r_max",1.53233958455002,1.00056043912205,6000
"151",4,"9",2,"b4.m9","K_s",41.2122515136259,1.00130077120568,4400
"152",4,"9",2,"b4.m9","deviance",-9.25322534690836,1.0011876925186,5100
"153",4,"9",2,"b4.m9","r_max",1.49252277676621,1.0010655573874,6000
