"","block","Chlamy","mic","nit","well.ID","r.exp"
"489",2,"n","4",1000,"16.3.3",-0.138532581315862
"490",2,"y","4",1000,"23.3.3",1.39263475372725
"491",2,"y","4",1000,"32.1.8",1.50209915057117
"492",2,"y","4",1000,"32.2.4",1.49936558010148
"493",1,"n","4",100,"6.2.1",-0.224149813684476
"494",1,"n","4",100,"13.1.5",-0.186832996149148
"495",1,"y","4",100,"15.5.5",0.742294539933473
"496",1,"n","4",100,"17.6.5",-0.168790568008365
"497",1,"y","4",100,"28.5.3",0.620502641771614
"498",1,"y","4",100,"31.4.5",0.798695154694966
"499",2,"n","4",100,"12.6.4",-0.126775035209115
"500",2,"n","4",100,"14.2.5",-0.0709153643363078
"501",2,"y","4",100,"15.3.1",1.71091437620451
"502",2,"n","4",100,"25.1.10",-0.0442834673236569
"503",2,"y","4",100,"29.4.10",1.95335914767159
"504",2,"y","4",100,"32.1.4",1.35131518159911
"505",1,"n","4",5,"6.2.8",-0.153108250188072
"506",1,"n","4",5,"13.2.2",-0.0696679658583989
"507",1,"y","4",5,"19.6.6",0.185579158767598
"508",1,"y","4",5,"20.3.2",0.0994982589918145
"509",1,"y","4",5,"22.2.5",0.127698374119274
"510",1,"n","4",5,"23.3.4",-0.278542199346661
"511",2,"n","4",5,"4.4.1",-0.12927821516326
"512",2,"y","4",5,"6.1.7",-0.176266382705023
"513",2,"y","4",5,"7.1.6",-0.047605911379111
"514",2,"y","4",5,"8.2.2",-0.285837993298899
"515",2,"n","4",5,"26.2.5",-0.138523301291534
"516",2,"n","4",5,"32.2.2",-0.188455013334893
"517",1,"n","4",400,"3.5.1",0.0678857671022415
"518",1,"n","4",400,"11.6.5",2.13094121890651
"519",1,"y","4",400,"15.2.5",1.50160153965298
"520",1,"n","4",400,"17.3.6",-0.100102886301095
"521",1,"y","4",400,"26.2.5",1.36458769085044
"522",1,"y","4",400,"27.6.5",1.40960434897351
"523",2,"y","4",400,"13.1.8",1.81221812078508
"524",2,"y","4",400,"13.3.6",1.84150330966361
"525",2,"n","4",400,"20.6.8",-0.15890701371531
"526",2,"n","4",400,"24.2.10",-0.136281123542887
"527",2,"n","4",400,"24.6.8",-0.117131270506049
"528",2,"y","4",400,"29.2.6",1.77509224344253
"529",1,"n","4",700,"7.2.10",-0.0704480139944094
"530",1,"n","4",700,"15.1.3",-0.136173110769923
"531",1,"y","4",700,"17.1.2",0.339677718612561
"532",1,"y","4",700,"19.6.4",1.61588886041202
"533",1,"y","4",700,"29.4.6",1.28088936348487
"534",1,"n","4",700,"32.6.4",-0.164876219309136
"535",2,"y","4",700,"1.1.6",1.69860942257038
"536",2,"n","4",700,"26.2.1",0.098860996519042
"537",2,"y","4",700,"27.6.6",1.7075663744868
"538",2,"n","4",700,"29.3.1",-0.178778762527612
"539",2,"n","4",700,"29.4.3",-0.140943308178556
"540",2,"y","4",700,"30.3.9",1.71894559409032
"541",1,"y","5",1,"3.6.8",-0.172524583141488
"542",1,"n","5",1,"4.1.1",-0.179940868146519
"543",1,"y","5",1,"11.5.4",-0.261370058064214
"544",1,"n","5",1,"25.6.7",-0.163891644331332
"545",1,"n","5",1,"31.1.5",-0.0871463238608648
"546",1,"y","5",1,"32.6.7",-0.0938721033933485
"547",2,"y","5",1,"9.5.4",-0.132795718748634
"548",2,"y","5",1,"12.5.3",-0.241368974000953
"549",2,"n","5",1,"13.6.9",-0.161150479674519
"550",2,"n","5",1,"15.1.3",-0.112851596215127
"551",2,"y","5",1,"21.6.8",-0.0888560588771309
"552",2,"n","5",1,"25.3.5",-0.134970783014899
"553",1,"y","5",50,"18.1.7",1.3354189065104
"554",1,"y","5",50,"18.6.1",1.11833969143931
"555",1,"y","5",50,"19.5.7",0.530772625840264
"556",1,"n","5",50,"25.3.6",-0.100210268196517
"557",1,"n","5",50,"27.5.9",-0.162139330244357
"558",1,"n","5",50,"28.6.10",-0.0591613441187879
"559",2,"y","5",50,"2.2.6",1.52840692110979
"560",2,"n","5",50,"5.5.10",-0.0845922438510667
"561",2,"y","5",50,"10.1.8",1.14555488746055
"562",2,"y","5",50,"19.6.3",1.3431467825215
"563",2,"n","5",50,"22.4.8",-0.091661398469756
"564",2,"n","5",50,"25.2.7",-0.118656581339692
"565",1,"y","5",0,"7.2.4",-0.192189657376521
"566",1,"n","5",0,"7.5.8",-0.133739291869666
"567",1,"y","5",0,"12.5.9",-0.199658656935177
"568",1,"n","5",0,"25.3.2",-0.0943707977414368
"569",1,"n","5",0,"27.5.8",-0.143869199115165
"570",1,"y","5",0,"29.6.3",0.0388662389618549
"571",2,"y","5",0,"7.6.8",-0.0973939324726752
"572",2,"n","5",0,"8.5.7",-0.08914624265401
"573",2,"n","5",0,"10.5.5",-0.133840681089556
"574",2,"y","5",0,"14.5.9",-0.276887835848964
"575",2,"y","5",0,"22.5.8",-0.275505338725513
"576",2,"n","5",0,"32.2.5",-0.067190443929065
"577",1,"n","5",25,"3.5.5",-0.12543743121343
"578",1,"y","5",25,"7.2.6",1.23820836657316
"579",1,"n","5",25,"20.6.6",-0.179942782332936
"580",1,"y","5",25,"29.6.4",0.464750963212113
"581",1,"n","5",25,"30.2.4",-0.0868454599120973
"582",1,"y","5",25,"30.4.2",0.478599386186311
"583",2,"y","5",25,"1.5.5",0.979689175638964
"584",2,"n","5",25,"20.4.5",-0.0989363496465064
"585",2,"n","5",25,"23.5.3",-0.119455412995096
"586",2,"y","5",25,"27.1.7",0.475128379512736
"587",2,"n","5",25,"27.3.3",-0.111117670457564
"588",2,"y","5",25,"28.6.4",0.995760560483745
"589",1,"n","5",10,"1.4.5",-0.0230977532165374
"590",1,"n","5",10,"3.2.3",-0.133670504541369
"591",1,"n","5",10,"14.1.8",-0.233880233071427
"592",1,"y","5",10,"21.4.8",0.454707038642576
"593",1,"y","5",10,"26.4.7",0.132241555044391
"594",1,"y","5",10,"29.3.9",0.299345727897456
"595",2,"n","5",10,"2.4.10",0.0482968650169213
"596",2,"n","5",10,"4.1.10",-0.099592609962269
"597",2,"n","5",10,"13.5.6",-0.104569421853617
"598",2,"y","5",10,"14.6.7",0.389546417111451
"599",2,"y","5",10,"18.6.6",0.22187063410865
"600",2,"y","5",10,"24.2.4",-0.202790153902708
"601",1,"y","5",1000,"2.3.3",1.75191194603369
"602",1,"n","5",1000,"3.5.8",-0.152437045390075
"603",1,"y","5",1000,"3.6.1",1.68544061550271
"604",1,"y","5",1000,"6.2.9",1.91326778711729
"605",1,"n","5",1000,"8.6.5",-0.13297346756743
"606",1,"n","5",1000,"30.3.4",-0.149172022383567
"607",2,"n","5",1000,"3.5.5",-0.0501781406860107
"608",2,"y","5",1000,"14.4.4",0.596415981813095
"609",2,"n","5",1000,"21.2.8",-0.102978439165015
"610",2,"y","5",1000,"21.4.9",1.5739499462022
"611",2,"n","5",1000,"22.4.2",-0.076022278853504
"612",2,"y","5",1000,"30.1.5",1.77860727574035
"613",1,"n","5",100,"4.4.2",-0.203303188761308
"614",1,"n","5",100,"17.2.6",-0.116269712205086
"615",1,"y","5",100,"21.3.9",1.36081232252293
"616",1,"n","5",100,"21.4.3",-0.220791448927126
"617",1,"y","5",100,"28.1.3",0.68618298608387
"618",1,"y","5",100,"28.1.6",1.01823021599003
"619",2,"n","5",100,"10.5.10",-0.0925978981431971
"620",2,"y","5",100,"14.4.8",1.80680867189578
"621",2,"n","5",100,"15.5.9",-0.087785098097302
"622",2,"y","5",100,"18.1.7",1.64457884476197
"623",2,"n","5",100,"31.6.10",-0.061700212307012
"624",2,"y","5",100,"32.4.7",1.59465651384073
"625",1,"y","5",5,"6.4.7",0.378418133261593
"626",1,"y","5",5,"12.2.4",-0.154407313428959
"627",1,"y","5",5,"18.5.6",0.234064280502542
"628",1,"n","5",5,"22.5.9",-0.214768908908538
"629",1,"n","5",5,"23.2.10",-0.107801925001499
"630",1,"n","5",5,"30.4.3",-0.167773365548265
"631",2,"n","5",5,"3.6.5",-0.117811165809124
"632",2,"y","5",5,"17.5.6",-0.0345591527913545
"633",2,"y","5",5,"20.4.9",-0.117083187263197
"634",2,"y","5",5,"23.1.10",0.0845100888796663
"635",2,"n","5",5,"23.2.8",-0.085533856071695
"636",2,"n","5",5,"28.5.8",-0.101602901833317
"637",1,"y","5",400,"5.3.8",2.04511130126351
"638",1,"n","5",400,"10.3.2",-0.151317110972724
"639",1,"y","5",400,"14.4.3",0.848833869129199
"640",1,"y","5",400,"16.3.5",1.17234817524504
"641",1,"n","5",400,"20.2.5",-0.193367526351943
"642",1,"n","5",400,"25.5.1",-0.174898535493311
"643",2,"y","5",400,"13.2.6",1.83809949536278
"644",2,"y","5",400,"22.5.4",1.64097104355356
"645",2,"y","5",400,"23.2.7",1.62648068783315
"646",2,"n","5",400,"27.4.3",-0.0990466170802997
"647",2,"n","5",400,"28.2.3",-0.196082384283891
"648",2,"n","5",400,"28.3.8",-0.167225762886449
"649",1,"n","5",700,"6.1.4",-0.158680337569108
"650",1,"n","5",700,"22.2.6",-0.200543101941635
"651",1,"y","5",700,"26.4.5",1.2841661041113
"652",1,"n","5",700,"29.4.9",-0.146385616515377
"653",1,"y","5",700,"29.5.9",1.26587170049104
"654",1,"y","5",700,"30.5.1",0.98246283478251
"655",2,"n","5",700,"3.2.10",-0.106925793787422
"656",2,"y","5",700,"8.6.10",0.332163887832268
"657",2,"y","5",700,"16.4.8",1.38985107788713
"658",2,"n","5",700,"21.1.3",-0.168328434102738
"659",2,"n","5",700,"29.6.10",-0.164277621088576
"660",2,"y","5",700,"32.5.2",1.60162041455636
"661",1,"n","6",1,"6.6.1",-0.183921139007867
"662",1,"y","6",1,"7.1.10",-0.0797285483331557
"663",1,"n","6",1,"7.5.10",-0.188353527246098
"664",1,"y","6",1,"13.6.2",-0.273548416818822
"665",1,"y","6",1,"18.6.4",-0.18475570286281
"666",1,"n","6",1,"24.4.9",-0.150243123694865
"667",2,"n","6",1,"10.4.6",0.237194509199271
"668",2,"y","6",1,"24.1.9",-0.22015983784349
"669",2,"n","6",1,"25.1.4",-0.112914949257075
"670",2,"n","6",1,"27.3.4",-0.0798412557879591
"671",2,"y","6",1,"29.6.8",0.293357365550079
"672",2,"y","6",1,"31.1.7",-0.119080866800158
"673",1,"n","6",50,"9.6.6",-0.082001281741865
"674",1,"n","6",50,"11.3.3",-0.220850501497577
"675",1,"n","6",50,"19.5.5",-0.23989791951017
"676",1,"y","6",50,"28.3.7",0.599305260612222
"677",1,"y","6",50,"29.5.3",0.721655302390077
"678",1,"y","6",50,"31.4.1",0.817142220537448
"679",2,"y","6",50,"9.3.4",1.64094113075901
"680",2,"n","6",50,"10.6.3",-0.187940556331584
"681",2,"n","6",50,"14.2.9",-0.0606988141358613
"682",2,"y","6",50,"30.1.3",1.59581419121373
"683",2,"y","6",50,"30.4.9",1.61940113289754
"684",2,"n","6",50,"32.3.2",-0.0954215689186762
"685",1,"n","6",0,"6.5.9",-0.123478568477421
"686",1,"y","6",0,"8.4.1",0.432485265258172
"687",1,"y","6",0,"9.6.4",-0.262046392846236
"688",1,"n","6",0,"23.6.9",-0.200603080580464
"689",1,"y","6",0,"25.1.8",-0.16526859659756
"690",1,"n","6",0,"26.2.3",-0.111603205279365
"691",2,"y","6",0,"3.5.10",-0.186588326345685
"692",2,"n","6",0,"3.6.1",-0.159379083787159
"693",2,"y","6",0,"8.3.9",-0.141293394378768
"694",2,"n","6",0,"19.5.2",-0.103671929893483
"695",2,"y","6",0,"21.4.5",-0.168385008244939
"696",2,"n","6",0,"26.3.10",-0.124687383106574
"697",1,"n","6",25,"3.6.7",-0.13144947006052
"698",1,"y","6",25,"5.6.7",1.53383732140996
"699",1,"n","6",25,"7.3.8",0.0993444173637371
"700",1,"y","6",25,"18.3.5",0.724061637509274
"701",1,"n","6",25,"18.6.3",-0.170384545245043
"702",1,"y","6",25,"24.4.5",0.35398576046326
"703",2,"y","6",25,"9.6.8",1.0809273975263
"704",2,"n","6",25,"14.3.3",-0.0731308575452513
"705",2,"y","6",25,"21.1.4",0.576642302047802
"706",2,"n","6",25,"21.2.2",-0.0983429783796481
"707",2,"n","6",25,"29.1.1",-0.187832956726354
"708",2,"y","6",25,"30.3.1",1.31071852345536
"709",1,"n","6",10,"3.5.7",-0.149508478162536
"710",1,"n","6",10,"9.4.5",0.186223394937127
"711",1,"y","6",10,"13.1.7",0.585557590991839
"712",1,"y","6",10,"23.5.7",0.341506361845855
"713",1,"y","6",10,"24.1.9",0.229225444907162
"714",1,"n","6",10,"28.2.9",-0.12273755990625
"715",2,"n","6",10,"6.4.6",-0.12019907940465
"716",2,"n","6",10,"10.1.2",-0.0638375190355799
"717",2,"y","6",10,"14.2.1",0.605004335042757
"718",2,"n","6",10,"14.6.1",-0.110660210767799
"719",2,"y","6",10,"14.6.9",0.563112547027522
"720",2,"y","6",10,"26.5.1",0.211926866135078
"721",1,"y","6",1000,"4.3.2",1.55122208942974
"722",1,"y","6",1000,"5.6.5",1.73266934306492
"723",1,"n","6",1000,"18.1.9",-0.302083383321067
"724",1,"y","6",1000,"18.6.10",1.69584933175043
"725",1,"n","6",1000,"22.6.6",-0.267424911307376
"726",1,"n","6",1000,"25.1.10",-0.0913920501974537
"727",2,"n","6",1000,"2.4.1",-0.109754310755633
"728",2,"y","6",1000,"6.1.2",1.87595926615596
"729",2,"n","6",1000,"9.1.10",-0.0584094350602526
"730",2,"y","6",1000,"14.5.2",0.743242232921917
"731",2,"n","6",1000,"23.5.5",0.615721304426452
"732",2,"y","6",1000,"24.1.1",1.41472058839947
"733",1,"n","6",100,"4.2.4",-0.0960653893435339
"734",1,"y","6",100,"9.2.1",1.32041695961042
"735",1,"n","6",100,"12.3.7",-0.114437421207326
"736",1,"y","6",100,"12.4.8",1.02214532055455
"737",1,"n","6",100,"17.3.9",-0.082466676601109
"738",1,"y","6",100,"27.2.6",0.95783725173976
"739",2,"y","6",100,"2.2.10",1.66132757571829
"740",2,"n","6",100,"7.3.8",-0.108306156440129
"741",2,"n","6",100,"12.2.10",-0.0731979308595049
"742",2,"n","6",100,"13.3.4",-0.0525930672542425
"743",2,"y","6",100,"17.2.1",1.43550867716571
"744",2,"y","6",100,"28.2.5",1.6796534863001
"745",1,"n","6",5,"3.3.9",-0.122928933257285
"746",1,"y","6",5,"4.2.10",0.621651408403549
"747",1,"y","6",5,"9.1.10",0.240534559585741
"748",1,"n","6",5,"13.2.10",-0.17425819663211
"749",1,"y","6",5,"27.6.7",0.158613097671717
"750",1,"n","6",5,"30.2.5",-0.178336025444069
"751",2,"y","6",5,"11.5.2",0.419068632884581
"752",2,"n","6",5,"12.4.9",-0.102943434243036
"753",2,"n","6",5,"13.6.10",-0.136636829241219
"754",2,"y","6",5,"20.4.3",-0.151433730735307
"755",2,"y","6",5,"27.3.2",-0.106006304528914
"756",2,"n","6",5,"30.4.3",-0.134224913724315
"757",1,"n","6",400,"11.5.6",-0.247123931581853
"758",1,"y","6",400,"12.3.5",1.35378342446221
"759",1,"y","6",400,"17.4.10",0.506561595468403
"760",1,"n","6",400,"18.1.3",-0.259423107180142
"761",1,"y","6",400,"26.1.8",1.27526683793839
"762",1,"n","6",400,"31.3.10",-0.170779111890507
"763",2,"y","6",400,"5.2.8",1.74860471517714
"764",2,"n","6",400,"5.6.3",-0.0832580226194023
"765",2,"n","6",400,"15.4.5",-0.124013267887839
"766",2,"y","6",400,"19.5.3",1.4263773852444
"767",2,"n","6",400,"21.4.10",-0.128158813242749
"768",2,"y","6",400,"29.2.8",1.80843102650106
"769",1,"y","6",700,"5.5.2",1.53156869272377
"770",1,"n","6",700,"11.4.9",0.999882540416238
"771",1,"n","6",700,"13.4.5",-0.133814151579219
"772",1,"y","6",700,"17.4.2",0.526975168684028
"773",1,"n","6",700,"28.4.10",-0.118277458762604
"774",1,"y","6",700,"32.2.9",1.33289198352479
"775",2,"n","6",700,"11.1.3",-0.039097239936979
"776",2,"y","6",700,"12.5.4",0.438898659704901
"777",2,"y","6",700,"15.5.10",0.433597275075719
"778",2,"n","6",700,"16.5.1",-0.089165893457791
"779",2,"y","6",700,"17.4.8",1.31494644827464
"780",2,"n","6",700,"31.5.7",-0.146773532331123
"781",1,"y","7",1,"6.4.10",-0.212762116435741
"782",1,"n","7",1,"8.5.8",-0.061522966005047
"783",1,"y","7",1,"15.5.1",-0.222220061551433
"784",1,"n","7",1,"22.2.2",-0.160274844697437
"785",1,"n","7",1,"27.2.8",-0.152686768759181
"786",1,"y","7",1,"27.6.8",-0.136482051424569
"787",2,"y","7",1,"3.5.2",-0.119833760433445
"788",2,"n","7",1,"4.5.9",-0.10113197764081
"789",2,"y","7",1,"5.5.5",-0.217372750053981
"790",2,"n","7",1,"7.3.4",0.303504643794049
"791",2,"y","7",1,"13.5.2",-0.314264045116785
"792",2,"n","7",1,"26.5.4",-0.142578395532383
"793",1,"n","7",50,"5.2.5",-0.0646038329651357
"794",1,"y","7",50,"5.5.10",1.38866367447081
"795",1,"n","7",50,"8.2.7",-0.0563779653037681
"796",1,"y","7",50,"9.3.8",0.982370484629657
"797",1,"y","7",50,"23.5.6",1.08902242033728
"798",1,"n","7",50,"32.1.1",-0.226113087703422
"799",2,"y","7",50,"6.2.9",1.32890774073346
"800",2,"y","7",50,"11.1.2",1.26828746848323
"801",2,"n","7",50,"26.1.4",-0.0504865065560297
"802",2,"y","7",50,"26.3.5",1.53644357196577
"803",2,"n","7",50,"27.5.1",-0.115851052708097
"804",2,"n","7",50,"29.4.1",-0.115820031344909
"805",1,"y","7",0,"8.3.1",0.144757822976337
"806",1,"n","7",0,"10.6.7",-0.155897040886948
"807",1,"y","7",0,"13.3.2",-0.24563111971438
"808",1,"n","7",0,"17.5.4",-0.16679874774787
"809",1,"n","7",0,"19.4.5",-0.172679874549883
"810",1,"y","7",0,"28.2.3",-0.104708311484066
"811",2,"y","7",0,"4.4.9",-0.106431695999903
"812",2,"n","7",0,"13.3.5",-0.0817018996156658
"813",2,"y","7",0,"18.4.2",-0.277727415831194
"814",2,"y","7",0,"25.5.10",-0.265113528908413
"815",2,"n","7",0,"26.4.3",-0.10246319129155
"816",2,"n","7",0,"29.1.5",-0.11818556898351
"817",1,"y","7",25,"1.3.8",1.11570521215026
"818",1,"n","7",25,"8.3.10",-0.156952345192387
"819",1,"y","7",25,"9.1.4",0.993531084892175
"820",1,"n","7",25,"17.5.9",-0.122169328652757
"821",1,"y","7",25,"22.1.8",0.51840632303334
"822",1,"n","7",25,"24.3.3",-0.0928830398007045
"823",2,"y","7",25,"5.6.8",0.68783802666895
"824",2,"n","7",25,"9.1.7",-0.0369758109137188
"825",2,"y","7",25,"20.1.2",0.573777960110508
"826",2,"n","7",25,"23.4.10",-0.116196517725248
"827",2,"y","7",25,"25.5.2",0.554150149908379
"828",2,"n","7",25,"31.2.7",-0.164857912029453
"829",1,"y","7",10,"9.1.8",0.463782923222228
"830",1,"y","7",10,"15.6.8",0.40285724257093
"831",1,"y","7",10,"16.2.1",0.459688698419756
"832",1,"n","7",10,"26.4.9",-0.150011112730817
"833",1,"n","7",10,"29.4.4",-0.152017591107987
"834",1,"n","7",10,"30.2.9",-0.117856908227657
"835",2,"y","7",10,"6.5.10",0.479830042474627
"836",2,"y","7",10,"10.1.9",-0.280655017631985
"837",2,"n","7",10,"16.5.2",-0.13402023827579
"838",2,"n","7",10,"19.4.7",-0.0372772451899397
"839",2,"n","7",10,"24.6.4",-0.123693635739731
"840",2,"y","7",10,"30.2.1",0.55279438921077
"841",1,"y","7",1000,"6.3.7",1.91090632519356
"842",1,"n","7",1000,"11.2.1",-0.190273975524917
"843",1,"y","7",1000,"16.2.7",0.586743314519939
"844",1,"n","7",1000,"21.3.6",-0.276512282324644
"845",1,"y","7",1000,"31.5.5",0.65961036387328
"846",1,"n","7",1000,"32.5.8",-0.125877217092756
"847",2,"y","7",1000,"6.4.5",0.483417366464925
"848",2,"y","7",1000,"8.2.6",0.681271320148834
"849",2,"n","7",1000,"8.3.2",-0.0713681842579236
"850",2,"y","7",1000,"11.3.6",0.485398611716071
"851",2,"n","7",1000,"22.1.3",0.2676205344594
"852",2,"n","7",1000,"24.1.5",-0.126049764154545
"853",1,"n","7",100,"12.6.8",-0.207328017729834
"854",1,"n","7",100,"21.5.10",-0.265272484269725
"855",1,"y","7",100,"26.3.4",0.786203373353212
"856",1,"y","7",100,"28.1.10",0.651240933679066
"857",1,"n","7",100,"30.1.8",-0.101217841082655
"858",1,"y","7",100,"31.3.4",-0.135246481066842
"859",2,"n","7",100,"1.1.5",0.0526122434541993
"860",2,"n","7",100,"1.4.7",-0.116328614652151
"861",2,"y","7",100,"4.2.8",1.89039212464043
"862",2,"y","7",100,"11.5.8",0.426738764714128
"863",2,"y","7",100,"29.4.4",1.87104175931413
"864",2,"n","7",100,"31.3.2",-0.174656967582421
"865",1,"n","7",5,"4.3.10",-0.086918913409579
"866",1,"y","7",5,"6.5.5",0.511215435359464
"867",1,"y","7",5,"19.1.2",0.312891543920894
"868",1,"n","7",5,"26.2.1",-0.141477734606241
"869",1,"y","7",5,"28.2.7",-0.170755718827471
"870",1,"n","7",5,"29.1.10",-0.0529503937224179
"871",2,"y","7",5,"1.5.8",-0.177931344008807
"872",2,"n","7",5,"6.3.7",-0.0837299773288484
"873",2,"n","7",5,"9.1.6",-0.0555730669158912
"874",2,"y","7",5,"19.2.10",-0.110558885807392
"875",2,"n","7",5,"24.4.1",-0.149323927709109
"876",2,"y","7",5,"26.1.7",-0.214258091211436
"877",1,"y","7",400,"3.1.2",1.6985277010346
"878",1,"n","7",400,"3.3.1",-0.122649431934598
"879",1,"n","7",400,"17.6.9",-0.0863801370082144
"880",1,"y","7",400,"20.4.8",1.80801472078844
"881",1,"n","7",400,"22.3.9",-0.183965606852788
"882",1,"y","7",400,"26.5.5",1.29757990610947
"883",2,"y","7",400,"14.2.2",0.240859158762025
"884",2,"n","7",400,"15.1.9",-0.106474195770644
"885",2,"y","7",400,"21.6.7",1.6647325072039
"886",2,"n","7",400,"27.4.6",-0.125460559115971
"887",2,"n","7",400,"31.6.1",-0.116461140087886
"888",2,"y","7",400,"32.2.8",1.67593725628754
"889",1,"y","7",700,"2.5.2",1.47904885438609
"890",1,"y","7",700,"7.5.6",1.09070445538356
"891",1,"n","7",700,"8.1.1",-0.122403294008179
"892",1,"y","7",700,"16.1.4",1.24099924382189
"893",1,"n","7",700,"20.5.6",-0.32399324669504
"894",1,"n","7",700,"27.6.3",-0.0958420963247657
"895",2,"y","7",700,"4.3.4",0.610758172975593
"896",2,"n","7",700,"5.4.3",0.0328085922991287
"897",2,"n","7",700,"6.4.8",0.0555512623169261
"898",2,"y","7",700,"16.3.5",1.52543458816575
"899",2,"y","7",700,"18.4.1",1.56169605223003
"900",2,"n","7",700,"27.2.8",-0.111425939792317
"901",1,"n","8",1,"4.5.4",-0.0710236566611372
"902",1,"y","8",1,"7.3.6",0.397074527816078
"903",1,"y","8",1,"14.3.7",-0.0974564138367716
"904",1,"y","8",1,"16.5.2",-0.162023186110611
"905",1,"n","8",1,"20.4.6",-0.309691207115789
"906",1,"n","8",1,"25.5.8",-0.160003159844723
"907",2,"n","8",1,"3.1.1",-0.0406170606835892
"908",2,"n","8",1,"5.2.4",-0.111577989406229
"909",2,"y","8",1,"6.3.3",-0.143814747182978
"910",2,"n","8",1,"18.3.7",-0.0696857564079364
"911",2,"y","8",1,"24.4.3",-0.27494920392018
"912",2,"y","8",1,"29.3.6",-0.185556118790646
"913",1,"y","8",50,"2.5.6",1.10462590446192
"914",1,"n","8",50,"4.4.8",-0.149240544750511
"915",1,"n","8",50,"15.4.10",-0.181843066372467
"916",1,"y","8",50,"25.6.4",0.857719284090355
"917",1,"n","8",50,"31.5.4",-0.158689451794338
"918",1,"y","8",50,"32.3.3",0.800263020922994
"919",2,"n","8",50,"8.4.3",-0.07377238875427
"920",2,"y","8",50,"12.1.6",1.42840127468744
"921",2,"n","8",50,"15.6.1",-0.120670747106525
"922",2,"y","8",50,"20.1.10",1.43229067954493
"923",2,"n","8",50,"21.5.2",-0.0764934872369478
"924",2,"y","8",50,"28.1.1",1.47030485754265
"925",1,"n","8",0,"2.6.4",-0.14245512984456
"926",1,"n","8",0,"4.3.8",-0.209672682015014
"927",1,"y","8",0,"6.5.8",-0.156582414668775
"928",1,"n","8",0,"14.4.7",-0.0821175283760196
"929",1,"y","8",0,"24.5.9",-0.135518957847342
"930",1,"y","8",0,"26.3.7",0.563543670676897
"931",2,"n","8",0,"4.6.9",0.0428742147582546
"932",2,"y","8",0,"6.3.9",-0.224954378554266
"933",2,"n","8",0,"8.2.3",-0.0271964548540427
"934",2,"y","8",0,"19.4.4",-0.303459859988868
"935",2,"n","8",0,"20.5.10",-0.143412780378779
"936",2,"y","8",0,"28.4.9",-0.121544049539669
"937",1,"n","8",25,"5.6.3",-0.137863246990162
"938",1,"y","8",25,"6.4.1",1.22008348344292
"939",1,"y","8",25,"15.1.6",0.666545726481663
"940",1,"n","8",25,"17.4.3",-0.158042830669906
"941",1,"n","8",25,"19.6.9",-0.188882580684392
"942",1,"y","8",25,"28.6.4",0.464946196741389
"943",2,"n","8",25,"7.6.5",-0.0926019895634724
"944",2,"y","8",25,"11.4.2",0.854440434300643
"945",2,"n","8",25,"18.3.10",-0.109147972837175
"946",2,"y","8",25,"26.4.7",1.21173878112387
"947",2,"y","8",25,"26.6.6",0.650314833095475
"948",2,"n","8",25,"30.5.2",-0.120840937060736
"949",1,"n","8",10,"2.1.1",-0.196034032645022
"950",1,"y","8",10,"11.2.7",0.684409638556722
"951",1,"n","8",10,"11.5.10",0.286440427673386
"952",1,"n","8",10,"20.4.10",-0.146631653532547
"953",1,"y","8",10,"24.2.2",0.422782323888345
"954",1,"y","8",10,"28.2.8",0.302962918058063
"955",2,"y","8",10,"1.4.9",0.673559792081284
"956",2,"n","8",10,"15.1.4",-0.147683099729699
"957",2,"n","8",10,"16.3.7",-0.183327139111247
"958",2,"y","8",10,"28.2.7",0.365112294195755
"959",2,"n","8",10,"28.6.2",-0.0812444796888301
"960",2,"y","8",10,"30.4.8",0.161697196074741
"961",1,"y","8",1000,"8.5.4",1.62804794387914
"962",1,"y","8",1000,"10.3.10",1.6251212516953
"963",1,"n","8",1000,"11.2.3",-0.17943307659291
"964",1,"n","8",1000,"17.5.6",-0.19853256784431
"965",1,"n","8",1000,"19.2.1",-0.183901402002164
"966",1,"y","8",1000,"24.3.7",1.44556091526106
"967",2,"y","8",1000,"13.3.7",0.417633902648744
"968",2,"n","8",1000,"13.5.9",-0.0634097307324218
"969",2,"n","8",1000,"15.3.8",-0.0993002454589837
"970",2,"n","8",1000,"17.1.2",-0.0620732120274727
"971",2,"y","8",1000,"24.4.4",1.58926605276452
"972",2,"y","8",1000,"26.4.2",1.85986958240506
"973",1,"n","8",100,"11.3.4",-0.120059805564621
"974",1,"y","8",100,"12.5.2",1.12135963852632
"975",1,"n","8",100,"22.4.9",-0.249655008752354
"976",1,"y","8",100,"23.5.5",1.1725123461554
"977",1,"n","8",100,"31.4.3",-0.0850308616268872
"978",1,"y","8",100,"32.6.5",1.0886103200214
"979",2,"y","8",100,"9.5.8",2.00433337230914
"980",2,"n","8",100,"13.6.5",-0.0999936518094432
"981",2,"n","8",100,"16.4.7",-0.0829320937847839
"982",2,"y","8",100,"17.3.5",1.58395152918506
"983",2,"y","8",100,"20.4.4",1.5932554199672
"984",2,"n","8",100,"31.6.8",-0.121743370274475
"985",1,"n","8",5,"2.5.8",-0.0586393840052155
"986",1,"n","8",5,"4.3.5",-0.11914607968052
"987",1,"y","8",5,"12.5.5",0.192973012061793
"988",1,"n","8",5,"13.4.3",-0.170674586221861
"989",1,"y","8",5,"16.5.4",0.254496721160171
"990",1,"y","8",5,"27.5.7",0.349066625457902
