"","block","Chlamy","mic","nit","well.ID","r.exp"
"991",2,"y","8",5,"4.4.3",1.03640900375828
"992",2,"n","8",5,"7.2.7",-0.0868049470066548
"993",2,"y","8",5,"9.1.5",0.774491404169113
"994",2,"n","8",5,"21.5.1",-0.1086891097597
"995",2,"y","8",5,"28.1.6",-0.132819639640369
"996",2,"n","8",5,"30.5.10",-0.143208686298416
"997",1,"y","8",400,"4.1.2",1.98518684487106
"998",1,"y","8",400,"8.5.7",1.76302872344839
"999",1,"y","8",400,"11.4.6",1.58677000675592
"1000",1,"n","8",400,"18.1.5",-0.305157767650838
"1001",1,"n","8",400,"23.4.10",-0.137198685928837
"1002",1,"n","8",400,"26.2.9",0.0974390397106326
"1003",2,"y","8",400,"3.4.4",2.15287970412594
"1004",2,"y","8",400,"7.5.9",1.62435622713952
"1005",2,"y","8",400,"18.3.9",1.48213088136969
"1006",2,"n","8",400,"18.6.1",-0.0948543705020256
"1007",2,"n","8",400,"20.2.2",-0.135111494173593
"1008",2,"n","8",400,"28.5.3",-0.14884365831489
"1009",1,"y","8",700,"6.6.10",0.891220992965707
"1010",1,"n","8",700,"13.5.8",-0.156884095042106
"1011",1,"y","8",700,"15.1.8",1.5619312145889
"1012",1,"y","8",700,"16.5.8",0.619896949708118
"1013",1,"n","8",700,"21.2.5",-0.255789144923052
"1014",1,"n","8",700,"21.2.7",-0.216930319505635
"1015",2,"n","8",700,"3.1.7",-0.079014521605629
"1016",2,"y","8",700,"3.4.2",0.787675289809526
"1017",2,"y","8",700,"4.5.6",0.538289728344111
"1018",2,"n","8",700,"10.5.9",-0.167697516453813
"1019",2,"y","8",700,"14.3.9",1.68650025637176
"1020",2,"n","8",700,"14.6.4",-0.0559208913187243
"1021",1,"y","9",1,"13.2.3",-0.218570694415571
"1022",1,"n","9",1,"15.1.10",-0.186668563584362
"1023",1,"n","9",1,"21.2.6",-0.276437068932574
"1024",1,"n","9",1,"24.6.10",-0.179527449932322
"1025",1,"y","9",1,"28.4.3",-0.19668619259232
"1026",1,"y","9",1,"31.2.9",0.0448107656556
"1027",2,"y","9",1,"9.2.10",-0.218970939520565
"1028",2,"n","9",1,"11.6.7",-0.0816048556976442
"1029",2,"n","9",1,"23.4.2",-0.122753569912804
"1030",2,"n","9",1,"27.2.10",-0.153895990133911
"1031",2,"y","9",1,"27.6.1",-0.137439496905562
"1032",2,"y","9",1,"30.6.1",-0.119890896179034
"1033",1,"n","9",50,"6.1.8",-0.097398425513904
"1034",1,"n","9",50,"12.4.7",-0.0783384192024763
"1035",1,"n","9",50,"13.4.10",-0.132249944453078
"1036",1,"y","9",50,"25.1.5",0.84154756377509
"1037",1,"y","9",50,"31.1.10",0.850974478068986
"1038",2,"n","9",50,"4.5.4",-0.0690056304034472
"1039",2,"n","9",50,"7.4.6",-0.109180902123206
"1040",2,"y","9",50,"11.3.7",0.317946250909119
"1041",2,"n","9",50,"25.1.1",-0.111594813860384
"1042",2,"y","9",50,"29.3.5",1.61707189647584
"1043",1,"y","9",0,"3.5.9",-0.12525961464458
"1044",1,"n","9",0,"4.5.1",-0.173992792018898
"1045",1,"n","9",0,"12.4.10",-0.191003882833066
"1046",1,"n","9",0,"14.3.5",-0.273392455879636
"1047",1,"y","9",0,"18.6.7",-0.149248289335819
"1048",1,"y","9",0,"23.1.1",-0.0978689841940398
"1049",2,"y","9",0,"2.2.4",-0.0524383975968079
"1050",2,"n","9",0,"5.1.5",-0.0739000787178297
"1051",2,"y","9",0,"10.2.5",-0.200907879919166
"1052",2,"n","9",0,"10.3.8",-0.138046911371836
"1053",2,"y","9",0,"17.6.1",-0.123783625572286
"1054",2,"n","9",0,"25.3.9",-0.0828639522708456
"1055",1,"n","9",25,"3.4.3",0.160724538331116
"1056",1,"n","9",25,"13.3.3",-0.165286021877161
"1057",1,"n","9",25,"16.6.10",0.335282347323931
"1058",1,"y","9",25,"19.3.7",0.498578106274422
"1059",1,"y","9",25,"23.6.7",0.766062042326684
"1060",1,"y","9",25,"28.4.8",0.543878738907066
"1061",2,"n","9",25,"1.3.1",-0.0778440383029273
"1062",2,"y","9",25,"2.6.1",1.16344279067803
"1063",2,"y","9",25,"2.6.9",1.03450479213405
"1064",2,"n","9",25,"7.4.1",-0.0741778426433147
"1065",2,"n","9",25,"24.1.2",-0.160651615057946
"1066",2,"y","9",25,"30.3.10",1.11149671466986
"1067",1,"y","9",10,"1.5.10",1.06170044650837
"1068",1,"n","9",10,"5.4.7",-0.0665095513447876
"1069",1,"y","9",10,"7.3.10",0.803475814342452
"1070",1,"y","9",10,"15.5.2",0.358278224462355
"1071",1,"n","9",10,"20.6.9",-0.0960413281579109
"1072",1,"n","9",10,"24.2.9",-0.106737290402041
"1073",2,"n","9",10,"1.6.2",-0.093560889269739
"1074",2,"n","9",10,"2.5.8",-0.106228300665922
"1075",2,"n","9",10,"12.2.7",-0.104815090462531
"1076",2,"y","9",10,"18.6.8",0.424274382273774
"1077",2,"y","9",10,"23.4.7",0.306492742326612
"1078",2,"y","9",10,"31.4.9",0.213374013983759
"1079",1,"y","9",1000,"8.1.6",1.66797705573236
"1080",1,"n","9",1000,"9.2.10",-0.0596159726184042
"1081",1,"y","9",1000,"16.3.10",0.478309440555338
"1082",1,"n","9",1000,"23.5.1",-0.249798830260106
"1083",1,"y","9",1000,"24.1.8",1.40258473879794
"1084",1,"n","9",1000,"24.4.4",-0.0634589392766725
"1085",2,"y","9",1000,"3.6.3",2.08630884264805
"1086",2,"y","9",1000,"8.5.6",1.85723736463447
"1087",2,"y","9",1000,"11.3.9",1.82349823246024
"1088",2,"n","9",1000,"13.6.7",-0.119338567235821
"1089",2,"n","9",1000,"25.3.2",-0.138393994741071
"1090",2,"n","9",1000,"28.6.10",-0.14288146050005
"1091",1,"n","9",100,"10.3.7",-0.0551558974024613
"1092",1,"n","9",100,"10.6.8",-0.149403516529184
"1093",1,"n","9",100,"22.3.3",-0.223333540313634
"1094",1,"y","9",100,"25.3.3",0.960423254278108
"1095",1,"y","9",100,"26.1.7",1.05698484898811
"1096",1,"y","9",100,"27.6.6",0.863743074732956
"1097",2,"y","9",100,"5.4.10",1.63695145797394
"1098",2,"y","9",100,"15.2.9",1.73001230968509
"1099",2,"n","9",100,"20.1.7",-0.101467040449419
"1100",2,"y","9",100,"24.4.10",1.71790803439946
"1101",2,"n","9",100,"26.4.9",-0.046819634967167
"1102",2,"n","9",100,"27.6.3",-0.13630445949894
"1103",1,"n","9",5,"5.1.4",-0.139604905389138
"1104",1,"y","9",5,"19.1.8",-0.127023766150446
"1105",1,"y","9",5,"22.5.3",-0.160763135838355
"1106",1,"n","9",5,"27.4.1",-0.0869438760800803
"1107",1,"n","9",5,"29.3.1",-0.139633296798961
"1108",1,"y","9",5,"32.6.1",-0.155540774847695
"1109",2,"y","9",5,"1.2.8",-0.0542136376821303
"1110",2,"n","9",5,"5.5.9",-0.0757622405001984
"1111",2,"n","9",5,"6.2.1",-0.130153329816133
"1112",2,"y","9",5,"10.6.7",-0.200181245520449
"1113",2,"y","9",5,"27.2.1",-0.0995671478311779
"1114",2,"n","9",5,"32.4.4",-0.142642664104087
"1115",1,"n","9",400,"2.2.8",-0.0776144391173601
"1116",1,"n","9",400,"8.2.3",-0.183952630984258
"1117",1,"n","9",400,"11.5.1",-0.0712287692832948
"1118",1,"y","9",400,"22.5.6",1.53349197782895
"1119",1,"y","9",400,"24.2.10",1.3635666976469
"1120",1,"y","9",400,"25.2.8",1.34543270740474
"1121",2,"y","9",400,"1.4.4",1.56807007212742
"1122",2,"n","9",400,"6.3.6",-0.0838197046307619
"1123",2,"n","9",400,"6.4.4",-0.123014397433033
"1124",2,"n","9",400,"18.6.9",-0.196489757844826
"1125",2,"y","9",400,"20.2.4",1.57992053363222
"1126",2,"y","9",400,"21.3.5",1.43497675730971
"1127",1,"n","9",700,"7.1.3",-0.105348607408157
"1128",1,"n","9",700,"12.3.8",-0.0987514183983337
"1129",1,"y","9",700,"28.4.7",1.09499883569695
"1130",1,"y","9",700,"28.6.3",1.19795532841088
"1131",1,"y","9",700,"31.1.2",1.11465463167808
"1132",1,"n","9",700,"32.1.7",-0.118735890818991
"1133",2,"n","9",700,"3.5.9",-0.0116082657572884
"1134",2,"y","9",700,"10.1.10",1.82320518930871
"1135",2,"y","9",700,"14.1.5",1.81589942932901
"1136",2,"y","9",700,"25.3.4",1.92392011468419
"1137",2,"n","9",700,"32.5.6",-0.126031196816337
"1138",2,"n","9",700,"32.6.1",-0.221880673491698
"1139",1,"y","10",1,"1.6.5",-0.0868920439516285
"1140",1,"n","10",1,"3.2.1",-0.0833111535989926
"1141",1,"y","10",1,"14.1.5",-0.222543511456594
"1142",1,"n","10",1,"18.2.5",-0.0931099203757376
"1143",1,"y","10",1,"28.1.1",0.057825937566532
"1144",1,"n","10",1,"31.4.10",-0.257655818052197
"1145",2,"y","10",1,"7.3.7",-0.185225507846222
"1146",2,"n","10",1,"8.6.4",-0.0827678452075858
"1147",2,"n","10",1,"12.6.10",-0.128526614126553
"1148",2,"n","10",1,"14.4.2",0.0572978183036657
"1149",2,"y","10",1,"17.2.4",-0.118961007791943
"1150",2,"y","10",1,"28.5.9",-0.122845135482275
"1151",1,"n","10",50,"6.3.10",-0.168369153928554
"1152",1,"n","10",50,"7.5.4",-0.175953541443118
"1153",1,"y","10",50,"7.5.7",1.36173777696734
"1154",1,"y","10",50,"9.6.10",1.10927346523813
"1155",1,"y","10",50,"28.1.5",0.734768531217041
"1156",1,"n","10",50,"28.3.8",-0.104979805849978
"1157",2,"y","10",50,"16.6.6",1.28360226215729
"1158",2,"n","10",50,"17.4.1",-0.0825071680623687
"1159",2,"y","10",50,"19.6.9",1.53725102009658
"1160",2,"n","10",50,"23.3.7",-0.169222392513814
"1161",2,"n","10",50,"24.1.3",-0.127658012832269
"1162",2,"y","10",50,"29.6.7",1.5973414052364
"1163",1,"n","10",0,"3.4.2",-0.251201825908685
"1164",1,"y","10",0,"9.2.9",-0.146688462101306
"1165",1,"y","10",0,"27.5.2",-0.0887001518392774
"1166",1,"n","10",0,"28.5.6",-0.1127099738469
"1167",1,"n","10",0,"29.2.4",-0.147712240291465
"1168",1,"y","10",0,"31.1.4",0.175428694504231
"1169",2,"y","10",0,"7.2.8",0.0185923202336787
"1170",2,"y","10",0,"8.6.2",-0.127463465721255
"1171",2,"n","10",0,"11.4.7",-0.0640146946109571
"1172",2,"y","10",0,"26.1.2",0.0224973428544492
"1173",2,"n","10",0,"29.5.6",-0.11164464721642
"1174",2,"n","10",0,"32.6.7",-0.127456414668161
"1175",1,"y","10",25,"4.3.7",1.50997888618414
"1176",1,"y","10",25,"4.6.7",1.43111279811479
"1177",1,"n","10",25,"6.6.6",-0.118684652528759
"1178",1,"n","10",25,"8.2.4",-0.0916745778385359
"1179",1,"n","10",25,"13.6.3",-0.195203912556781
"1180",1,"y","10",25,"21.2.8",0.566644456374163
"1181",2,"n","10",25,"2.3.10",-0.0841802446143317
"1182",2,"y","10",25,"3.1.9",1.05326252946476
"1183",2,"n","10",25,"16.4.3",-0.0225023996908668
"1184",2,"y","10",25,"21.5.4",0.567216910951986
"1185",2,"n","10",25,"23.2.9",-0.11736754786267
"1186",2,"y","10",25,"27.3.7",0.753076991298729
"1187",1,"n","10",10,"5.6.10",-0.227471857892658
"1188",1,"y","10",10,"6.3.4",0.700074800761254
"1189",1,"n","10",10,"15.4.3",-0.102681299422088
"1190",1,"n","10",10,"17.5.5",-0.134465327663573
"1191",1,"y","10",10,"24.6.9",0.408009577519118
"1192",1,"y","10",10,"32.5.5",0.280746950068794
"1193",2,"n","10",10,"2.6.10",-0.0266286540595571
"1194",2,"n","10",10,"13.2.4",-0.106406841148221
"1195",2,"y","10",10,"18.6.3",-0.137701359925609
"1196",2,"n","10",10,"21.1.10",-0.137005887703223
"1197",2,"y","10",10,"21.6.9",0.0024932914486792
"1198",2,"y","10",10,"31.4.7",0.305907293375978
"1199",1,"y","10",1000,"1.3.6",1.67954986728013
"1200",1,"n","10",1000,"2.2.10",-0.190549766181756
"1201",1,"n","10",1000,"9.5.4",-0.122533760320316
"1202",1,"y","10",1000,"11.2.6",1.28327042942288
"1203",1,"n","10",1000,"19.6.8",-0.180196693415273
"1204",1,"y","10",1000,"30.3.8",1.28998935069466
"1205",2,"n","10",1000,"4.2.10",-0.0530386465492563
"1206",2,"y","10",1000,"7.1.7",1.98989966247635
"1207",2,"y","10",1000,"21.3.2",1.50051703904277
"1208",2,"n","10",1000,"24.1.8",1.16587494672862
"1209",2,"n","10",1000,"27.2.3",-0.172337389664304
"1210",2,"y","10",1000,"28.1.10",1.67596079827914
"1211",1,"y","10",100,"4.6.1",1.76836889579312
"1212",1,"y","10",100,"9.3.9",1.11489322024167
"1213",1,"n","10",100,"12.2.1",-0.183741581423349
"1214",1,"n","10",100,"21.5.8",-0.227800285096685
"1215",1,"n","10",100,"26.4.10",-0.174843948446888
"1216",1,"y","10",100,"32.4.6",1.00787459385493
"1217",2,"n","10",100,"15.4.4",-0.099788139251688
"1218",2,"n","10",100,"15.4.6",-0.0925420969249535
"1219",2,"n","10",100,"24.3.6",-0.151050191880384
"1220",2,"y","10",100,"29.2.5",1.83142538837694
"1221",2,"y","10",100,"29.5.9",1.95607919464758
"1222",2,"y","10",100,"31.4.4",1.76650820619962
"1223",1,"n","10",5,"1.6.6",0.128670153547519
"1224",1,"y","10",5,"2.3.8",0.928342616707954
"1225",1,"y","10",5,"14.2.3",0.407864989265485
"1226",1,"n","10",5,"20.5.2",-0.204490119031683
"1227",1,"n","10",5,"20.6.10",-0.194538469173522
"1228",1,"y","10",5,"27.4.10",-0.126902155411787
"1229",2,"n","10",5,"18.3.3",-0.0911692827561487
"1230",2,"y","10",5,"19.3.7",-0.163243164978746
"1231",2,"y","10",5,"23.4.5",0.260501311768186
"1232",2,"y","10",5,"24.5.8",-0.204474180207685
"1233",2,"n","10",5,"25.4.8",-0.0665425823206771
"1234",2,"n","10",5,"27.4.7",-0.181703397706672
"1235",1,"y","10",400,"15.2.10",0.75609879313897
"1236",1,"y","10",400,"15.3.10",0.591449207447221
"1237",1,"n","10",400,"24.4.6",-0.107213940318431
"1238",1,"y","10",400,"25.2.7",1.54771010900016
"1239",1,"n","10",400,"29.3.2",-0.156141744863837
"1240",1,"n","10",400,"32.1.2",-0.00918674076839533
"1241",2,"n","10",400,"9.4.6",-0.0890802417073199
"1242",2,"y","10",400,"16.1.3",0.646397285201281
"1243",2,"y","10",400,"24.5.6",1.52088831030339
"1244",2,"y","10",400,"25.4.5",2.01161908899082
"1245",2,"n","10",400,"27.2.4",-0.139449048536438
"1246",2,"n","10",400,"28.4.3",-0.138414877577528
"1247",1,"n","10",700,"3.2.2",-0.14056618983888
"1248",1,"n","10",700,"6.5.10",-0.10406938819675
"1249",1,"y","10",700,"21.6.7",1.64556322433861
"1250",1,"n","10",700,"27.4.6",-0.157438253649735
"1251",1,"y","10",700,"29.6.7",0.967940254601058
"1252",1,"y","10",700,"32.4.7",1.43593150533001
"1253",2,"y","10",700,"3.4.9",1.93029209179631
"1254",2,"n","10",700,"4.3.7",-0.0507478789234376
"1255",2,"y","10",700,"5.5.3",1.78595754358298
"1256",2,"n","10",700,"15.3.7",-0.104934314256447
"1257",2,"y","10",700,"22.6.8",1.51435038681824
"1258",2,"n","10",700,"23.2.6",-0.123239633037118
"1259",1,"n","11",1,"9.2.7",-0.165054610884272
"1260",1,"n","11",1,"10.2.5",-0.165563690522325
"1261",1,"y","11",1,"14.3.2",-0.189246846103939
"1262",1,"y","11",1,"23.4.7",-0.232285309862776
"1263",1,"y","11",1,"26.3.5",-0.191130853569734
"1264",1,"n","11",1,"31.6.3",-0.100807555148894
"1265",2,"y","11",1,"15.1.8",-0.283615275807909
"1266",2,"y","11",1,"17.3.9",-0.310401960637625
"1267",2,"n","11",1,"24.5.4",-0.156616598844863
"1268",2,"n","11",1,"26.6.7",-0.143260788205807
"1269",2,"y","11",1,"27.6.5",-0.199471479621927
"1270",2,"n","11",1,"30.2.9",-0.149187830765942
"1271",1,"n","11",50,"10.2.4",-0.119117132143112
"1272",1,"n","11",50,"14.2.1",-0.194912900605664
"1273",1,"y","11",50,"17.5.8",0.540073491454343
"1274",1,"n","11",50,"22.3.10",-0.265902610533433
"1275",1,"y","11",50,"23.6.6",0.312518013209113
"1276",1,"y","11",50,"24.2.4",0.305148686510712
"1277",2,"y","11",50,"10.6.6",1.00614600737247
"1278",2,"y","11",50,"14.3.8",1.1529059032759
"1279",2,"n","11",50,"19.3.3",-0.127177877800306
"1280",2,"n","11",50,"23.5.8",-0.0535569256221891
"1281",2,"n","11",50,"24.3.7",-0.143156676213307
"1282",2,"y","11",50,"25.4.1",0.670495232019066
"1283",1,"n","11",0,"3.3.6",-0.0642220027363669
"1284",1,"y","11",0,"16.4.7",0.413691014203253
"1285",1,"n","11",0,"20.1.10",-0.171687745025101
"1286",1,"y","11",0,"24.3.9",-0.165832699693839
"1287",1,"y","11",0,"29.4.3",-0.206510126984482
"1288",1,"n","11",0,"32.4.3",-0.105579060710264
"1289",2,"n","11",0,"5.2.2",-0.123529380905079
"1290",2,"y","11",0,"10.5.2",-0.235058979322122
"1291",2,"y","11",0,"17.1.4",-0.20233121725017
"1292",2,"n","11",0,"18.1.4",-0.135104729140874
"1293",2,"y","11",0,"24.5.7",-0.221435870894814
"1294",2,"n","11",0,"27.1.8",-0.106627280016931
"1295",1,"y","11",25,"1.1.10",0.235188409829216
"1296",1,"n","11",25,"3.6.6",-0.0640880941969477
"1297",1,"n","11",25,"9.5.9",-0.166544625131028
"1298",1,"y","11",25,"11.1.2",0.891014784723547
"1299",1,"n","11",25,"19.3.2",-0.265115308660632
"1300",1,"y","11",25,"32.3.5",0.331101188047933
"1301",2,"n","11",25,"4.1.7",-0.162391622893189
"1302",2,"y","11",25,"10.1.4",0.444637737977136
"1303",2,"n","11",25,"10.4.1",-0.158328605526139
"1304",2,"y","11",25,"14.1.1",0.524482873661735
"1305",2,"n","11",25,"18.2.2",-0.0522261193584806
"1306",2,"y","11",25,"19.6.10",0.168987438640069
"1307",1,"y","11",10,"1.3.5",0.373763244009261
"1308",1,"y","11",10,"2.4.1",0.769345552302438
"1309",1,"n","11",10,"15.1.7",-0.133213790381493
"1310",1,"n","11",10,"22.3.4",-0.316988281102475
"1311",1,"y","11",10,"23.3.5",0.373506453880694
"1312",1,"y","11",10,"27.1.1",0.363163450090147
"1313",1,"n","11",10,"32.3.9",-0.135722813858068
"1314",2,"n","11",10,"2.4.2",-0.137101132472955
"1315",2,"y","11",10,"6.1.10",0.27443337081332
"1316",2,"y","11",10,"7.1.1",0.964007103430607
"1317",2,"n","11",10,"8.4.2",-0.0404339118055464
"1318",2,"y","11",10,"14.6.8",0.638620053031564
"1319",2,"y","11",10,"19.4.3",0.183573771400463
"1320",2,"n","11",10,"24.1.4",-0.16652239218242
"1321",1,"n","11",1000,"2.2.1",0.232843485886789
"1322",1,"y","11",1000,"2.3.4",1.49676031988326
"1323",1,"n","11",1000,"9.3.5",-0.0213089215456029
"1324",1,"y","11",1000,"26.1.4",1.33781176386319
"1325",1,"y","11",1000,"26.3.6",1.28319794550011
"1326",1,"n","11",1000,"27.3.9",-0.0836201002534439
"1327",2,"n","11",1000,"6.1.4",-0.0849740320002508
"1328",2,"n","11",1000,"9.2.3",-0.0259090739143196
"1329",2,"n","11",1000,"20.3.8",-0.147774959544836
"1330",2,"y","11",1000,"26.5.3",1.92979443523552
"1331",2,"y","11",1000,"30.4.4",1.92842511913416
"1332",2,"y","11",1000,"31.3.1",1.99095982049428
"1333",1,"y","11",100,"9.6.3",0.798078065610738
"1334",1,"y","11",100,"14.2.6",0.790703584570894
"1335",1,"n","11",100,"20.2.3",-0.271080927294882
"1336",1,"y","11",100,"25.2.9",0.498907549699127
"1337",1,"n","11",100,"27.1.5",-0.128797551149147
"1338",1,"n","11",100,"28.1.4",-0.132799608558773
"1339",2,"n","11",100,"4.3.5",-0.0795582799187415
"1340",2,"y","11",100,"9.6.4",1.46786285691463
"1341",2,"y","11",100,"12.2.2",0.595361605752848
"1342",2,"n","11",100,"17.5.2",-0.0791296859687127
"1343",2,"y","11",100,"22.2.10",1.0998748655184
"1344",2,"n","11",100,"25.2.2",-0.185558328336227
"1345",1,"y","11",5,"2.1.2",0.223346241720099
"1346",1,"y","11",5,"11.3.7",0.371204935017229
"1347",1,"y","11",5,"15.2.1",-0.300006618433619
"1348",1,"n","11",5,"20.3.5",-0.188563717513963
"1349",1,"n","11",5,"30.5.4",-0.222581633775026
"1350",1,"n","11",5,"31.6.5",-0.0852284712072047
"1351",2,"y","11",5,"1.1.3",-0.132162727471914
"1352",2,"n","11",5,"2.1.5",-0.0564038843089928
"1353",2,"n","11",5,"6.5.8",0.0134296703802234
"1354",2,"y","11",5,"23.3.8",0.19361928625877
"1355",2,"n","11",5,"23.4.6",-0.174487676010117
"1356",2,"y","11",5,"29.5.7",-0.238077309199631
"1357",1,"y","11",400,"1.4.10",0.675298840944343
"1358",1,"n","11",400,"18.4.4",-0.222783774973982
"1359",1,"y","11",400,"23.1.10",0.514962313932968
"1360",1,"y","11",400,"25.4.5",1.39025058341753
"1361",1,"n","11",400,"28.5.9",-0.107704427834424
"1362",1,"n","11",400,"31.5.6",-0.061131681547389
"1363",2,"n","11",400,"2.1.8",-0.0559587709444528
"1364",2,"y","11",400,"8.5.1",1.45104864518936
"1365",2,"n","11",400,"8.5.5",-0.130369919035041
"1366",2,"n","11",400,"15.1.2",-0.107450950932846
"1367",2,"y","11",400,"18.1.5",1.68270892990239
"1368",2,"y","11",400,"18.1.9",1.7928370979854
"1369",1,"n","11",700,"10.2.6",-0.0472785942442301
"1370",1,"y","11",700,"15.4.1",0.57696734291241
"1371",1,"n","11",700,"16.3.2",1.47315349424208
"1372",1,"n","11",700,"16.4.5",-0.119852378875783
"1373",1,"y","11",700,"19.1.7",1.68989277017169
"1374",1,"y","11",700,"24.5.7",1.23511855413485
"1375",2,"y","11",700,"8.1.3",1.57082387800778
"1376",2,"n","11",700,"15.2.2",-0.109997085361794
"1377",2,"n","11",700,"16.1.7",-0.122484474776623
"1378",2,"n","11",700,"21.4.6",-0.13689827942067
"1379",2,"y","11",700,"27.2.7",1.71326917752024
"1380",2,"y","11",700,"31.4.10",0.591118519454149
"1381",1,"n","12",1,"2.4.10",-0.107214996507374
"1382",1,"n","12",1,"8.6.8",-0.0814525369197949
"1383",1,"y","12",1,"13.4.1",-0.153313212416429
"1384",1,"y","12",1,"14.4.9",-0.0370665533826872
"1385",1,"y","12",1,"24.5.2",0.0763735622791509
"1386",1,"n","12",1,"31.2.6",-0.173145769960566
"1387",2,"y","12",1,"8.1.1",-0.0483774636151136
"1388",2,"y","12",1,"9.1.1",-0.261142823462627
"1389",2,"n","12",1,"9.3.1",0.0817892049540729
"1390",2,"n","12",1,"12.4.5",0.0438796525095261
"1391",2,"n","12",1,"13.2.1",-0.114093692440345
"1392",2,"y","12",1,"17.3.10",-0.128832244908826
"1393",1,"y","12",50,"2.6.1",1.21179524407189
"1394",1,"y","12",50,"4.3.3",1.60594880483368
"1395",1,"n","12",50,"5.3.6",-0.165563343172068
"1396",1,"n","12",50,"12.5.6",-0.184127315293568
"1397",1,"y","12",50,"20.1.4",1.32938764332756
"1398",1,"n","12",50,"24.6.1",-0.138472986663562
"1399",2,"n","12",50,"3.1.10",-0.105465687391815
"1400",2,"y","12",50,"5.4.8",1.54952589752206
"1401",2,"n","12",50,"8.5.10",0.100353298981536
"1402",2,"y","12",50,"16.2.5",1.2854863415894
"1403",2,"y","12",50,"20.3.10",1.47634022223884
"1404",2,"n","12",50,"28.1.2",-0.110726450684915
"1405",1,"y","12",0,"17.2.9",0.251076637705752
"1406",1,"n","12",0,"20.4.9",-0.235397049545008
"1407",1,"y","12",0,"20.5.4",-0.125036062581516
"1408",1,"n","12",0,"21.3.2",-0.214164090052575
"1409",1,"n","12",0,"23.1.3",-0.245916373838929
"1410",1,"y","12",0,"26.5.4",-0.185398706919394
"1411",2,"y","12",0,"4.1.1",-0.245649950181777
"1412",2,"y","12",0,"4.4.5",-0.222064052341052
"1413",2,"n","12",0,"10.1.7",-0.119021257584149
"1414",2,"n","12",0,"18.5.7",-0.179794310855977
"1415",2,"n","12",0,"26.1.1",-0.104904154468341
"1416",2,"y","12",0,"28.6.6",-0.12765720896776
"1417",1,"y","12",25,"7.6.5",1.45852747712724
"1418",1,"n","12",25,"8.3.2",-0.103792860248605
"1419",1,"y","12",25,"11.3.8",1.32199170054457
"1420",1,"n","12",25,"22.5.4",-0.272633450891251
"1421",1,"y","12",25,"25.2.10",0.67260881728979
"1422",1,"n","12",25,"29.6.2",-0.177767689010311
"1423",2,"y","12",25,"7.1.3",0.366559625188982
"1424",2,"n","12",25,"7.4.5",-0.0539578434112995
"1425",2,"n","12",25,"14.2.4",-0.0523891960693418
"1426",2,"y","12",25,"24.4.7",0.734369723132653
"1427",2,"n","12",25,"26.3.8",-0.214191533678475
"1428",2,"y","12",25,"32.4.1",1.09329551160677
"1429",1,"n","12",10,"4.5.3",-0.135036281552555
"1430",1,"y","12",10,"6.2.4",0.725050659153712
"1431",1,"n","12",10,"6.4.3",-0.112942171500973
"1432",1,"n","12",10,"7.4.2",-0.131904434124316
"1433",1,"y","12",10,"10.6.4",0.606110223183397
"1434",1,"y","12",10,"31.1.6",0.479928902264358
"1435",2,"y","12",10,"2.4.5",1.11210759472976
"1436",2,"n","12",10,"16.3.1",-0.100868805811694
"1437",2,"y","12",10,"16.4.10",0.0823171278052452
"1438",2,"n","12",10,"29.2.4",-0.132036841228977
"1439",2,"y","12",10,"31.3.4",0.274459486304284
"1440",2,"n","12",10,"32.2.1",-0.156672558107887
"1441",1,"y","12",1000,"2.3.1",1.65383591422217
"1442",1,"y","12",1000,"6.1.3",1.73975501360612
"1443",1,"y","12",1000,"14.3.6",1.5408857759996
"1444",1,"n","12",1000,"20.2.7",-0.198624667641182
"1445",1,"n","12",1000,"25.4.8",-0.177071816848764
"1446",1,"n","12",1000,"29.4.8",-0.125367274352005
"1447",2,"n","12",1000,"8.4.9",-0.0752945053987808
"1448",2,"y","12",1000,"9.2.2",0.98872842620396
"1449",2,"n","12",1000,"11.1.7",0.192405070982625
"1450",2,"n","12",1000,"11.2.7",-0.107152855003802
"1451",2,"y","12",1000,"18.1.2",1.58360251840978
"1452",2,"y","12",1000,"23.2.10",1.74590230540675
"1453",1,"y","12",100,"1.2.10",1.4945722521665
"1454",1,"y","12",100,"21.4.2",1.20365743651361
"1455",1,"n","12",100,"21.5.4",-0.239913475709971
"1456",1,"n","12",100,"26.3.8",-0.132214444231381
"1457",1,"n","12",100,"28.2.6",-0.188772986513437
"1458",1,"y","12",100,"31.2.7",0.936211930990877
"1459",2,"y","12",100,"1.3.7",1.58489302647251
"1460",2,"y","12",100,"9.3.7",2.1660282459177
"1461",2,"n","12",100,"21.1.8",-0.0860506615522893
"1462",2,"y","12",100,"22.6.6",1.4186044870799
"1463",2,"n","12",100,"25.1.3",-0.14743882119216
"1464",2,"n","12",100,"32.3.5",-0.200680958114918
"1465",1,"y","12",5,"5.5.1",0.554780305489981
"1466",1,"y","12",5,"10.4.8",0.391198851953376
"1467",1,"n","12",5,"17.6.6",-0.232896604930351
"1468",1,"y","12",5,"26.5.2",0.213646539865336
"1469",1,"n","12",5,"27.5.5",-0.183640328845069
"1470",1,"n","12",5,"30.6.5",-0.141595618035609
"1471",2,"y","12",5,"5.2.7",-0.150658043311413
"1472",2,"n","12",5,"7.2.5",-0.0925035834056218
"1473",2,"y","12",5,"20.2.3",-0.15994430304603
"1474",2,"n","12",5,"23.4.4",-0.0849662324965725
