"","unique.id","temp","nit","salt","block","mic","plate","well","rep","µ","k","time"
"147","b1.t25.p1.w6",25,1000,0,1,"3",1,6,2,0.173367983315674,1.46,0.721099537037037
"148","b1.t25.p1.w7",25,1000,0,1,"11",1,7,3,0.405475256086776,1.574,0.721099537037037
"149","b1.t25.p1.w15",25,1000,0,1,"13",1,15,3,0.615424320068159,1.83,0.721099537037037
"150","b1.t25.p1.w21",25,1000,0,1,"5",1,21,2,0.0680182462640076,1.647,0.721099537037037
"151","b1.t25.p1.w23",25,1000,0,1,"3",1,23,3,0.280553134132171,1.763,0.721099537037037
"152","b1.t25.p1.w24",25,1000,0,1,"10",1,24,2,0.192949279065228,1.519,0.721099537037037
"153","b1.t25.p1.w27",25,1000,0,1,"12",1,27,3,0.684834932484045,1.738,0.721099537037037
"154","b1.t25.p1.w29",25,1000,0,1,"12",1,29,1,0.564004054954383,1.739,0.721099537037037
"155","b1.t25.p1.w36",25,1000,0,1,"13",1,36,1,0.559711922811569,1.716,0.721099537037037
"156","b1.t25.p1.w37",25,1000,0,1,"6",1,37,1,0.395025515923753,1.733,0.721099537037037
"157","b1.t25.p1.w38",25,1000,0,1,"15",1,38,1,0.502713353227138,1.271,0.721099537037037
"158","b1.t25.p1.w39",25,1000,0,1,"8",1,39,3,0.60236093912256,1.616,0.721099537037037
"159","b1.t25.p1.w40",25,1000,0,1,"1",1,40,3,0.398076046118456,1.294,0.721099537037037
"160","b1.t25.p1.w41",25,1000,0,1,"10",1,41,3,0.255193845622286,1.793,0.721099537037037
"161","b1.t25.p1.w44",25,1000,0,1,"all",1,44,1,0.262345853933791,1.67,0.721099537037037
"162","b1.t25.p1.w45",25,1000,0,1,"11",1,45,2,0.0796171745015346,1.745,0.721099537037037
"163","b1.t25.p1.w56",25,1000,0,1,"7",1,56,1,0.331343068069048,1.089,0.721099537037037
"164","b1.t25.p1.w59",25,1000,0,1,"10",1,59,1,0.0767149406148828,0.972,0.721099537037037
"165","b1.t25.p2.w62",25,1000,0,1,"6",2,62,2,0.00376117629374278,1.612,0.723796296296296
"166","b1.t25.p2.w63",25,1000,0,1,"5",2,63,1,0.0548797884024942,1.623,0.994074074074074
"167","b1.t25.p2.w65",25,1000,0,1,"12",2,65,2,0.0260582297000442,1.631,4.87646990740741
"168","b1.t25.p2.w66",25,1000,0,1,"8",2,66,1,0.152357800219396,1.794,1.21278935185185
"169","b1.t25.p2.w68",25,1000,0,1,"9",2,68,2,0.118058073849619,1.595,1.21278935185185
"170","b1.t25.p2.w71",25,1000,0,1,"7",2,71,3,0.178226225988887,1.619,0.723796296296296
