"","block","mic","rep","id","Parameter","est","se","p"
"1",1,"all",1,"b1.mall.r1","r.max",2.1268442270496,0.393323036874478,0.000640361149072657
"2",1,"all",1,"b1.mall.r1","K.s",250.468376225883,138.152724463745,0.107399561982264
"3",1,"4",3,"b1.m4.r3","r.max",1.46130485649528,0.134547210654496,1.23815690113167e-05
"4",1,"4",3,"b1.m4.r3","K.s",33.2413105405628,15.4108349938015,0.0679071741915383
"5",1,"3",1,"b1.m3.r1","r.max",1.68323318232549,0.130242576895296,1.21593994894983e-06
"6",1,"3",1,"b1.m3.r1","K.s",17.0157908959455,6.3695383652221,0.0282993371089144
"7",1,"15",2,"b1.m15.r2","r.max",1.49159311512184,0.152135187435636,9.83518756080394e-06
"8",1,"15",2,"b1.m15.r2","K.s",19.141584013689,9.25954211461945,0.0725408643589685
"9",1,"11",1,"b1.m11.r1","r.max",1.42113007730884,0.227114913563817,0.000243770042014161
"10",1,"11",1,"b1.m11.r1","K.s",110.832059076635,64.8411569439673,0.125771874990836
"11",1,"2",1,"b1.m2.r1","r.max",1.56633854323764,0.105043973857143,4.03478897668331e-07
"12",1,"2",1,"b1.m2.r1","K.s",16.589430088411,5.4055619219604,0.0153722447954822
"13",1,"13",3,"b1.m13.r3","r.max",1.80257967119035,0.125833487841319,5.50326152539517e-07
"14",1,"13",3,"b1.m13.r3","K.s",67.5240442752156,18.5380249025955,0.00656554209729649
"15",1,"2",3,"b1.m2.r3","r.max",1.89245776095852,0.123527822407532,3.27121536385115e-07
"16",1,"2",3,"b1.m2.r3","K.s",59.3677712099815,15.5030073309409,0.00502193734706521
"17",1,"12",2,"b1.m12.r2","r.max",1.59982970301479,0.0832417229710869,5.56993395468988e-08
"18",1,"12",2,"b1.m12.r2","K.s",13.044053234986,3.43872544277729,0.00528703691215441
"19",1,"14",2,"b1.m14.r2","r.max",1.57639136334754,0.115740435615209,8.12366281483459e-07
"20",1,"14",2,"b1.m14.r2","K.s",26.0843455578735,8.63540472676699,0.0165436595233454
"21",1,"11",2,"b1.m11.r2","r.max",1.21451576199823,0.295112002498703,0.00336529005928782
"22",1,"11",2,"b1.m11.r2","K.s",94.6544857800664,86.3187690141359,0.30473821578716
"23",1,"10",3,"b1.m10.r3","r.max",1.70307452219898,0.218677555029996,5.29512749271385e-05
"24",1,"10",3,"b1.m10.r3","K.s",15.0041551668486,9.52378500781172,0.15380363002418
"25",1,"7",3,"b1.m7.r3","r.max",1.71190583195138,0.351716312486107,0.00124423815612507
"26",1,"7",3,"b1.m7.r3","K.s",75.78743290753,60.2981594040905,0.244252076977712
"27",1,"3",3,"b1.m3.r3","r.max",1.4520928082165,0.115017176880032,1.45467925536023e-06
"28",1,"3",3,"b1.m3.r3","K.s",30.7075260868878,10.6900651729746,0.0207481712719944
"29",1,"none",3,"b1.mnone.r3","r.max",1.66975594984688,0.20784387103686,4.23660189506041e-05
"30",1,"none",3,"b1.mnone.r3","K.s",16.973404062923,10.225496974269,0.135513750441526
"31",1,"none",2,"b1.mnone.r2","r.max",1.58940120087419,0.130632235751851,1.9294309324123e-06
"32",1,"none",2,"b1.mnone.r2","K.s",24.9458711368725,9.31101058520869,0.0279615263265079
"33",1,"3",2,"b1.m3.r2","r.max",1.29890641824954,0.141507934937032,1.60292591443691e-05
"34",1,"3",2,"b1.m3.r2","K.s",15.6653137396168,8.37399367173479,0.098299664480301
"35",1,"9",2,"b1.m9.r2","r.max",1.1977291881108,0.118919465147852,8.04668011926541e-06
"36",1,"9",2,"b1.m9.r2","K.s",16.4586842499073,7.95060176227739,0.0722158313578361
"37",1,"10",1,"b1.m10.r1","r.max",1.38287975315789,0.12870837078453,4.95426565811508e-06
"38",1,"10",1,"b1.m10.r1","K.s",21.1770168957133,9.19261934114319,0.0501803380268723
"39",1,"2",2,"b1.m2.r2","r.max",1.31928392217266,0.113343400670925,2.7035981755515e-06
"40",1,"2",2,"b1.m2.r2","K.s",15.5304580543753,6.55661854329145,0.0453405288070031
"41",1,"5",3,"b1.m5.r3","r.max",1.69832078585126,0.199312337080805,2.76546165254891e-05
"42",1,"5",3,"b1.m5.r3","K.s",20.0836115405418,11.0895650069969,0.107719620206765
"43",1,"1",2,"b1.m1.r2","r.max",0.996906599781291,0.302878114419223,0.0132760988431896
"44",1,"1",2,"b1.m1.r2","K.s",17.2753630661613,29.2058939541905,0.572781902718127
"45",1,"10",2,"b1.m10.r2","r.max",1.42812572057029,0.132124122236829,4.73518106858408e-06
"46",1,"10",2,"b1.m10.r2","K.s",11.9734360357556,5.69970820198007,0.0688613909290489
