"","block","Chlamy","mic","salt","well.ID","r.exp"
"478",2,"y","4",0,"32.1.8",1.50209914935752
"479",2,"y","4",0,"32.2.4",1.4993655782513
"480",1,"y","4",4,"6.6.4",0.236769564917213
"481",1,"n","4",4,"8.3.9",-0.0978062541259204
"482",1,"y","4",4,"9.2.3",0.346116912344849
"483",1,"y","4",4,"12.1.5",0.235758912337339
"484",1,"n","4",4,"13.3.5",-0.240159479467694
"485",1,"n","4",4,"18.4.1",-0.143221179647411
"486",2,"y","4",4,"8.3.8",0.389012989695991
"487",2,"y","4",4,"12.4.10",0.340445269648268
"488",2,"y","4",4,"20.6.5",0.199629234361454
"489",2,"n","4",4,"23.5.6",-0.133428828008778
"490",2,"n","4",4,"24.4.2",-0.138244664988961
"491",2,"n","4",4,"30.4.10",-0.0807128471264889
"492",1,"y","4",12,"5.2.3",-0.163714718691023
"493",1,"n","4",12,"12.1.6",-0.13439383430463
"494",1,"n","4",12,"12.3.6",-0.115835384868134
"495",1,"n","4",12,"13.3.8",-0.100104880751767
"496",1,"y","4",12,"23.4.1",-0.275935626204471
"497",1,"y","4",12,"28.3.9",-0.169341105076318
"498",2,"n","4",12,"15.5.3",-0.150448010291166
"499",2,"y","4",12,"17.1.9",-0.165477473166347
"500",2,"y","4",12,"23.3.6",-0.135689168135736
"501",2,"n","4",12,"27.3.5",-0.165982012755165
"502",2,"y","4",12,"32.1.10",-0.123057196413011
"503",2,"n","4",12,"32.5.8",-0.103374345175318
"504",1,"y","4",10.67,"4.5.7",0.0363273823791268
"505",1,"n","4",10.67,"13.6.4",-0.182681381373274
"506",1,"y","4",10.67,"14.4.6",-0.044714837437404
"507",1,"y","4",10.67,"22.5.7",1.59261981765057
"508",1,"n","4",10.67,"29.2.9",-0.102005733482982
"509",1,"n","4",10.67,"30.2.3",-0.132921668281004
"510",2,"n","4",10.67,"11.1.9",-0.114130504059675
"511",2,"y","4",10.67,"12.2.5",-0.0796325276342801
"512",2,"n","4",10.67,"13.4.8",-0.0773166164364125
"513",2,"n","4",10.67,"14.3.4",-0.119206909718733
"514",2,"y","4",10.67,"24.3.5",-0.158795090963237
"515",2,"y","4",10.67,"26.3.2",-0.104761759495097
"516",1,"y","4",6.67,"2.3.2",0.17151329826142
"517",1,"n","4",6.67,"3.6.2",-0.144381841858916
"518",1,"y","4",6.67,"12.4.1",0.268534532499924
"519",1,"n","4",6.67,"24.5.3",-0.152937026952491
"520",1,"y","4",6.67,"30.6.7",-0.100606276023527
"521",1,"n","4",6.67,"32.6.8",-0.158496500226564
"522",2,"n","4",6.67,"5.4.1",-0.118482173369568
"523",2,"n","4",6.67,"10.2.8",-0.0412563388082087
"524",2,"n","4",6.67,"11.5.1",-0.112780443427401
"525",2,"y","4",6.67,"20.6.10",-0.142323179788359
"526",2,"y","4",6.67,"24.1.6",0.194567703430878
"527",2,"y","4",6.67,"25.2.6",0.162591370441605
"528",1,"y","4",5.33,"3.2.9",0.218734377249467
"529",1,"n","4",5.33,"6.4.8",-0.162595708123435
"530",1,"n","4",5.33,"11.2.2",-0.0814268383681227
"531",1,"n","4",5.33,"17.6.2",0.101258103809687
"532",1,"y","4",5.33,"20.5.7",0.318234418940909
"533",1,"y","4",5.33,"24.2.5",0.233581164991975
"534",2,"n","4",5.33,"8.1.7",-0.0759233936153957
"535",2,"n","4",5.33,"12.3.3",-0.0723342620450049
"536",2,"y","4",5.33,"22.2.7",0.416647938255129
"537",2,"y","4",5.33,"23.6.7",0.117832080871854
"538",2,"n","4",5.33,"28.2.2",-0.149120347202944
"539",2,"y","4",5.33,"32.5.5",0.2106408334907
"540",1,"y","5",9.33,"5.3.1",-0.108034251899991
"541",1,"y","5",9.33,"6.6.5",0.093231013223342
"542",1,"n","5",9.33,"12.4.5",-0.175706055471894
"543",1,"n","5",9.33,"24.2.8",-0.0717714865347884
"544",1,"n","5",9.33,"26.4.1",-0.162487478808639
"545",1,"y","5",9.33,"30.3.9",-0.189107973046049
"546",2,"n","5",9.33,"3.1.3",-0.1022330742387
"547",2,"y","5",9.33,"10.2.6",0.197644907928222
"548",2,"y","5",9.33,"15.4.7",-0.188202070983126
"549",2,"y","5",9.33,"21.2.3",-0.141772603996129
"550",2,"n","5",9.33,"32.3.1",-0.116972064226771
"551",2,"n","5",9.33,"32.4.10",-0.130755896197474
"552",1,"n","5",1.33,"8.3.4",-0.062179184228192
"553",1,"y","5",1.33,"13.1.3",0.503522507917574
"554",1,"n","5",1.33,"19.4.6",-0.249579854536355
"555",1,"n","5",1.33,"25.4.9",-0.107774233171896
"556",1,"y","5",1.33,"28.4.1",0.844430616360314
"557",1,"y","5",1.33,"32.3.10",0.914974642307567
"558",2,"y","5",1.33,"1.5.9",1.44217017290465
"559",2,"n","5",1.33,"17.5.4",-0.0853282811223281
"560",2,"y","5",1.33,"19.1.8",1.39498570203005
"561",2,"n","5",1.33,"22.4.10",-0.0937863537104847
"562",2,"n","5",1.33,"22.5.5",-0.185133204781099
"563",2,"y","5",1.33,"30.5.8",1.36473194172853
"564",1,"n","5",2.67,"4.1.9",-0.112228473111134
"565",1,"n","5",2.67,"14.5.1",-0.147302650015431
"566",1,"y","5",2.67,"23.4.5",0.452837095855128
"567",1,"y","5",2.67,"24.6.5",0.494290787946374
"568",1,"y","5",2.67,"25.5.7",0.321698799533893
"569",1,"n","5",2.67,"27.1.8",-0.123106290640107
"570",2,"y","5",2.67,"1.2.4",0.747905046323704
"571",2,"y","5",2.67,"5.1.3",0.76484242130119
"572",2,"y","5",2.67,"7.3.3",0.253810513225798
"573",2,"n","5",2.67,"10.6.5",-0.111961243979993
"574",2,"n","5",2.67,"11.2.1",-0.132951531141807
"575",2,"n","5",2.67,"17.3.8",-0.151025975985336
"576",1,"y","5",8,"8.1.7",0.0429559660567772
"577",1,"n","5",8,"10.2.7",-0.137710947820356
"578",1,"y","5",8,"17.3.3",0.111209611645957
"579",1,"y","5",8,"21.5.1",-0.0690502493858568
"580",1,"n","5",8,"25.6.8",0.031471521456107
"581",1,"n","5",8,"26.6.1",-0.149903578699955
"582",2,"n","5",8,"4.3.2",-0.11044926220296
"583",2,"y","5",8,"5.4.6",-0.179853764713567
"584",2,"y","5",8,"13.1.6",-0.120515198869218
"585",2,"n","5",8,"19.3.9",-0.0917118965308378
"586",2,"n","5",8,"21.1.5",-0.132606142549519
"587",2,"y","5",8,"21.1.9",-0.153079523272739
"588",1,"y","5",0,"2.3.3",1.75191194610895
"589",1,"n","5",0,"3.5.8",-0.152437045631995
"590",1,"y","5",0,"3.6.1",1.68544061550666
"591",1,"y","5",0,"6.2.9",1.91326778963833
"592",1,"n","5",0,"8.6.5",-0.13297346809448
"593",1,"n","5",0,"30.3.4",-0.149172022711428
"594",2,"n","5",0,"3.5.5",-0.050178139974558
"595",2,"y","5",0,"14.4.4",0.596415985107147
"596",2,"n","5",0,"21.2.8",-0.102978439073585
"597",2,"y","5",0,"21.4.9",1.57394994739512
"598",2,"n","5",0,"22.4.2",-0.0760222787037916
"599",2,"y","5",0,"30.1.5",1.77860727667499
"600",1,"y","5",4,"5.6.1",0.165638245057499
"601",1,"y","5",4,"12.2.7",0.349001567668777
"602",1,"n","5",4,"19.1.6",-0.191149268736339
"603",1,"n","5",4,"20.2.9",-0.196028792339197
"604",1,"n","5",4,"21.4.7",-0.243900520768951
"605",1,"y","5",4,"26.6.5",0.316114226168552
"606",2,"n","5",4,"7.5.1",-0.0772796883687643
"607",2,"n","5",4,"10.3.9",-0.0856788538486178
"608",2,"y","5",4,"17.2.10",0.247498409888001
"609",2,"n","5",4,"18.6.4",-0.19066742371846
"610",2,"y","5",4,"28.5.1",0.101369868603947
"611",2,"y","5",4,"30.5.7",0.292454507902517
"612",1,"n","5",12,"6.4.9",-0.209804236800739
"613",1,"n","5",12,"8.1.9",-0.143395029095843
"614",1,"y","5",12,"11.5.3",0.364477941458692
"615",1,"y","5",12,"15.6.9",-0.209676767891692
"616",1,"y","5",12,"17.6.4",-0.118436757945008
"617",1,"n","5",12,"23.4.2",-0.233659099959666
"618",2,"n","5",12,"1.4.8",-0.0831766327445656
"619",2,"y","5",12,"4.5.1",-0.146461429910988
"620",2,"y","5",12,"7.5.10",-0.195077334174458
"621",2,"y","5",12,"8.5.8",-0.159072089107567
"622",2,"n","5",12,"10.6.10",-0.111425997240215
"623",2,"n","5",12,"13.1.7",-0.079261375730811
"624",1,"n","5",10.67,"14.6.9",0.111073713429505
"625",2,"n","5",10.67,"18.2.4",-0.260620541192671
"626",1,"y","5",10.67,"19.2.3",-0.224917867488158
"627",1,"n","5",10.67,"19.5.9",-0.175164318524231
"628",1,"y","5",10.67,"26.5.8",-0.168417182359944
"629",1,"n","5",10.67,"31.6.9",-0.225690225175617
"630",2,"n","5",10.67,"9.2.9",0.0550873697324613
"631",2,"y","5",10.67,"10.5.7",-0.155110694005805
"632",2,"y","5",10.67,"14.4.7",-0.170673536437486
"633",2,"n","5",10.67,"17.2.6",-0.0890080288556297
"634",2,"y","5",10.67,"27.1.4",0.165293960851136
"635",1,"n","5",6.67,"7.1.4",-0.233902787447436
"636",1,"y","5",6.67,"7.3.7",0.219027201139021
"637",1,"y","5",6.67,"7.4.1",0.151983712005261
"638",1,"n","5",6.67,"12.1.7",-0.169285935507323
"639",1,"n","5",6.67,"12.6.1",-0.116635669482156
"640",1,"y","5",6.67,"29.5.1",-0.0984329015015837
"641",2,"n","5",6.67,"3.5.8",-0.109386297639874
"642",2,"n","5",6.67,"15.3.6",-0.126106422880161
"643",2,"n","5",6.67,"17.2.3",-0.0889368305824566
"644",2,"y","5",6.67,"29.4.2",-0.124822904499572
"645",2,"y","5",6.67,"31.6.4",-0.1447728670729
"646",2,"y","5",6.67,"32.4.8",-0.124881021194212
"647",1,"y","5",5.33,"1.4.4",0.278339777156099
"648",1,"n","5",5.33,"2.1.5",-0.100507496160683
"649",1,"n","5",5.33,"4.2.9",-0.119308465433093
"650",1,"y","5",5.33,"15.5.9",0.274328349442158
"651",1,"y","5",5.33,"25.5.4",0.052746508591907
"652",1,"n","5",5.33,"25.5.10",-0.126813153158208
"653",2,"y","5",5.33,"5.1.2",0.410724311738673
"654",2,"n","5",5.33,"7.5.5",-0.0687977795451161
"655",2,"n","5",5.33,"8.4.7",-0.0941760121796385
"656",2,"y","5",5.33,"10.1.3",0.196767763641172
"657",2,"y","5",5.33,"11.2.10",0.177658878712483
"658",2,"n","5",5.33,"15.6.7",-0.0499364204224221
"659",1,"n","6",9.33,"6.1.9",-0.167123414592953
"660",1,"n","6",9.33,"9.4.2",-0.163222563420986
"661",1,"y","6",9.33,"9.4.7",0.0351743961814515
"662",1,"n","6",9.33,"9.5.1",-0.0683793867275135
"663",1,"y","6",9.33,"20.2.6",-0.20385903462314
"664",1,"y","6",9.33,"25.1.3",-0.205326130749854
"665",2,"n","6",9.33,"6.6.7",0.174234778156714
"666",2,"y","6",9.33,"15.1.6",-0.166960287512293
"667",2,"n","6",9.33,"20.6.7",-0.202810681346453
"668",2,"y","6",9.33,"27.5.6",-0.189500183724234
"669",2,"n","6",9.33,"28.6.9",-0.145985132775442
"670",2,"y","6",9.33,"31.6.3",-0.131983551860165
"671",1,"n","6",1.33,"1.1.3",-0.119937345113212
"672",1,"n","6",1.33,"2.5.10",-0.152976945986495
"673",1,"y","6",1.33,"8.5.10",1.22163351239751
"674",1,"y","6",1.33,"11.1.1",1.0550995617551
"675",1,"y","6",1.33,"18.1.6",1.25125943194348
"676",1,"n","6",1.33,"30.5.9",-0.183277050586878
"677",2,"n","6",1.33,"1.3.9",-0.0989797660270148
"678",2,"y","6",1.33,"5.1.9",1.73985618791183
"679",2,"n","6",1.33,"6.1.1",-0.0617720671988828
"680",2,"y","6",1.33,"10.1.5",1.31098080849512
"681",2,"n","6",1.33,"19.1.3",-0.138023603073354
"682",2,"y","6",1.33,"19.3.1",1.35423680564279
"683",1,"n","6",2.67,"5.6.6",-0.219047568841111
"684",1,"y","6",2.67,"7.2.1",0.64555180118077
"685",1,"n","6",2.67,"13.3.6",-0.103120024299605
"686",1,"y","6",2.67,"17.4.1",0.378077610012647
"687",1,"y","6",2.67,"27.6.1",0.393985398580584
"688",1,"n","6",2.67,"29.6.9",-0.159133304526415
"689",2,"y","6",2.67,"3.5.7",0.944749783568261
"690",2,"n","6",2.67,"5.2.1",-0.132240890727119
"691",2,"y","6",2.67,"6.4.2",0.357906790815154
"692",2,"y","6",2.67,"16.2.2",0.788569566311113
"693",2,"n","6",2.67,"31.1.6",-0.0619327542310769
"694",2,"n","6",2.67,"32.3.3",-0.15128348743019
"695",1,"y","6",8,"5.4.2",0.0758589265677555
"696",1,"n","6",8,"7.3.1",-0.142221247788592
"697",1,"y","6",8,"17.1.3",0.0667833317402985
"698",1,"n","6",8,"19.5.4",-0.160231181280616
"699",1,"y","6",8,"20.4.2",0.133298304840409
"700",1,"n","6",8,"31.3.2",-0.117897780201165
"701",2,"y","6",8,"5.2.3",0.102723167592056
"702",2,"n","6",8,"12.4.4",-0.0908355815127687
"703",2,"y","6",8,"12.5.1",0.0672960294559423
"704",2,"y","6",8,"13.4.3",0.0467460550739694
"705",2,"n","6",8,"22.2.3",-0.0809894474470507
"706",2,"n","6",8,"29.2.2",-0.106910877082636
"707",1,"y","6",0,"4.3.2",1.55122208941487
"708",1,"y","6",0,"5.6.5",1.73266934200902
"709",1,"n","6",0,"18.1.9",-0.302083381943974
"710",1,"y","6",0,"18.6.10",1.69584933194639
"711",1,"n","6",0,"22.6.6",-0.267424911374183
"712",1,"n","6",0,"25.1.10",-0.0913920506888924
"713",2,"n","6",0,"2.4.1",-0.109754309838865
"714",2,"y","6",0,"6.1.2",1.87595926542475
"715",2,"n","6",0,"9.1.10",-0.0584094355046754
"716",2,"y","6",0,"14.5.2",0.743242238043045
"717",2,"n","6",0,"23.5.5",0.615721304700192
"718",2,"y","6",0,"24.1.1",1.41472058995539
"719",1,"y","6",4,"3.5.4",0.49143479733388
"720",1,"n","6",4,"12.1.9",-0.123410686916281
"721",1,"y","6",4,"13.6.1",0.42930813360925
"722",1,"n","6",4,"20.3.3",-0.211510424973787
"723",1,"y","6",4,"26.1.6",0.363653826143385
"724",1,"n","6",4,"31.3.5",-0.0828452333946313
"725",2,"y","6",4,"4.4.4",0.497606620023127
"726",2,"n","6",4,"7.1.10",-0.0912780921693477
"727",2,"y","6",4,"8.2.5",0.458873111318665
"728",2,"y","6",4,"8.4.5",0.22751641354916
"729",2,"n","6",4,"23.1.2",0.0328751839293313
"730",2,"n","6",4,"25.2.1",-0.156094848331778
"731",1,"y","6",12,"7.6.8",-0.207423704981586
"732",1,"n","6",12,"14.3.9",-0.100775481572063
"733",1,"n","6",12,"21.1.2",-0.297663077813133
"734",1,"n","6",12,"22.4.7",-0.207353833534472
"735",1,"y","6",12,"28.3.10",-0.207550093179551
"736",1,"y","6",12,"29.6.8",-0.264639503236772
"737",2,"n","6",12,"3.3.4",0.130929403921487
"738",2,"y","6",12,"3.3.6",-0.190438115300937
"739",2,"y","6",12,"10.3.5",-0.124174367330718
"740",2,"n","6",12,"22.5.7",-0.149082717936726
"741",2,"y","6",12,"26.1.6",-0.172419753100944
"742",2,"n","6",12,"29.1.9",-0.0867550814613822
"743",1,"y","6",10.67,"4.6.5",-0.249843275912571
"744",1,"n","6",10.67,"15.5.7",-0.169961982729816
"745",1,"y","6",10.67,"19.3.10",-0.27254795448344
"746",1,"y","6",10.67,"22.1.4",-0.264671329575632
"747",1,"n","6",10.67,"23.1.7",-0.0828708686801194
"748",1,"n","6",10.67,"26.2.8",-0.05962665319518
"749",2,"n","6",10.67,"1.5.10",-0.140047130241146
"750",2,"n","6",10.67,"6.4.9",-0.0633390408184039
"751",2,"y","6",10.67,"15.4.3",-0.11801473958727
"752",2,"n","6",10.67,"21.6.6",-0.15677271162423
"753",2,"y","6",10.67,"24.5.9",-0.113566001804331
"754",2,"y","6",10.67,"26.1.5",-0.226631611894457
"755",1,"y","6",6.67,"1.4.3",0.235517453105116
"756",1,"n","6",6.67,"2.4.6",-0.0448359753927059
"757",1,"y","6",6.67,"2.6.9",0.151051731613031
"758",1,"n","6",6.67,"19.4.7",-0.111810176245181
"759",1,"y","6",6.67,"29.5.8",-0.106476951416954
"760",1,"n","6",6.67,"31.5.9",-0.0769977656652289
"761",2,"n","6",6.67,"2.3.7",0.057611610402251
"762",2,"y","6",6.67,"4.3.10",0.126530855993777
"763",2,"n","6",6.67,"5.5.7",-0.0568080508043822
"764",2,"n","6",6.67,"11.1.8",-0.182738417768812
"765",2,"y","6",6.67,"12.1.1",0.16520401525955
"766",2,"y","6",6.67,"26.3.3",-0.114832616971876
"767",1,"y","6",5.33,"6.2.5",0.293838607579295
"768",1,"y","6",5.33,"19.5.1",0.0890316307497481
"769",1,"n","6",5.33,"22.5.8",-0.245580670855251
"770",1,"y","6",5.33,"23.3.2",0.13704448724983
"771",1,"n","6",5.33,"29.1.8",-0.166194519117489
"772",1,"n","6",5.33,"29.6.1",-0.218597531003016
"773",2,"y","6",5.33,"1.1.1",0.18173562490671
"774",2,"y","6",5.33,"1.3.6",0.330700307578454
"775",2,"n","6",5.33,"7.2.6",-0.0905512406976473
"776",2,"n","6",5.33,"7.5.8",-0.0579770653795785
"777",2,"y","6",5.33,"10.4.2",0.17027110593858
"778",2,"n","6",5.33,"13.6.6",-0.124717158515612
"779",1,"n","7",9.33,"6.3.1",-0.0749014391968934
"780",1,"y","7",9.33,"7.1.8",0.156972666448684
"781",1,"n","7",9.33,"8.4.9",-0.165978319128548
"782",1,"y","7",9.33,"11.1.8",0.417165032370437
"783",1,"n","7",9.33,"15.6.7",-0.188229391575101
"784",1,"y","7",9.33,"30.2.6",-0.0859012420835632
"785",2,"n","7",9.33,"5.6.2",-0.118535157381363
"786",2,"y","7",9.33,"9.1.8",0.0533310347860631
"787",2,"y","7",9.33,"10.6.8",-0.0574314508646336
"788",2,"y","7",9.33,"13.2.7",0.0842184326342533
"789",2,"n","7",9.33,"14.6.2",-0.0939548630131743
"790",2,"n","7",9.33,"18.4.4",-0.155386913282399
"791",1,"n","7",1.33,"2.3.5",-0.120251764043129
"792",1,"y","7",1.33,"10.2.10",1.18748856953791
"793",1,"n","7",1.33,"10.5.6",-0.103012184014483
"794",1,"n","7",1.33,"19.4.8",-0.230759433718837
"795",1,"y","7",1.33,"29.1.4",0.843365107664265
"796",1,"y","7",1.33,"30.4.7",1.0764856837485
"797",2,"y","7",1.33,"3.3.8",1.436645972108
"798",2,"n","7",1.33,"4.4.6",0.0667740735254521
"799",2,"n","7",1.33,"7.3.5",-0.121593290078658
"800",2,"y","7",1.33,"9.1.4",1.42900627157906
"801",2,"n","7",1.33,"9.6.5",-0.0880838434378709
"802",2,"y","7",1.33,"10.3.10",1.28439554921657
"803",1,"n","7",2.67,"1.1.8",-0.0584957106052805
"804",1,"y","7",2.67,"4.1.7",0.490118026316119
"805",1,"n","7",2.67,"6.6.7",-0.192301600021916
"806",1,"y","7",2.67,"21.6.9",0.475694399257686
"807",1,"n","7",2.67,"29.5.4",-0.122764242105285
"808",1,"y","7",2.67,"30.5.6",0.731514359689155
"809",2,"y","7",2.67,"2.3.9",0.787589424246238
"810",2,"n","7",2.67,"20.1.5",-0.177317811752155
"811",2,"n","7",2.67,"26.3.4",-0.0748616141651468
"812",2,"y","7",2.67,"26.3.9",0.21909897118174
"813",2,"y","7",2.67,"28.6.3",0.177192336466438
"814",2,"n","7",2.67,"31.3.7",-0.14604560615126
"815",1,"n","7",8,"2.4.4",-0.108241480815869
"816",1,"y","7",8,"3.3.7",0.24984013050095
"817",1,"n","7",8,"17.1.5",-0.176989940016212
"818",1,"n","7",8,"19.4.9",-0.196424818403532
"819",1,"y","7",8,"21.3.10",0.0813024175689187
"820",1,"y","7",8,"31.3.8",0.120168058121594
"821",2,"n","7",8,"3.4.7",-0.131430812053424
"822",2,"y","7",8,"6.6.5",0.0966160638936536
"823",2,"y","7",8,"15.1.1",0.0572131069508986
"824",2,"n","7",8,"16.6.9",-0.0924860515327012
"825",2,"y","7",8,"25.6.4",-0.0621773502811279
"826",2,"n","7",8,"28.5.4",-0.118026553982208
"827",1,"y","7",0,"6.3.7",1.91090632529515
"828",1,"n","7",0,"11.2.1",-0.19027397492311
"829",1,"y","7",0,"16.2.7",0.586743316671137
"830",1,"n","7",0,"21.3.6",-0.276512395167111
"831",1,"y","7",0,"31.5.5",0.659610367823439
"832",1,"n","7",0,"32.5.8",-0.125877217867074
"833",2,"y","7",0,"6.4.5",0.483417366464925
"834",2,"y","7",0,"8.2.6",0.681271321753383
"835",2,"n","7",0,"8.3.2",-0.0713681836524398
"836",2,"y","7",0,"11.3.6",0.485398609092074
"837",2,"n","7",0,"22.1.3",0.267620533327684
"838",2,"n","7",0,"24.1.5",-0.126049763348758
"839",1,"y","7",4,"7.2.2",0.355203503862256
"840",1,"n","7",4,"7.5.3",-0.117248094668734
"841",1,"y","7",4,"16.3.8",0.388240944976707
"842",1,"n","7",4,"21.3.7",-0.2695291668558
"843",1,"y","7",4,"22.1.7",-0.176096833277316
"844",1,"n","7",4,"27.5.4",-0.101696793198597
"845",2,"n","7",4,"6.1.8",-0.157000344122655
"846",2,"y","7",4,"13.4.1",0.180417912628783
"847",2,"y","7",4,"21.4.4",0.239896497305247
"848",2,"n","7",4,"23.3.9",-0.092873991622479
"849",2,"n","7",4,"28.2.6",-0.166971418311957
"850",2,"y","7",4,"30.3.6",0.289093408943242
"851",1,"y","7",12,"4.1.4",-0.191300626521256
"852",1,"n","7",12,"6.5.2",-0.157089134679461
"853",1,"n","7",12,"12.2.10",-0.0632439714140784
"854",1,"n","7",12,"13.3.4",0.240597496064905
"855",1,"y","7",12,"16.1.7",-0.089449888850917
"856",1,"y","7",12,"30.6.2",-0.208249675700781
"857",2,"y","7",12,"3.3.10",-0.19178760817395
"858",2,"y","7",12,"5.6.10",-0.144900012825933
"859",2,"y","7",12,"8.1.6",-0.0845984556670055
"860",2,"n","7",12,"8.4.6",-0.0812443594537903
"861",2,"n","7",12,"25.5.8",-0.115429324726568
"862",2,"n","7",12,"31.3.8",-0.136863507115607
"863",1,"y","7",10.67,"13.1.1",-0.104315426981953
"864",1,"y","7",10.67,"15.3.9",-0.0571393503855666
"865",1,"y","7",10.67,"18.6.6",-0.20305959500445
"866",1,"n","7",10.67,"21.4.4",-0.233687625654245
"867",1,"n","7",10.67,"23.2.3",-0.252919334298137
"868",1,"n","7",10.67,"29.2.1",-0.119577798805268
"869",2,"y","7",10.67,"13.2.8",-0.110268512507209
"870",2,"n","7",10.67,"15.3.5",-0.0978981835696167
"871",2,"y","7",10.67,"18.2.9",0.0247661041655709
"872",2,"n","7",10.67,"18.4.8",-0.107290793905145
"873",2,"y","7",10.67,"27.4.1",-0.169823454653573
"874",2,"n","7",10.67,"27.4.8",-0.117626701995115
"875",1,"y","7",6.67,"3.4.8",0.201541659021729
"876",1,"y","7",6.67,"5.3.9",0.149830361035732
"877",1,"n","7",6.67,"17.6.8",-0.254105372453245
"878",1,"n","7",6.67,"18.4.7",-0.221548224773831
"879",1,"n","7",6.67,"28.6.7",-0.109859600948863
"880",1,"y","7",6.67,"31.2.10",0.0159384490626052
"881",2,"n","7",6.67,"2.1.7",-0.121017041667013
"882",2,"y","7",6.67,"10.3.6",0.102330046730596
"883",2,"n","7",6.67,"13.4.7",-0.0750259128464659
"884",2,"y","7",6.67,"23.3.5",0.203571896455437
"885",2,"n","7",6.67,"25.4.10",-0.119306805637082
"886",2,"y","7",6.67,"26.1.8",0.0991257813594773
"887",1,"n","7",5.33,"7.6.3",0.0146486051062724
"888",1,"y","7",5.33,"14.5.2",0.239845995053239
"889",1,"y","7",5.33,"18.6.5",0.246580049179466
"890",1,"n","7",5.33,"19.3.4",-0.146570358747377
"891",1,"n","7",5.33,"28.1.7",-0.135881772036598
"892",1,"y","7",5.33,"29.3.5",0.0720896654471676
"893",2,"y","7",5.33,"2.4.7",0.502308275933971
"894",2,"y","7",5.33,"4.6.6",0.286528636331938
"895",2,"n","7",5.33,"13.4.9",-0.136957726446473
"896",2,"n","7",5.33,"18.4.5",-0.17501096635598
"897",2,"n","7",5.33,"23.1.7",-0.102253263784995
"898",2,"y","7",5.33,"26.6.3",0.291312299678459
"899",1,"y","8",9.33,"7.4.8",-0.0133844491961882
"900",1,"n","8",9.33,"16.5.7",-0.150017965375777
"901",1,"y","8",9.33,"23.1.8",-0.185181369587178
"902",1,"n","8",9.33,"23.6.5",-0.220706860621215
"903",1,"y","8",9.33,"24.2.3",-0.16448748800769
"904",1,"n","8",9.33,"31.4.7",-0.139162684925315
"905",2,"n","8",9.33,"9.6.7",-0.047509989300514
"906",2,"y","8",9.33,"13.2.3",0.034508732548041
"907",2,"n","8",9.33,"14.3.2",-0.159490063418165
"908",2,"n","8",9.33,"18.5.6",-0.140265011392451
"909",2,"y","8",9.33,"20.5.7",-0.155541701254365
"910",2,"y","8",9.33,"28.2.1",-0.18077166630579
"911",1,"y","8",1.33,"15.6.5",0.504105406882903
"912",1,"y","8",1.33,"16.4.3",1.05973622508832
"913",1,"y","8",1.33,"19.3.5",1.1088433282618
"914",1,"n","8",1.33,"23.3.10",-0.28604277471209
"915",1,"n","8",1.33,"25.4.6",-0.064277573014145
"916",1,"n","8",1.33,"30.6.8",-0.201828317360422
"917",2,"y","8",1.33,"7.2.4",1.45622116035082
"918",2,"n","8",1.33,"9.5.9",-0.0577906398638947
"919",2,"y","8",1.33,"9.6.2",1.42587827739188
"920",2,"n","8",1.33,"10.6.4",-0.110766760925287
"921",2,"y","8",1.33,"15.6.8",1.29055826549647
"922",2,"n","8",1.33,"31.2.8",-0.142933586939034
"923",1,"y","8",2.67,"1.3.4",0.563667670140452
"924",1,"n","8",2.67,"5.2.10",-0.105964697606895
"925",1,"y","8",2.67,"7.4.7",0.510712248907845
"926",1,"n","8",2.67,"25.3.9",-0.131370492330457
"927",1,"n","8",2.67,"26.3.10",-0.0979891360688536
"928",1,"y","8",2.67,"27.2.10",0.410312658363338
"929",2,"n","8",2.67,"1.2.6",-0.0802068011781918
"930",2,"y","8",2.67,"6.3.5",0.806392540826725
"931",2,"n","8",2.67,"6.3.8",-0.0796645682890897
"932",2,"y","8",2.67,"7.1.8",0.579927681925913
"933",2,"y","8",2.67,"9.5.7",0.772552913571516
"934",2,"n","8",2.67,"12.2.8",-0.0937112766926338
"935",1,"y","8",8,"4.1.8",-0.137008793098614
"936",1,"n","8",8,"9.4.1",-0.0997445391475021
"937",1,"n","8",8,"10.1.7",-0.0449076141869336
"938",1,"n","8",8,"12.4.3",-0.194678499887588
"939",1,"y","8",8,"20.3.9",0.0274277809582765
"940",1,"y","8",8,"22.3.2",0.0654564798199614
"941",2,"y","8",8,"4.6.8",-0.146523173024252
"942",2,"y","8",8,"11.1.4",-0.075311376718351
"943",2,"n","8",8,"22.3.1",-0.119376173005896
"944",2,"n","8",8,"22.6.10",-0.132673858480695
"945",2,"n","8",8,"23.1.1",-0.123883754027981
"946",2,"y","8",8,"30.4.2",-0.156271657224072
"947",1,"y","8",0,"8.5.4",1.62804794365275
"948",1,"y","8",0,"10.3.10",1.62512125171499
"949",1,"n","8",0,"11.2.3",-0.179433077500529
"950",1,"n","8",0,"17.5.6",-0.198532567666172
"951",1,"n","8",0,"19.2.1",-0.183901402351887
"952",1,"y","8",0,"24.3.7",1.44556091489899
"953",2,"y","8",0,"13.3.7",0.417633905131253
"954",2,"n","8",0,"13.5.9",-0.0634097307396083
"955",2,"n","8",0,"15.3.8",-0.0993002451645589
"956",2,"n","8",0,"17.1.2",-0.0620732119055086
"957",2,"y","8",0,"24.4.4",1.58926605181112
"958",2,"y","8",0,"26.4.2",1.859869582008
