"","block","mic","rep","id","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"56",2,"9",2,"b2.m9.r2",24.3551231397201,27.7594346906205,10.8512260386724,48.1971770476573,0,1.92050268692395,1.85500513299577,1.59390647737191,2.19326874172988,0,11.9744315226745,6.0610514907372,19.300033677928,0
"57",2,"13",2,"b2.m13.r2",36.2051910363204,42.6110672513305,17.5546132442035,77.2308399050965,0,1.86392315293294,1.79814536818487,1.46565912089285,2.08866659315415,0,19.2839162654696,9.37551797855332,31.1478710470381,0
"58",2,"12",3,"b2.m12.r3",23.832856763794,26.4052969881412,9.97238608594496,43.8766676195374,0,1.73441441959818,1.6816665244638,1.45980256654144,1.94772939828072,0,12.931937641682,6.21635191681656,20.0245773869677,0
"59",2,"none",2,"b2.mnone.r2",20.2119859672438,21.8363793197571,10.3187351421108,37.9816933033343,0,1.73761737944965,1.70027311484796,1.48556444443517,1.96302642497988,0,10.745076267531,5.57298422897728,16.4447544203701,0
"60",2,"8",1,"b2.m8.r1",14.9635714539586,15.2906385066185,11.157052334402,21.4762073590401,0,1.7926035427323,1.78033335774312,1.66360451130016,1.89123317756696,0,7.02186972825309,5.27886937279442,9.22026802611936,0
"61",2,"all",3,"b2.mall.r3",60.2442537671526,70.220388947189,41.4003887754407,110.412280812321,0,2.00886256397017,1.96709544431959,1.74032068785428,2.21879230292868,0,27.9606780880803,18.2420103780101,39.6500331235916,0
"62",2,"5",1,"b2.m5.r1",23.8326762100607,28.2507203448941,8.29424734607197,56.6965754910222,0,1.72946349560116,1.64672774558011,1.37180608343119,2.01643194684979,0,14.3324319989691,6.15057484853894,25.1323924097676,0
"63",2,"7",3,"b2.m7.r3",34.4815428212144,40.6225226734041,17.1479108263266,77.010085824431,0,1.93571393661759,1.85873599841532,1.55700735758303,2.19819190783803,0,17.47879148697,7.7932931971028,28.2386751737647,0
"64",2,"4",2,"b2.m4.r2",27.1135225737682,30.2645310879203,8.09288499165261,70.2448313949583,0,1.88442159950888,1.82156425609811,1.4474862345317,2.25119218175894,0,13.2707132422693,4.31470632844027,26.403614145298,0
"65",2,"none",3,"b2.mnone.r3",21.1263338746477,23.0263509402398,8.3594408962936,48.2531389816393,0,1.84785162543173,1.79871660724188,1.48103071495053,2.14577572675767,0,10.4715931801633,4.32175802792485,18.7995222910042,0
"66",2,"14",2,"b2.m14.r2",21.9652556850935,21.5519936376556,7.54280185371131,42.5972448085642,0,1.93345331069136,1.96735803702785,1.64904565369888,2.30904318084295,0,8.43559796160341,3.53402849890044,15.2537892943012,0
"67",2,"9",1,"b2.m9.r1",29.5622764086006,34.3690573100093,7.67714805380851,72.6208075555261,0,1.92121507613821,1.87325743153917,1.54582748845399,2.24661709089234,0,14.8421294846083,5.87195940126504,28.6909685591138,0
"68",2,"1",2,"b2.m1.r2",27.7142742608755,32.5072685615476,18.0429722976987,50.726198066531,0,2.00269421378233,1.93555664991581,1.72048028968534,2.16209333903003,0,13.1337725708092,7.41321288310964,18.1933649709561,0
"69",2,"all",1,"b2.mall.r1",53.7702322335836,58.0746787534066,31.5011503477602,88.058581654356,0,2.06635564312113,2.0366534606717,1.8036006014125,2.28080208326539,0,22.1092279656472,13.8199273181972,30.9338498672324,0
"70",2,"6",3,"b2.m6.r3",18.2501420615215,19.6906298915085,6.49323032765825,39.1975148694771,0,1.79171042405582,1.77416342415713,1.48913596838406,2.09286909044967,0,9.10142333188052,4.17330965313772,16.4180626245491,0
"71",2,"14",1,"b2.m14.r1",29.6201995468416,31.0489558312849,12.3072805905976,56.3627922423648,0,2.03035499179795,2.01519325296774,1.70441771980279,2.37788355581867,0,11.9229184404776,5.56260953775192,20.0483634924223,0
"72",2,"12",2,"b2.m12.r2",25.8873529469694,27.4709465486707,15.7484911379362,42.1556108329619,0,1.93832316430091,1.92152225223795,1.70688447340547,2.1122079725171,0,11.2774541672882,7.34925284692651,16.7628932074273,0
"73",2,"1",1,"b2.m1.r1",31.0439271098384,32.629312102777,13.9109491862625,56.3771864231838,0,2.09804399097853,2.04873877443479,1.7478109285464,2.34705633088733,0,12.4612442753568,6.3201307219519,19.4746733198565,0
"74",2,"3",3,"b2.m3.r3",34.5978269147846,36.244259481221,15.6105434554716,62.1485747428265,0,1.95951255715573,1.93751674881566,1.64121957446873,2.22404931243972,0,14.7119720388519,7.76950712586432,23.2306352722354,0
"75",2,"9",3,"b2.m9.r3",29.2123677143109,31.9519407073196,16.0778466340251,50.3301565776209,0,2.00508835873247,1.95404463523236,1.73339137953223,2.19779782834058,0,12.8068976835111,7.56355271104287,18.9990628187709,0
"76",2,"none",1,"b2.mnone.r1",26.9279715374875,32.4734376205708,7.93204624234566,70.4218508136946,0,1.76530440294949,1.69574221034276,1.36189080562048,2.13793458139794,0,15.7211913431179,5.46610835443717,28.4912146055937,0
"77",2,"10",2,"b2.m10.r2",31.8117605341232,35.1120516309071,15.268003912667,72.5878543330254,0,2.03284199880834,1.98214847554526,1.64891987244133,2.36463968713872,0,13.813109290905,6.54963980443909,24.3073160498106,0
"78",2,"8",3,"b2.m8.r3",23.7663599346622,26.9366474441943,9.09492032878671,51.2362931502358,0,1.86549808678457,1.79612059896737,1.51731262613297,2.18912089623062,0,12.1948555278025,5.29916604047772,21.177804159995,0
"79",2,"8",2,"b2.m8.r2",29.0564535137357,32.2223157200871,16.2173390529521,54.6253558988291,0,2.07639558091748,2.01861964085675,1.77342715598981,2.31924337585994,0,12.3664807645926,6.87129194642445,18.9270219298124,0
"80",2,"10",3,"b2.m10.r3",27.9675986343742,30.2156282319863,13.7683539189314,58.0374121608368,0,1.89695158154153,1.85180180363931,1.57898418941276,2.1753398102814,0,13.2466008162933,6.91817759013617,22.1191462921902,0
"81",2,"7",2,"b2.m7.r2",38.8309596258996,44.0207721634829,21.2126862233478,70.9050274174883,0,2.0430935400004,1.97554782057463,1.7221407817367,2.28148067069534,0,17.2269433083742,9.49405765204843,25.2435800326468,0
"82",2,"6",1,"b2.m6.r1",16.6073811257711,18.4160655798598,7.96781602989036,34.4142156687116,0,1.73352026409617,1.69412351689878,1.48199400392677,1.97828391568979,0,9.18319670316297,4.58826472683073,15.3717629587734,0
"83",2,"15",2,"b2.m15.r2",36.3324325773413,37.0517505830806,23.2331944768049,56.2059756246512,0,2.06434399459322,2.06271422588955,1.84435524700994,2.2517198762391,0,13.7539173739886,9.26123705316189,19.42197475546,0
"84",2,"13",3,"b2.m13.r3",37.9942041183285,43.6602668920353,16.9158070554764,86.4424193415173,0,1.98638600414473,1.91541800604712,1.55879668461057,2.30276250950772,0,18.1427664094459,9.17896368497576,32.8391542885904,0
