"","block","mic","rep","id","Parameter","mean","Rhat","n.eff"
"112",3,"13",2,"b3.m13","tmax",44.9045024054597,1.00140122392061,3900
"113",3,"none",3,"b3.mnone","a",0.058974022245099,1.00134762663205,4100
"114",3,"none",3,"b3.mnone","b",-1.10959892462318,1.00096187294937,6000
"115",3,"none",3,"b3.mnone","d.t",9.18294233084495,1.0010200602002,6000
"116",3,"none",3,"b3.mnone","tmax",44.6128071452781,1.00076150158711,6000
"117",3,"14",2,"b3.m14","a",0.0596592324859602,1.0010191117241,6000
"118",3,"14",2,"b3.m14","b",-1.11858071441055,1.00183583569629,2600
"119",3,"14",2,"b3.m14","d.t",9.12210685695473,1.00092456608904,6000
"120",3,"14",2,"b3.m14","tmax",44.5931887869954,1.00111082328619,5700
"121",3,"15",3,"b3.m15","a",0.0577586329700878,1.00092616077393,6000
"122",3,"15",3,"b3.m15","b",-1.07856420858415,1.00153446257575,3400
"123",3,"15",3,"b3.m15","d.t",9.0697184451715,1.00134560835934,4100
"124",3,"15",3,"b3.m15","tmax",44.5429500322906,1.00143686178719,3700
"125",3,"4",1,"b3.m4","a",0.0594636903655157,1.00111506042863,5700
"126",3,"4",1,"b3.m4","b",-1.1345222799625,1.00122922139884,4800
"127",3,"4",1,"b3.m4","d.t",9.12513186177808,1.0012403397615,4700
"128",3,"4",1,"b3.m4","tmax",44.6444872006487,1.00078429600937,6000
"129",3,"11",3,"b3.m11","a",0.0607041342724775,1.0009227833364,6000
"130",3,"11",3,"b3.m11","b",-1.25063345329763,1.00115572880338,5300
"131",3,"11",3,"b3.m11","d.t",8.97939692500213,1.00104167445039,6000
"132",3,"11",3,"b3.m11","tmax",44.7154798795213,1.00090879832835,6000
"133",3,"6",3,"b3.m6","a",0.0586128718104325,1.00082570024238,6000
"134",3,"6",3,"b3.m6","b",-1.07883474594697,1.00100572592846,6000
"135",3,"6",3,"b3.m6","d.t",9.09262852342948,1.00070248441662,6000
"136",3,"6",3,"b3.m6","tmax",44.4584686345095,1.00092757510198,6000
"137",4,"12",3,"b4.m12","a",0.0562851337623309,1.00093077549253,6000
"138",4,"12",3,"b4.m12","b",-1.1533561777744,1.00074186334482,6000
"139",4,"12",3,"b4.m12","d.t",9.41847149111392,1.00102427465638,6000
"140",4,"12",3,"b4.m12","tmax",44.7801966998433,1.0006748405603,6000
"141",4,"1",1,"b4.m1","a",0.0578266516687677,1.00086405343869,6000
"142",4,"1",1,"b4.m1","b",-1.17625195968605,1.00094778301291,6000
"143",4,"1",1,"b4.m1","d.t",9.34620777144984,1.0007895378111,6000
"144",4,"1",1,"b4.m1","tmax",44.842830878909,1.00081819717403,6000
"145",4,"3",2,"b4.m3","a",0.0559768582809613,1.00076359589794,6000
"146",4,"3",2,"b4.m3","b",-1.11965591715023,1.00173036246641,2800
"147",4,"3",2,"b4.m3","d.t",9.43532585220947,1.00087882287898,6000
"148",4,"3",2,"b4.m3","tmax",44.9555485136827,1.00164818629856,3000
"149",4,"9",1,"b4.m9","a",0.0586481137697579,1.00066513295442,6000
"150",4,"9",1,"b4.m9","b",-1.25857069979077,1.00072689020938,6000
"151",4,"9",1,"b4.m9","d.t",9.38014319061006,1.00103196292894,6000
"152",4,"9",1,"b4.m9","tmax",45.0266271315671,1.00134521112786,4100
"153",4,"15",1,"b4.m15","a",0.0565036628187719,1.00162687562868,3100
"154",4,"15",1,"b4.m15","b",-1.09186547991196,1.0007656899481,6000
"155",4,"15",1,"b4.m15","d.t",9.32668425018331,1.00186100133035,2600
"156",4,"15",1,"b4.m15","tmax",44.6715392565768,1.00106279080649,6000
"157",4,"11",1,"b4.m11","a",0.0576817567527515,1.00164955694257,3000
"158",4,"11",1,"b4.m11","b",-1.33796064665944,1.00138985144971,3900
"159",4,"11",1,"b4.m11","d.t",9.22443424739782,1.0014059527893,3900
"160",4,"11",1,"b4.m11","tmax",45.4549874065737,1.00068152990502,6000
"161",4,"13",2,"b4.m13","a",0.0544211984280041,1.00056204509318,6000
"162",4,"13",2,"b4.m13","b",-1.14875284428506,1.00127327609145,4500
"163",4,"13",2,"b4.m13","d.t",9.36651290681034,1.00069383169919,6000
"164",4,"13",2,"b4.m13","tmax",45.2452252582195,1.00093492416266,6000
"165",4,"all",1,"b4.mall","a",0.0599504440519947,1.00117819989035,5200
"166",4,"all",1,"b4.mall","b",-1.23226836838606,1.00077627021134,6000
"167",4,"all",1,"b4.mall","d.t",9.17191577517893,1.0013615656699,4100
"168",4,"all",1,"b4.mall","tmax",44.7941596548272,1.00106721998109,6000
"169",4,"none",3,"b4.mnone","a",0.0575301425191978,1.00103373432833,6000
"170",4,"none",3,"b4.mnone","b",-1.20589174219864,1.00094272597214,6000
"171",4,"none",3,"b4.mnone","d.t",9.3835051044755,1.00136055255893,4100
"172",4,"none",3,"b4.mnone","tmax",44.8398616501763,1.00092716157595,6000
"173",4,"5",2,"b4.m5","a",0.0574170761763458,1.00119200718627,5000
"174",4,"5",2,"b4.m5","b",-1.16633602703747,1.00156863053157,3300
"175",4,"5",2,"b4.m5","d.t",9.4467373923994,1.00149960397572,3500
"176",4,"5",2,"b4.m5","tmax",44.8049763376205,1.0016177334593,3100
"177",4,"6",3,"b4.m6","a",0.0565920915455126,1.00088990984134,6000
"178",4,"6",3,"b4.m6","b",-1.12174922051043,1.00112381002428,5600
"179",4,"6",3,"b4.m6","d.t",9.44389687461529,1.00090030790637,6000
"180",4,"6",3,"b4.m6","tmax",44.6426203741721,1.00072502866217,6000
"181",4,"10",3,"b4.m10","a",0.0569323122600721,1.00209655270662,2200
"182",4,"10",3,"b4.m10","b",-1.10416599427799,1.00139847004242,3900
"183",4,"10",3,"b4.m10","d.t",9.41426200501847,1.00137925734709,4000
"184",4,"10",3,"b4.m10","tmax",44.7495720478519,1.00188306334668,2500
"185",4,"14",3,"b4.m14","a",0.0559793940179277,1.0011187677662,5600
"186",4,"14",3,"b4.m14","b",-1.18025696512775,1.00079904308688,6000
"187",4,"14",3,"b4.m14","d.t",9.43131029656739,1.00102965612085,6000
"188",4,"14",3,"b4.m14","tmax",44.9793471472567,1.00185170876894,2600
"189",4,"2",1,"b4.m2","a",0.0579691033729801,1.00059224104303,6000
"190",4,"2",1,"b4.m2","b",-1.18877334959327,1.00123589366758,4700
"191",4,"2",1,"b4.m2","d.t",9.28575437005198,1.00063195058778,6000
"192",4,"2",1,"b4.m2","tmax",44.895548301042,1.0014380682811,3700
"193",4,"7",3,"b4.m7","a",0.0554951801599019,1.00075279995226,6000
"194",4,"7",3,"b4.m7","b",-1.12496055501568,1.00086482771411,6000
"195",4,"7",3,"b4.m7","d.t",9.47402825758945,1.00102198162653,6000
"196",4,"7",3,"b4.m7","tmax",44.888045819077,1.00074652598995,6000
"197",4,"8",1,"b4.m8","a",0.0569359497659384,1.00100718054812,6000
"198",4,"8",1,"b4.m8","b",-1.15941208783569,1.00068710665977,6000
"199",4,"8",1,"b4.m8","d.t",9.43615672572527,1.00079001766391,6000
"200",4,"8",1,"b4.m8","tmax",44.7627052500751,1.00058209055139,6000
"201",4,"4",2,"b4.m4","a",0.0557752701281604,1.00088220853352,6000
"202",4,"4",2,"b4.m4","b",-1.15903093281969,1.00171858907775,2900
"203",4,"4",2,"b4.m4","d.t",9.4577454908858,1.00106683991668,6000
"204",4,"4",2,"b4.m4","tmax",44.8178139178463,1.00116223682336,5300
