"","block","mic","rep","id","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","aff.mod","aff.post","aff.min","aff.max","aff.na"
"1",1,"all",1,"b1.mall",53.8579865284153,55.2216388634215,43.2551328481423,59.9989591998619,0,1.64923266641505,1.64867658104865,1.4643225559323,1.82211250294943,0,0.0185673484000818,0.0181088432105898,0.0166669557828314,0.0231186435956802,0
"2",1,"4",3,"b1.m4",19.4334416448695,17.8460571743013,7.3531001283155,35.6510970377656,0,1.21831148042312,1.215886583387,1.02574105881497,1.40388581961291,0,0.0514576891872368,0.0560347862975772,0.0218931920551052,0.105402046969218,0
"3",1,"3",1,"b1.m3",22.5092306866279,21.5045887525313,10.717199984012,35.8253847810271,0,1.49006747192704,1.48548331786519,1.30857477817064,1.67139550252571,0,0.0444262184666342,0.0465017035169622,0.0224200955361307,0.0768291224470054,0
"4",1,"15",2,"b1.m15",16.5844100652231,15.7733996312276,8.02458750861583,27.0813697803195,0,1.45342318927206,1.45002415700368,1.28941794102569,1.6329983500267,0,0.0602975925020669,0.0633978741093641,0.0309172435918185,0.105108263000736,0
"5",1,"11",1,"b1.m11",45.2632895578079,46.7412893074901,26.6142068349692,59.9925892911168,0,1.2184726637944,1.22092860000886,1.01501639759474,1.43099146525546,0,0.0220929589910352,0.0213943606939939,0.0166687254511962,0.0375739170511769,0
"6",1,"2",1,"b1.m2",28.8520128343774,28.076615324072,16.0615712515081,43.8188408318316,0,1.58902177105625,1.5868760952908,1.42108507386178,1.75772314384541,0,0.0346596268946786,0.0356168287873035,0.0202518749300844,0.0546975805576546,0
"7",1,"13",3,"b1.m13",49.0613260004671,50.0005334641188,35.9331112557798,59.9952757424704,0,1.66147962213788,1.66346029586166,1.5087183873365,1.82001564324625,0,0.0203826533345324,0.0199997867896191,0.0166679790637599,0.0278294855372188,0
"8",1,"12",2,"b1.m12",17.7700982254773,17.0578683899548,8.99823468366791,27.6738043746433,0,1.66852804064335,1.66537014125062,1.49138365032254,1.86093704080269,0,0.0562743090843629,0.058623972066218,0.0308752434911228,0.093733019959231,0
"9",1,"14",2,"b1.m14",20.5228148304488,20.033507734969,12.7574035305914,29.1556572429363,0,1.56787417491609,1.56644405692592,1.44130527015342,1.71229414774426,0,0.0487262594464548,0.0499163708042018,0.0307967842727375,0.0710462386303659,0
"10",1,"10",3,"b1.m10",17.6416127110522,16.8690341530997,7.91574564799104,28.4418178185807,0,1.52062542295623,1.51877128314442,1.33583560404604,1.7241585565794,0,0.0566841601376679,0.0592802179708842,0.0271705699565228,0.100868830566395,0
"11",1,"7",3,"b1.m7",32.4929547136366,31.1906176450673,12.7323509056428,56.569613245487,0,1.5289463356684,1.5276026641189,1.2562921938721,1.7942984643135,0,0.0307759023090726,0.0320609233110692,0.0166820671204677,0.0666447354916395,0
"12",1,"none",3,"b1.mnone",27.3991742318305,26.4017206052625,14.3610549854023,43.261427199568,0,1.58842029482231,1.5861591679303,1.39245565241414,1.78043832606776,0,0.0364974503077639,0.0378763193137895,0.0197366118315485,0.0615239844514402,0
"13",1,"9",2,"b1.m9",25.3671397907984,24.1841310476328,12.1784666000345,40.0670151642429,0,1.33687006656659,1.33541663966395,1.18749216551789,1.4981751880088,0,0.0394210781446767,0.0413494286542054,0.0205728581717026,0.0662311463143328,0
"14",1,"5",3,"b1.m5",36.5200931886874,35.7337692334431,19.9131471437759,56.3208999515829,0,1.63379290908787,1.63138279507243,1.42444965180725,1.85528851638528,0,0.0273821864263414,0.0279847336048218,0.0166696938610687,0.045955849632121,0
"15",1,"1",2,"b1.m1",31.5063454071905,30.1236187360836,10.6892463564829,54.7806583941461,0,1.34776031158533,1.34631750925454,1.09241220792689,1.59720270954514,0,0.0317396380657903,0.033196543509855,0.0167509621790947,0.0718236983166631,0
"16",1,"8",3,"b1.m8",35.0915057273047,34.3329568516509,19.3301666829473,52.9855147838154,0,1.62834184811467,1.62634589463924,1.44278522467373,1.81710368493014,0,0.028496924804851,0.0291265330037673,0.0167709377463878,0.0453241763545962,0
"17",1,"6",1,"b1.m6",28.9686733312303,27.5885154383965,12.1059699555055,51.249827611887,0,1.39167846945767,1.38687947801841,1.18875915855572,1.61327630441982,0,0.034520048210904,0.0362469667351826,0.016678346352685,0.0683695602796427,0
"18",3,"8",2,"b3.m8",54.3768851929635,55.5973129220635,45.0025700845402,59.9986307801864,0,1.53191548790414,1.53202624631692,1.39368808381475,1.66579282427881,0,0.0183901670066494,0.0179864807820464,0.0166670470141834,0.0222209531171539,0
"19",3,"6",2,"b3.m6",56.6564168054137,57.5286220424323,50.6137040628145,59.9996646618478,0,1.49568215122144,1.49596041041154,1.37689890633416,1.61836098521109,0,0.0176502513993163,0.0173826517048365,0.016666759816674,0.0197574949021503,0
"20",3,"11",2,"b3.m11",55.2581235564892,56.640777013093,45.9620915136233,59.9995313624971,0,1.52091958590518,1.52127999050097,1.29188548779715,1.73766490142852,0,0.0180968866772633,0.0176551250529284,0.0166667968447676,0.0217570603744957,0
"21",3,"none",2,"b3.mnone",55.2005822246299,56.2399356114236,47.0454468105157,59.9923551452654,0,1.52131883402194,1.52184368701275,1.38956441467296,1.64842913101297,0,0.0181157509522393,0.0177809592473284,0.016666913853689,0.0212535432774073,0
"22",3,"all",1,"b3.mall",55.0958507533516,56.3975321010555,45.8301914415291,59.9988840337852,0,1.72349829859978,1.72560596364718,1.48563858479866,1.97073113670714,0,0.0181501871071329,0.0177312723631749,0.0166669766630477,0.0218196775650788,0
"23",3,"2",3,"b3.m2",56.0160743768662,57.0744644703618,48.5805985733893,59.9988613100096,0,1.58876609639565,1.5888939361587,1.45688530748528,1.72057939250148,0,0.0178520185701015,0.0175209703649654,0.0166669829754447,0.0205843490892631,0
"24",3,"9",2,"b3.m9",55.9153528559404,57.0117466490975,48.5500025544833,59.996265944649,0,1.53592174780461,1.53771525860162,1.40860219833314,1.6604935893781,0,0.0178841757929416,0.0175402449285618,0.0166677039688199,0.0205973212643561,0
"25",3,"12",1,"b3.m12",55.5257080068913,56.5976057110575,47.7435531719232,59.9996743353239,0,1.50982619417158,1.51088586833649,1.38360643426006,1.64748488617631,0,0.0180096758041499,0.0176685919424134,0.0166667571295677,0.0209452362374251,0
"26",1,"all",1,"b1.mall",53.812734371909,55.1204196443866,43.4747168648773,59.9989903010457,0,1.64961309424744,1.65146539170109,1.47186838075754,1.82697796484719,0,0.0185829620381085,0.0181420970025515,0.0166668420461825,0.0230016951269494,0
"27",1,"4",3,"b1.m4",19.4572903706213,17.9164878799596,6.9816123878235,35.4109472370564,0,1.21955993305241,1.21565855463315,1.02995449816154,1.41229353331294,0,0.0513946176960955,0.0558145120198084,0.0214269406025783,0.107113331045508,0
"28",1,"3",1,"b1.m3",22.3271326190999,21.5400426524967,11.1546813145434,35.6008744067851,0,1.48978952278426,1.48793064578119,1.31526763671914,1.67350685338618,0,0.0447885546729158,0.0464251647109248,0.0250252517481057,0.0782317057978452,0
"29",1,"15",2,"b1.m15",16.5765354633849,15.8484523632326,7.3669693095732,26.2552550594784,0,1.45331567647417,1.45205669031701,1.28382154319479,1.62547529719455,0,0.0603262365775317,0.0630976436848881,0.0313374751809736,0.106155028799358,0
"30",1,"11",1,"b1.m11",45.5318096443989,47.1043486315146,26.7200815658037,59.9920903013746,0,1.21960937377793,1.22171944364598,1.01769916945267,1.43674868694945,0,0.0219626675901957,0.0212294626809087,0.016668864094857,0.0374250354564709,0
"31",1,"2",1,"b1.m2",28.9529820937195,28.1857829403676,16.022258880192,43.7328087525932,0,1.58710002009795,1.58406407356268,1.42914321798004,1.76051563486147,0,0.0345387565523664,0.0354788796578815,0.0202808831339261,0.0551664787394729,0
"32",1,"13",3,"b1.m13",49.1122435124442,49.9856802449052,36.3629280752628,59.9998310161484,0,1.66195403146618,1.66396618909863,1.50879124638637,1.81837458150442,0,0.0203615214553702,0.0200057295587444,0.0166667136067576,0.0275005356535159,0
"33",1,"12",2,"b1.m12",17.8662114920899,17.2176295684059,9.50188203538643,28.2957668342186,0,1.67011978795131,1.66861589379808,1.48406272177957,1.85485231541203,0,0.0559715751961596,0.0580800044249254,0.0306809205722776,0.093862753913947,0
