"","unique.id","temp","nit","salt","block","mic","plate","well","rep","µ"
"1360","b2.t14.p1.w36",14,1000,0,2,"7",1,36,"2",0.996651829819967
"1361","b2.t14.p1.w37",14,1000,0,2,"8",1,37,"2",0.991054656304567
"1362","b2.t14.p1.w38",14,1000,0,2,"12",1,38,"2",0.895827434867015
"1363","b2.t14.p1.w40",14,1000,0,2,"13",1,40,"3",0.57638419198009
"1364","b2.t14.p1.w41",14,1000,0,2,"13",1,41,"2",0.87161185021194
"1365","b2.t14.p1.w50",14,1000,0,2,"15",1,50,"3",0.870741919710632
"1366","b2.t14.p1.w57",14,1000,0,2,"3",1,57,"1",0.639836771240114
"1367","b2.t14.p1.w58",14,1000,0,2,"3",1,58,"2",0.482762444112241
"1368","b2.t14.p2.w62",14,1000,0,2,"11",2,62,"3",0.412892253871817
"1369","b2.t14.p2.w66",14,1000,0,2,"1",2,66,"1",0.661273360299633
"1370","b2.t14.p2.w69",14,1000,0,2,"4",2,69,"2",0.832417161732761
"1371","b2.t14.p2.w70",14,1000,0,2,"9",2,70,"1",0.813834328533496
"1372","b2.t14.p2.w71",14,1000,0,2,"10",2,71,"2",0.447876068460767
"1373","b2.t14.p2.w73",14,1000,0,2,"6",2,73,"3",0.853548080077435
"1374","b2.t14.p2.w74",14,1000,0,2,"all",2,74,"3",0.785521851860017
"1375","b2.t14.p2.w77",14,1000,0,2,"9",2,77,"2",0.791007368817621
"1376","b2.t14.p2.w79",14,1000,0,2,"5",2,79,"3",0.573000138031403
"1377","b2.t14.p2.w82",14,1000,0,2,"8",2,82,"1",0.910890517069025
"1378","b2.t14.p2.w85",14,1000,0,2,"15",2,85,"1",0.577151334681098
"1379","b2.t14.p2.w87",14,1000,0,2,"7",2,87,"3",0.785052107979905
"1380","b2.t14.p2.w88",14,1000,0,2,"all",2,88,"2",0.500081458993737
"1381","b2.t14.p2.w89",14,1000,0,2,"2",2,89,"1",0.666742019834768
"1382","b2.t14.p2.w92",14,1000,0,2,"15",2,92,"2",1.62502290167857
"1383","b2.t14.p2.w96",14,1000,0,2,"13",2,96,"1",0.541958387439855
"1384","b2.t14.p2.w97",14,1000,0,2,"12",2,97,"1",0.818094738269084
"1385","b2.t14.p2.w103",14,1000,0,2,"8",2,103,"3",0.660671627600649
"1386","b2.t14.p2.w104",14,1000,0,2,"14",2,104,"2",0.690260599810706
"1387","b2.t14.p2.w109",14,1000,0,2,"12",2,109,"3",0.795203686992652
"1388","b2.t14.p2.w111",14,1000,0,2,"6",2,111,"2",0.384459181175954
"1389","b2.t14.p2.w115",14,1000,0,2,"11",2,115,"2",0.749554062354705
"1390","b2.t14.p2.w116",14,1000,0,2,"11",2,116,"1",0.610095447106787
"1391","b2.t14.p2.w118",14,1000,0,2,"10",2,118,"3",0.168877976354663
"1392","b2.t14.p2.w120",14,1000,0,2,"4",2,120,"3",0.478789699884402
"1393","b2.t20.p1.w7",20,1000,0,2,"2",1,7,"1",0.466926899326469
"1394","b2.t20.p1.w9",20,1000,0,2,"14",1,9,"3",0.680899878623581
"1395","b2.t20.p1.w10",20,1000,0,2,"8",1,10,"1",0.450022035170759
"1396","b2.t20.p1.w14",20,1000,0,2,"6",1,14,"3",0.339993138321804
"1397","b2.t20.p1.w19",20,1000,0,2,"7",1,19,"2",0.888635275751617
"1398","b2.t20.p1.w21",20,1000,0,2,"13",1,21,"2",0.586562787634775
"1399","b2.t20.p1.w22",20,1000,0,2,"4",1,22,"3",0.784970623913923
"1400","b2.t20.p1.w23",20,1000,0,2,"14",1,23,"1",0.790469893437431
"1401","b2.t20.p1.w28",20,1000,0,2,"8",1,28,"3",0.842917745345716
"1402","b2.t20.p1.w29",20,1000,0,2,"9",1,29,"1",0.638685062902668
"1403","b2.t20.p1.w31",20,1000,0,2,"4",1,31,"1",0.545943145977943
"1404","b2.t20.p1.w37",20,1000,0,2,"15",1,37,"1",0.957581106383581
"1405","b2.t20.p1.w41",20,1000,0,2,"1",1,41,"1",0.764425259473959
"1406","b2.t20.p1.w42",20,1000,0,2,"3",1,42,"2",0.687719083354341
"1407","b2.t20.p1.w44",20,1000,0,2,"12",1,44,"1",0.797644958180953
"1408","b2.t20.p1.w46",20,1000,0,2,"1",1,46,"2",0.912393489884158
"1409","b2.t20.p1.w47",20,1000,0,2,"9",1,47,"3",0.914555257031538
"1410","b2.t20.p1.w50",20,1000,0,2,"11",1,50,"1",0.753954004403162
"1411","b2.t20.p1.w52",20,1000,0,2,"10",1,52,"3",0.720245115825313
"1412","b2.t20.p1.w53",20,1000,0,2,"all",1,53,"2",0.889399551506059
"1413","b2.t20.p1.w59",20,1000,0,2,"7",1,59,"1",1.06832778462467
"1414","b2.t20.p1.w60",20,1000,0,2,"8",1,60,"2",0.840858943656662
"1415","b2.t20.p2.w61",20,1000,0,2,"12",2,61,"2",0.684955666764891
"1416","b2.t20.p2.w63",20,1000,0,2,"11",2,63,"2",0.524742122526052
"1417","b2.t20.p2.w64",20,1000,0,2,"1",2,64,"3",0.649277599716389
"1418","b2.t20.p2.w65",20,1000,0,2,"3",2,65,"1",0.495804264968397
"1419","b2.t20.p2.w68",20,1000,0,2,"all",2,68,"1",0.510913924389945
"1420","b2.t20.p2.w70",20,1000,0,2,"4",2,70,"2",0.383366157947469
"1421","b2.t20.p2.w73",20,1000,0,2,"7",2,73,"3",0.986035756343804
"1422","b2.t20.p2.w76",20,1000,0,2,"15",2,76,"3",0.631574412337987
"1423","b2.t20.p2.w77",20,1000,0,2,"2",2,77,"2",0.797020062430369
"1424","b2.t20.p2.w78",20,1000,0,2,"6",2,78,"2",0.580122982325427
"1425","b2.t20.p2.w81",20,1000,0,2,"15",2,81,"2",0.617699398674734
"1426","b2.t20.p2.w84",20,1000,0,2,"13",2,84,"1",0.991374247815976
"1427","b2.t20.p2.w86",20,1000,0,2,"all",2,86,"3",0.830303847369848
"1428","b2.t20.p2.w94",20,1000,0,2,"9",2,94,"2",0.845698877162251
"1429","b2.t20.p2.w96",20,1000,0,2,"2",2,96,"3",0.631310776352508
"1430","b2.t20.p2.w97",20,1000,0,2,"5",2,97,"3",1.0375830935189
"1431","b2.t20.p2.w98",20,1000,0,2,"12",2,98,"3",0.761755563875807
"1432","b2.t20.p2.w101",20,1000,0,2,"14",2,101,"2",0.329102713775185
"1433","b2.t20.p2.w105",20,1000,0,2,"5",2,105,"1",0.720674363335489
"1434","b2.t20.p2.w107",20,1000,0,2,"6",2,107,"1",0.890102977046832
"1435","b2.t20.p2.w109",20,1000,0,2,"10",2,109,"2",0.703373244875606
"1436","b2.t20.p2.w111",20,1000,0,2,"10",2,111,"1",0.37558305254856
"1437","b2.t20.p2.w112",20,1000,0,2,"5",2,112,"2",0.725881239632948
"1438","b2.t20.p2.w116",20,1000,0,2,"13",2,116,"3",0.820722910714563
"1439","b2.t20.p2.w118",20,1000,0,2,"11",2,118,"3",0.490564334472159
"1440","b2.t20.p2.w120",20,1000,0,2,"3",2,120,"3",0.574499899786555
"1441","b2.t25.p1.w1",25,1000,0,2,"all",1,1,"1",0.259453529780317
"1442","b2.t25.p1.w3",25,1000,0,2,"15",1,3,"3",0.225429095702142
"1443","b2.t25.p1.w8",25,1000,0,2,"10",1,8,"3",0.323640378555978
"1444","b2.t25.p1.w11",25,1000,0,2,"5",1,11,"1",0.199289333493907
"1445","b2.t25.p1.w12",25,1000,0,2,"all",1,12,"3",0.456408285802882
"1446","b2.t25.p1.w16",25,1000,0,2,"9",1,16,"3",0.45020774814629
"1447","b2.t25.p1.w17",25,1000,0,2,"13",1,17,"1",0.466842725906799
"1448","b2.t25.p1.w20",25,1000,0,2,"6",1,20,"3",0.229969096693442
"1449","b2.t25.p1.w24",25,1000,0,2,"6",1,24,"2",0.676228784566198
"1450","b2.t25.p1.w26",25,1000,0,2,"14",1,26,"2",0.544158462407679
"1451","b2.t25.p1.w27",25,1000,0,2,"1",1,27,"3",0.66785953885681
"1452","b2.t25.p1.w38",25,1000,0,2,"4",1,38,"3",0.50375281069016
"1453","b2.t25.p1.w41",25,1000,0,2,"4",1,41,"2",0.16971335732656
"1454","b2.t25.p1.w45",25,1000,0,2,"7",1,45,"1",0.872546321481256
"1455","b2.t25.p1.w46",25,1000,0,2,"12",1,46,"1",0.287174849431612
"1456","b2.t25.p1.w49",25,1000,0,2,"7",1,49,"2",0.285112006220771
"1457","b2.t25.p1.w54",25,1000,0,2,"12",1,54,"2",0.0506491988242265
"1458","b2.t25.p1.w56",25,1000,0,2,"5",1,56,"2",0.189217657043448
"1459","b2.t25.p1.w59",25,1000,0,2,"5",1,59,"3",0.0921777949128504
"1460","b2.t25.p2.w61",25,1000,0,2,"7",2,61,"3",0.10284805775608
"1461","b2.t25.p2.w62",25,1000,0,2,"8",2,62,"3",0.119996408670181
"1462","b2.t25.p2.w65",25,1000,0,2,"1",2,65,"1",0.248885401591229
"1463","b2.t25.p2.w66",25,1000,0,2,"2",2,66,"2",0.213364111879206
"1464","b2.t25.p2.w67",25,1000,0,2,"11",2,67,"2",0.0837905775202733
"1465","b2.t25.p2.w68",25,1000,0,2,"8",2,68,"1",0.000523652654483043
"1466","b2.t25.p2.w72",25,1000,0,2,"15",2,72,"2",0.505805142518682
"1467","b2.t25.p2.w73",25,1000,0,2,"9",2,73,"1",0.314557648981969
"1468","b2.t25.p2.w74",25,1000,0,2,"8",2,74,"2",0.430953990102446
"1469","b2.t25.p2.w76",25,1000,0,2,"10",2,76,"1",0.400731816109324
"1470","b2.t25.p2.w77",25,1000,0,2,"3",2,77,"1",0.201101977642865
"1471","b2.t25.p2.w79",25,1000,0,2,"13",2,79,"3",0.0208191163762803
"1472","b2.t25.p2.w80",25,1000,0,2,"13",2,80,"2",0.0416786548419123
"1473","b2.t25.p2.w82",25,1000,0,2,"all",2,82,"2",1.8675587401971
"1474","b2.t25.p2.w83",25,1000,0,2,"9",2,83,"2",0.404436689865295
"1475","b2.t25.p2.w84",25,1000,0,2,"2",2,84,"1",0.462752450418843
"1476","b2.t25.p2.w86",25,1000,0,2,"3",2,86,"3",0.502199839854751
"1477","b2.t25.p2.w87",25,1000,0,2,"11",2,87,"3",0.660688766542644
"1478","b2.t25.p2.w88",25,1000,0,2,"12",2,88,"3",0.368787575142797
"1479","b2.t25.p2.w91",25,1000,0,2,"11",2,91,"1",0.452198333079241
"1480","b2.t25.p2.w92",25,1000,0,2,"1",2,92,"2",0.610925460518892
"1481","b2.t25.p2.w93",25,1000,0,2,"3",2,93,"2",0.502578348113879
"1482","b2.t25.p2.w94",25,1000,0,2,"2",2,94,"3",0.485122364375002
"1483","b2.t25.p2.w103",25,1000,0,2,"14",2,103,"1",0.516334753785054
"1484","b2.t25.p2.w105",25,1000,0,2,"6",2,105,"1",0.430596291960645
"1485","b2.t25.p2.w107",25,1000,0,2,"10",2,107,"2",0.494060879868584
"1486","b2.t25.p2.w109",25,1000,0,2,"15",2,109,"1",0.303565737594541
"1487","b2.t25.p2.w115",25,1000,0,2,"4",2,115,"1",0.433045375566523
"1488","b2.t25.p2.w116",25,1000,0,2,"14",2,116,"3",0.300657487273842
"1489","b2.t30.p1.w4",30,25,0,2,"1",1,4,"2",0.00109573547278795
"1490","b2.t30.p1.w5",30,100,0,2,"7",1,5,"3",-0.0103280365412663
"1491","b2.t30.p1.w9",30,400,0,2,"12",1,9,"1",0.00715548742379297
"1492","b2.t30.p1.w11",30,1000,10.67,2,"12",1,11,"3",0.000643144866120041
"1493","b2.t30.p1.w15",30,1000,2.67,2,"13",1,15,"3",0.0314334131680138
"1494","b2.t30.p1.w16",30,1000,2.67,2,"8",1,16,"3",0.0549540516983872
"1495","b2.t30.p1.w20",30,1000,5.33,2,"14",1,20,"2",0.000958970878811681
"1496","b2.t30.p1.w21",30,25,0,2,"9",1,21,"2",0.0121901227567976
"1497","b2.t30.p1.w22",30,1000,0,2,"3",1,22,"2",0.01063255351512
"1498","b2.t30.p1.w23",30,5,0,2,"14",1,23,"1",0.00104230141811826
"1499","b2.t30.p1.w24",30,100,0,2,"2",1,24,"3",0.0269575565186926
"1500","b2.t30.p1.w28",30,1000,2.67,2,"10",1,28,"1",-0.00233379076692252
"1501","b2.t30.p1.w29",30,1000,1.33,2,"6",1,29,"2",0.0020046963646046
"1502","b2.t30.p1.w32",30,100,0,2,"1",1,32,"1",0.0145790668234332
"1503","b2.t30.p1.w35",30,400,0,2,"all",1,35,"3",-0.00238859442382084
"1504","b2.t30.p1.w36",30,10,0,2,"1",1,36,"2",0.0467176535711646
"1505","b2.t30.p1.w37",30,100,0,2,"7",1,37,"1",0.0347943044221298
"1506","b2.t30.p1.w38",30,1000,12,2,"5",1,38,"1",0.132725994245779
"1507","b2.t30.p1.w40",30,1000,9.33,2,"11",1,40,"3",0.0207062701863024
"1508","b2.t30.p1.w41",30,5,0,2,"13",1,41,"3",0.0429426026469111
"1509","b2.t30.p1.w47",30,1000,10.67,2,"14",1,47,"3",0.0110205041557706
"1510","b2.t30.p1.w50",30,1000,10.67,2,"6",1,50,"2",0.00712548356884022
"1511","b2.t30.p1.w51",30,25,0,2,"all",1,51,"2",0.0622819286154811
"1512","b2.t30.p1.w52",30,10,0,2,"9",1,52,"1",0.00833230576874945
"1513","b2.t30.p1.w57",30,1000,1.33,2,"all",1,57,"2",0.00822721449089013
"1514","b2.t30.p1.w59",30,1000,8,2,"3",1,59,"1",0.0120809785484743
"1515","b2.t30.p1.w60",30,10,0,2,"4",1,60,"3",0.010704980135135
"1516","b2.t30.p2.w61",30,400,0,2,"12",2,61,"3",0.010358180582765
"1517","b2.t30.p2.w65",30,5,0,2,"11",2,65,"2",-0.000257675543078351
"1518","b2.t30.p2.w67",30,1000,6.67,2,"7",2,67,"1",0.0359392737334228
"1519","b2.t30.p2.w68",30,400,0,2,"11",2,68,"3",0.00918631881318215
"1520","b2.t30.p2.w69",30,1000,5.33,2,"8",2,69,"3",0.0361948314403488
"1521","b2.t30.p2.w73",30,1000,9.33,2,"10",2,73,"2",0.0188994051755708
"1522","b2.t30.p2.w75",30,1000,0,2,"2",2,75,"2",0.0645252287532388
"1523","b2.t30.p2.w87",30,1000,6.67,2,"6",2,87,"1",-0.00344978119754292
"1524","b2.t30.p2.w90",30,25,0,2,"10",2,90,"2",0.0432330161021026
"1525","b2.t30.p2.w91",30,1000,0,2,"6",2,91,"2",0.0354384772917607
"1526","b2.t30.p2.w92",30,10,0,2,"11",2,92,"1",0.0183003061564815
"1527","b2.t30.p2.w93",30,25,0,2,"14",2,93,"3",0.0533373829035827
"1528","b2.t30.p2.w94",30,1000,8,2,"10",2,94,"2",0.0423125838174743
"1529","b2.t30.p2.w96",30,100,0,2,"3",2,96,"2",-0.0032448627334693
"1530","b2.t30.p2.w98",30,10,0,2,"1",2,98,"3",0.028460474410271
"1531","b2.t30.p2.w100",30,10,0,2,"5",2,100,"1",0.0380750740284867
"1532","b2.t30.p2.w101",30,1000,9.33,2,"15",2,101,"3",0.0144169687930691
"1533","b2.t30.p2.w104",30,1000,5.33,2,"13",2,104,"1",0.0209029079817276
"1534","b2.t30.p2.w106",30,1000,6.67,2,"14",2,106,"2",0.0171575465399993
"1535","b2.t30.p2.w108",30,10,0,2,"9",2,108,"2",0.0168383630571064
"1536","b2.t30.p2.w110",30,10,0,2,"14",2,110,"1",0.108557327042831
"1537","b2.t30.p2.w112",30,1000,2.67,2,"1",2,112,"1",0.0125042598545461
"1538","b2.t30.p2.w113",30,1000,10.67,2,"11",2,113,"2",0.0557761318148176
"1539","b2.t30.p2.w114",30,0,0,2,"all",2,114,"1",0.0314818788714022
"1540","b2.t30.p2.w115",30,1000,5.33,2,"10",2,115,"1",0.0064300287010734
"1541","b2.t30.p2.w117",30,1000,9.33,2,"all",2,117,"1",0.0561750978227864
"1542","b2.t30.p2.w120",30,10,0,2,"10",2,120,"2",0.0360894267300827
"1543","b2.t30.p3.w121",30,1,0,2,"8",3,121,"2",0.0411710421528028
"1544","b2.t30.p3.w122",30,1000,12,2,"14",3,122,"3",0.0292497229523496
"1545","b2.t30.p3.w123",30,1000,9.33,2,"5",3,123,"3",0.0102856294327468
"1546","b2.t30.p3.w127",30,700,0,2,"8",3,127,"3",0.0331458229606456
"1547","b2.t30.p3.w130",30,50,0,2,"12",3,130,"2",0.00860136081093399
"1548","b2.t30.p3.w131",30,1000,12,2,"14",3,131,"1",0.113274067312824
"1549","b2.t30.p3.w132",30,1000,5.33,2,"9",3,132,"3",0.122235022949291
"1550","b2.t30.p3.w133",30,0,0,2,"1",3,133,"1",0.121397107865111
"1551","b2.t30.p3.w135",30,1,0,2,"13",3,135,"2",0.0613456326655928
"1552","b2.t30.p3.w138",30,1000,10.67,2,"15",3,138,"3",0.0197270576157931
"1553","b2.t30.p3.w140",30,700,0,2,"5",3,140,"1",0.0221617242230773
"1554","b2.t30.p3.w143",30,1000,10.67,2,"8",3,143,"3",0.176183312716374
"1555","b2.t30.p3.w144",30,1000,12,2,"6",3,144,"1",0.141208781189848
"1556","b2.t30.p3.w145",30,1000,4,2,"13",3,145,"3",0.134595575087276
"1557","b2.t30.p3.w147",30,1000,4,2,"12",3,147,"3",0.108752337575773
"1558","b2.t30.p3.w151",30,1000,10.67,2,"14",3,151,"2",0.133155163218386
"1559","b2.t30.p3.w157",30,1000,8,2,"7",3,157,"1",0.0616785498972253
"1560","b2.t30.p3.w161",30,1000,1.33,2,"10",3,161,"3",0.193850803679752
"1561","b2.t30.p3.w163",30,1000,6.67,2,"11",3,163,"2",0.189920116752334
"1562","b2.t30.p3.w165",30,1000,0,2,"5",3,165,"3",0.235422470628494
"1563","b2.t30.p3.w166",30,100,0,2,"2",3,166,"1",0.17140968542995
"1564","b2.t30.p3.w168",30,1000,6.67,2,"5",3,168,"2",0.115008612012769
"1565","b2.t30.p3.w169",30,700,0,2,"9",3,169,"1",0.125814118448068
"1566","b2.t30.p3.w171",30,0,0,2,"6",3,171,"3",0.156440807262052
"1567","b2.t30.p3.w172",30,1000,6.67,2,"8",3,172,"3",0.101427941162898
"1568","b2.t30.p3.w174",30,1000,2.67,2,"3",3,174,"2",0.191569038087009
"1569","b2.t30.p3.w175",30,5,0,2,"5",3,175,"2",0.103361396463758
"1570","b2.t30.p3.w178",30,1000,2.67,2,"all",3,178,"1",0.0839244509790409
"1571","b2.t30.p4.w183",30,25,0,2,"2",4,183,"2",0.101279614981309
"1572","b2.t30.p4.w187",30,25,0,2,"11",4,187,"3",0.011417449253462
"1573","b2.t30.p4.w189",30,700,0,2,"1",4,189,"2",0.0175422114959757
"1574","b2.t30.p4.w190",30,10,0,2,"5",4,190,"2",0.0171165354327786
"1575","b2.t30.p4.w191",30,25,0,2,"2",4,191,"3",0.191106698789846
"1576","b2.t30.p4.w194",30,400,0,2,"3",4,194,"3",0.164812881570552
"1577","b2.t30.p4.w199",30,1000,6.67,2,"12",4,199,"2",0.0924707303711794
"1578","b2.t30.p4.w200",30,1000,0,2,"10",4,200,"2",0.056861039077174
"1579","b2.t30.p4.w202",30,1000,8,2,"5",4,202,"2",0.245895840215902
"1580","b2.t30.p4.w203",30,10,0,2,"3",4,203,"1",0.289725451119873
"1581","b2.t30.p4.w205",30,100,0,2,"11",4,205,"2",0.302192666691943
"1582","b2.t30.p4.w207",30,700,0,2,"10",4,207,"3",0.234328750910619
"1583","b2.t30.p4.w211",30,5,0,2,"4",4,211,"3",0.123779796566972
"1584","b2.t30.p4.w216",30,1000,1.33,2,"7",4,216,"3",0.153452876006909
"1585","b2.t30.p4.w218",30,1,0,2,"2",4,218,"3",0.161397568307866
"1586","b2.t30.p4.w220",30,1000,4,2,"9",4,220,"3",0.0974095826543756
"1587","b2.t30.p4.w222",30,1,0,2,"1",4,222,"3",0.251314740168453
"1588","b2.t30.p4.w224",30,50,0,2,"9",4,224,"1",0.234091762505479
"1589","b2.t30.p4.w225",30,1000,12,2,"10",4,225,"1",0.14233703555401
"1590","b2.t30.p4.w227",30,0,0,2,"4",4,227,"2",0.153682844591304
"1591","b2.t30.p4.w229",30,1,0,2,"7",4,229,"2",0.0207253199140218
"1592","b2.t30.p4.w231",30,1000,5.33,2,"13",4,231,"2",0.128671075176448
"1593","b2.t30.p4.w232",30,1000,6.67,2,"9",4,232,"1",0.0625691079826267
"1594","b2.t30.p4.w235",30,1000,12,2,"all",4,235,"2",0.0791897493979535
"1595","b2.t30.p4.w239",30,0,0,2,"8",4,239,"1",0.030846152714352
"1596","b2.t30.p5.w244",30,10,0,2,"all",5,244,"3",0.0969625726064326
"1597","b2.t30.p5.w245",30,0,0,2,"9",5,245,"3",0.0488623870498152
"1598","b2.t30.p5.w246",30,1000,12,2,"8",5,246,"3",0.0491302203846101
"1599","b2.t30.p5.w248",30,25,0,2,"1",5,248,"1",-0.00932056026359418
"1600","b2.t30.p5.w250",30,1000,12,2,"2",5,250,"3",0.0152230269196529
"1601","b2.t30.p5.w251",30,1000,2.67,2,"6",5,251,"2",0.078510708405745
"1602","b2.t30.p5.w252",30,0,0,2,"11",5,252,"1",0.181056434939508
"1603","b2.t30.p5.w254",30,1,0,2,"8",5,254,"3",0.0254970427048807
"1604","b2.t30.p5.w256",30,1000,12,2,"11",5,256,"3",0.00313969011023067
"1605","b2.t30.p5.w261",30,1000,5.33,2,"all",5,261,"1",0.0829558471857301
"1606","b2.t30.p5.w262",30,400,0,2,"15",5,262,"3",0.132377926070129
"1607","b2.t30.p5.w263",30,1000,5.33,2,"15",5,263,"1",0.111954528325055
"1608","b2.t30.p5.w266",30,1000,2.67,2,"15",5,266,"3",0.131517586591084
"1609","b2.t30.p5.w267",30,1,0,2,"4",5,267,"3",0.0250246102390084
"1610","b2.t30.p5.w269",30,1000,5.33,2,"11",5,269,"2",-0.00379919382428641
"1611","b2.t30.p5.w270",30,0,0,2,"15",5,270,"2",0.0731201251804251
"1612","b2.t30.p5.w271",30,1000,6.67,2,"4",5,271,"1",0.136023566435926
"1613","b2.t30.p5.w272",30,5,0,2,"1",5,272,"2",0.181829995122687
"1614","b2.t30.p5.w273",30,700,0,2,"7",5,273,"1",0.104905097835747
"1615","b2.t30.p5.w274",30,1000,10.67,2,"8",5,274,"1",0.0277201753980378
"1616","b2.t30.p5.w275",30,1000,12,2,"2",5,275,"2",-0.0148255738099892
"1617","b2.t30.p5.w277",30,1000,0,2,"1",5,277,"1",0.0570926103316975
"1618","b2.t30.p5.w282",30,1000,4,2,"15",5,282,"1",0.0739696490537047
"1619","b2.t30.p5.w287",30,1000,6.67,2,"6",5,287,"2",0.0738739541988864
"1620","b2.t30.p5.w288",30,5,0,2,"all",5,288,"2",0.0388178913019859
"1621","b2.t30.p5.w289",30,5,0,2,"9",5,289,"1",0.0255197384672083
"1622","b2.t30.p5.w290",30,50,0,2,"5",5,290,"1",-0.00558365353923999
"1623","b2.t30.p5.w292",30,1000,9.33,2,"7",5,292,"1",0.00906746263905491
"1624","b2.t30.p5.w293",30,400,0,2,"6",5,293,"1",0.0356555731427587
"1625","b2.t30.p5.w294",30,25,0,2,"all",5,294,"3",0.0160736500946811
"1626","b2.t30.p5.w295",30,700,0,2,"14",5,295,"1",0.020601027241368
"1627","b2.t30.p5.w296",30,700,0,2,"3",5,296,"3",0.0012849509089199
"1628","b2.t30.p6.w301",30,1000,1.33,2,"6",6,301,"3",6.1157423036504e-05
"1629","b2.t30.p6.w304",30,1000,0,2,"11",6,304,"2",-0.0124828337316565
"1630","b2.t30.p6.w305",30,1000,8,2,"12",6,305,"3",0.0407432707758215
"1631","b2.t30.p6.w306",30,1000,9.33,2,"14",6,306,"1",0.0394138931409362
"1632","b2.t30.p6.w308",30,1000,4,2,"7",6,308,"3",0.00974170595520017
"1633","b2.t30.p6.w309",30,1000,4,2,"all",6,309,"2",0.0757870586273086
"1634","b2.t30.p6.w311",30,5,0,2,"9",6,311,"2",0.0381486433137605
"1635","b2.t30.p6.w312",30,50,0,2,"3",6,312,"1",0.0290058668924458
"1636","b2.t30.p6.w315",30,25,0,2,"14",6,315,"2",0.0319439738318805
"1637","b2.t30.p6.w318",30,1,0,2,"15",6,318,"2",0.0377811895825663
"1638","b2.t30.p6.w322",30,400,0,2,"15",6,322,"1",0.0307244013176653
"1639","b2.t30.p6.w326",30,400,0,2,"9",6,326,"2",0.0400852675869863
"1640","b2.t30.p6.w327",30,5,0,2,"7",6,327,"1",0.0686851377252653
"1641","b2.t30.p6.w328",30,1000,2.67,2,"8",6,328,"1",0.044705654526798
"1642","b2.t30.p6.w334",30,400,0,2,"9",6,334,"1",0.0255390446677715
"1643","b2.t30.p6.w336",30,10,0,2,"6",6,336,"3",0.067691879678229
"1644","b2.t30.p6.w337",30,1000,1.33,2,"12",6,337,"3",0.0111220132695062
"1645","b2.t30.p6.w338",30,700,0,2,"7",6,338,"2",0.0634127657749761
"1646","b2.t30.p6.w339",30,1000,10.67,2,"6",6,339,"1",0.0348738273186473
"1647","b2.t30.p6.w342",30,10,0,2,"14",6,342,"3",0.115598262986567
"1648","b2.t30.p6.w344",30,0,0,2,"14",6,344,"2",0.0539246077166607
"1649","b2.t30.p6.w346",30,1000,9.33,2,"2",6,346,"2",0.0536965015206637
"1650","b2.t30.p6.w348",30,5,0,2,"11",6,348,"3",0.110499193972039
"1651","b2.t30.p6.w353",30,1000,0,2,"2",6,353,"3",0.124216494929718
"1652","b2.t30.p6.w356",30,1000,1.33,2,"12",6,356,"1",0.124779278770277
"1653","b2.t30.p6.w357",30,1000,9.33,2,"6",6,357,"2",0.109171075012009
"1654","b2.t30.p6.w358",30,1000,1.33,2,"all",6,358,"1",0.0971089057333519
"1655","b2.t30.p6.w359",30,5,0,2,"15",6,359,"3",0.112909524478536
"1656","b2.t30.p7.w364",30,1000,0,2,"2",7,364,"1",0.00693359883246933
"1657","b2.t30.p7.w369",30,1000,9.33,2,"14",7,369,"2",-0.00865283497959394
"1658","b2.t30.p7.w370",30,1000,4,2,"6",7,370,"3",0.0465539535225103
"1659","b2.t30.p7.w375",30,5,0,2,"12",7,375,"3",0.0778632508951161
"1660","b2.t30.p7.w376",30,1000,5.33,2,"6",7,376,"2",0.0164062316654703
"1661","b2.t30.p7.w377",30,5,0,2,"8",7,377,"2",0.0361949468197317
"1662","b2.t30.p7.w380",30,1000,6.67,2,"2",7,380,"1",0.00520400284382879
"1663","b2.t30.p7.w381",30,1000,1.33,2,"13",7,381,"3",0.16876926508413
"1664","b2.t30.p7.w382",30,1000,0,2,"15",7,382,"2",0.134828627542719
"1665","b2.t30.p7.w384",30,1,0,2,"7",7,384,"1",0.0772448188354441
"1666","b2.t30.p7.w385",30,1000,1.33,2,"7",7,385,"2",0.103163382017948
"1667","b2.t30.p7.w388",30,100,0,2,"6",7,388,"3",0.0558555558891108
"1668","b2.t30.p7.w389",30,700,0,2,"1",7,389,"1",0.0849566813391388
"1669","b2.t30.p7.w390",30,1000,5.33,2,"11",7,390,"3",-0.00572099715842199
"1670","b2.t30.p7.w391",30,25,0,2,"9",7,391,"1",0.173597038522909
"1671","b2.t30.p7.w393",30,1000,2.67,2,"14",7,393,"3",0.236961978927069
"1672","b2.t30.p7.w395",30,25,0,2,"12",7,395,"2",0.309652212105101
"1673","b2.t30.p7.w396",30,50,0,2,"9",7,396,"3",0.117993557101268
"1674","b2.t30.p7.w401",30,1000,4,2,"5",7,401,"2",0.228582736006078
"1675","b2.t30.p7.w402",30,1000,5.33,2,"3",7,402,"1",0.201947473267555
"1676","b2.t30.p7.w403",30,1000,4,2,"all",7,403,"1",0.187779656391838
"1677","b2.t30.p7.w404",30,1000,6.67,2,"9",7,404,"3",0.0914652090633743
"1678","b2.t30.p7.w405",30,1000,5.33,2,"5",7,405,"2",0.124220933517903
"1679","b2.t30.p7.w406",30,1,0,2,"4",7,406,"1",0.0922200683230773
