"","block","mic","rep","id","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","T.br","T.br.lwr","T.br.upr","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"28",3,"13",2,"b3.m13",6.13074863634937,0.207553691145152,10.8693260901253,0,42.7642631150977,41.9044702239093,43.7905967083104,0,32.6459408761885,31.5192790385429,33.6542500172226,21.7793851568141,19.2858913059795,24.51699301181,1.77603293149139,1.53757264800766,2.01010673048888,18.6010851500428,15.6703452103548,20.9340330680615,0,40.3570720644854,39.5113040776049,41.2835483851349,0,0.0567355860716472,-1.17702059108206,44.8711210803113,9.22883456606322,0.0580387376911706,-1.17999244093599,44.9045024054597,9.03535059277925
"29",3,"none",3,"b3.mnone",5.0119680597642,0.942671394186202,8.30745990096947,0,42.6151013641602,42.1300868127189,43.2038373100313,0,32.3330414804879,31.6008440326994,33.0211018286498,22.192235299779,20.5313242127724,24.0247134554355,1.81317117556013,1.66227170108099,1.9571441821259,17.9789767047247,16.0802517952241,19.7039918778317,0,40.1675679500337,39.6766681416473,40.7031923593661,0,0.0583692649142744,-1.11482919157848,44.6067387469935,9.39588191501852,0.058974022245099,-1.10959892462318,44.6128071452781,9.18294233084495
"30",3,"14",2,"b3.m14",5.16882617923022,1.47006720650638,8.42880739453678,0,42.6344573580845,42.1356515739936,43.1866591465995,0,32.4211656736746,31.7287336886772,33.1015220241339,22.0781267598292,20.5421220979797,23.8461332467961,1.85562994548005,1.70839403950759,1.99687884300554,18.1317873159925,16.409031390872,19.7909676440659,0,40.2021380051346,39.7270261777158,40.7332531636365,0,0.0590906111873051,-1.12541320002309,44.5899924195493,9.34657269873876,0.0596592324859602,-1.11858071441055,44.5931887869954,9.12210685695473
"31",3,"15",3,"b3.m15",4.20267746596764,-0.579361589929008,7.97165493565315,0,42.5999113226221,41.9911154067128,43.2379802926713,0,32.2357266924315,31.4243458456081,32.9862459491012,22.5279470533635,20.697373607853,24.6541155035147,1.83415156424847,1.66996840921648,2.00455375427133,17.6149769793331,15.560056394256,19.5826332101524,0,40.1431565306193,39.5677000920992,40.7559056385405,0,0.0570473404810675,-1.07878005329532,44.5379123845655,9.24548717121062,0.0577586329700878,-1.07856420858415,44.5429500322906,9.0697184451715
"32",3,"4",1,"b3.m4",5.48666878942285,2.37603927268213,8.52167519239268,0,42.644334385356,42.1800422265038,43.1147092125381,0,32.4583098433625,31.8278852927521,33.0613490960756,21.956997608961,20.5755006181973,23.4624663634892,1.82110219807867,1.69216548049695,1.94815158150954,18.2568051366295,16.6312683000644,19.635767229328,0,40.2191690257727,39.7770007736216,40.6654336215986,0,0.0586249721331365,-1.15155115069422,44.6532979977695,9.33626223357648,0.0594636903655157,-1.1345222799625,44.6444872006487,9.12513186177808
"33",3,"11",3,"b3.m11",7.28854101086705,2.44407578072974,11.4305122707927,0,42.6105354124231,41.900426213841,43.3932329007126,0,32.7578690634295,31.8433342744578,33.6507052703927,21.0946452983632,19.1039322486822,23.4476595323972,1.85109564206432,1.62771327736,2.08066315817383,19.1659769218604,16.8211931855768,21.2605493082946,0,40.2569246477155,39.5990473429353,41.0334354658746,0,0.0596337306739391,-1.25935373153918,44.69602557373,9.19363874427895,0.0607041342724775,-1.25063345329763,44.7154798795213,8.97939692500213
"34",3,"6",3,"b3.m6",4.25834347176532,0.409910372649386,7.73953140668379,0,42.5448987543558,42.0336999234271,43.07030475759,0,32.2079849709053,31.5513205647199,32.9197484078498,22.4473009462195,20.8054106980669,24.2310013788421,1.85864153121572,1.71193223803659,2.00486004474707,17.6426898433597,15.7746692633016,19.297286920692,0,40.0886597483967,39.6071875584428,40.6007531654067,0,0.0581648865175398,-1.0829530305679,44.455765941919,9.27799786504931,0.0586128718104325,-1.07883474594697,44.4584686345095,9.09262852342948
"35",4,"12",3,"b4.m12",6.23052043515558,1.9865001814841,9.91484201679182,0,42.3695274736624,41.7330837320556,43.0716084348743,0,32.0726322036457,31.1854657356571,32.9146259894993,21.824450728666,19.8833631119316,23.9242397134529,1.5282783795917,1.37654929186133,1.67892286744084,18.0687956575288,15.8010762235763,19.9819743981204,0,39.9025231579043,39.2852951899003,40.5632599119193,0,0.0554363834608066,-1.16211797823978,44.7715924586641,9.66878360822973,0.0562851337623309,-1.1533561777744,44.7801966998433,9.41847149111392
"36",4,"1",1,"b4.m1",6.52074065637191,2.72261055634186,9.96011914634994,0,42.542389744601,41.9933447912151,43.2053762631457,0,32.3399708903869,31.545959732475,33.0881514194986,21.6843531432249,20.032710420219,23.6509137871655,1.62506968520689,1.4668381302836,1.77932291795694,18.4212055651067,16.4384336294497,20.1283876127656,0,40.1028635485583,39.5851192739214,40.7378774881233,0,0.0570073769381929,-1.19209909863947,44.8411350374154,9.57804708889535,0.0578266516687677,-1.17625195968605,44.842830878909,9.34620777144984
"37",4,"3",2,"b4.m3",5.67434114727243,1.95390611578046,8.75119114980774,0,42.6156126283693,42.0821061811612,43.2245069018442,0,32.194702491543,31.4215100988892,32.9095438272381,22.2105768290544,20.6281793796124,24.0491502376098,1.55127672551799,1.42510646262862,1.67760112913878,17.9331519813912,16.1164850520805,19.5985849576979,0,40.1296877487658,39.6137426093645,40.7051331163605,0,0.0551059823732101,-1.13466924559618,44.9604204143297,9.72176568072599,0.0559768582809613,-1.11965591715023,44.9555485136827,9.43532585220947
