"","mic","salt","well.ID","r.exp"
"475","15",4,"23.5.4",0.370170445400557
"476","15",4,"28.2.4",0.181434261169749
"477","15",4,"31.5.1",0.272021657744374
"478","15",12,"2.3.6",-0.136511634672085
"479","15",12,"16.1.9",-0.170977277418255
"480","15",12,"19.6.4",-0.201201121731523
"481","all",5.33,"26.6.9",0.172337620902861
"482","all",5.33,"29.1.3",0.143229471639255
"483","all",5.33,"31.5.10",0.134368372548131
"484","all",1.33,"15.6.5",1.21343817229766
"485","all",1.33,"20.4.10",1.25846777684647
"486","all",1.33,"28.1.7",1.37727020020912
"487","all",10.67,"13.2.9",-0.0953030755920463
"488","all",10.67,"21.3.8",-0.131778182029207
"489","all",10.67,"28.3.3",-0.110521289164433
"490","all",6.67,"5.4.9",0.146158502363755
"491","all",6.67,"27.6.10",0.0445105509774727
"492","all",6.67,"31.5.3",-0.060397414134898
"493","all",2.67,"5.2.10",0.600677963100271
"494","all",2.67,"22.3.9",0.612989973459919
"495","all",2.67,"32.6.6",0.332636822646438
"496","all",9.33,"1.2.7",0.106459328242186
"497","all",9.33,"2.6.6",0.110269522052064
"498","all",9.33,"16.2.4",0.0978610770648762
"499","all",8,"14.4.6",0.0590694360661332
"500","all",8,"25.6.5",0.0189683802717493
"501","all",8,"26.4.1",0.0920528923107411
"502","all",0,"10.6.2",2.1013305487302
"503","all",0,"24.2.8",1.68099846783512
"504","all",0,"29.1.8",2.02660682346771
"505","all",4,"13.1.10",0.200275987411436
"506","all",4,"21.4.3",0.100938336739576
"507","all",4,"25.5.9",0.270350887729769
"508","all",12,"12.5.2",-0.109497049664891
"509","all",12,"15.2.10",-0.148631458205339
"510","all",12,"15.5.1",-0.144537122285645
